TT,AHU2_CCV-AHU2-Percentage,AHU2_DSP-AHU2-inch,AHU2_DSPSP-AHU2-inch,AHU2_MAT-AHU2-degree Fahrenheit,AHU2_MaxDMP-AHU2-Percentage,AHU2_RAT-AHU2-degree Fahrenheit,AHU2_RHV-AHU2-Percentage,AHU2_SAT-AHU2-degree Fahrenheit,AHU2_SATSP-AHU2-degree Fahrenheit,AHU2_SFC-AHU2-No Unit,AHU2_SFS-AHU2-No Unit,AHU2_SupCFM-AHU2-cubic foot per minute,AHU2_SupVFD-AHU2-No Unit,
Mon  Apr 14 19:45:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),57.63  ( OK ),0.00  ( OK ),71.98  ( OK ),0.00  ( OK ),60.30  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Mon  Apr 14 20:00:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),58.20  ( OK ),0.00  ( OK ),71.42  ( OK ),0.00  ( OK ),60.60  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Mon  Apr 14 20:15:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),58.23  ( OK ),0.00  ( OK ),71.40  ( OK ),0.00  ( OK ),60.96  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Mon  Apr 14 20:30:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),58.42  ( OK ),0.00  ( OK ),71.54  ( OK ),0.00  ( OK ),61.43  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Mon  Apr 14 20:45:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),58.67  ( OK ),0.00  ( OK ),71.49  ( OK ),0.00  ( OK ),61.81  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Mon  Apr 14 21:00:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),58.98  ( OK ),0.00  ( OK ),71.09  ( OK ),0.00  ( OK ),62.14  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Mon  Apr 14 21:15:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),59.71  ( OK ),0.00  ( OK ),72.03  ( OK ),0.00  ( OK ),62.98  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Mon  Apr 14 21:30:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),60.08  ( OK ),0.00  ( OK ),72.89  ( OK ),0.00  ( OK ),63.44  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Mon  Apr 14 21:45:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),60.49  ( OK ),0.00  ( OK ),73.17  ( OK ),0.00  ( OK ),63.82  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Mon  Apr 14 22:00:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),60.86  ( OK ),0.00  ( OK ),73.30  ( OK ),0.00  ( OK ),64.18  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Mon  Apr 14 22:15:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),61.28  ( OK ),0.00  ( OK ),73.13  ( OK ),0.00  ( OK ),64.50  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Mon  Apr 14 22:30:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),61.56  ( OK ),0.00  ( OK ),73.08  ( OK ),0.00  ( OK ),64.72  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Mon  Apr 14 22:45:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),61.39  ( OK ),0.00  ( OK ),73.22  ( OK ),0.00  ( OK ),64.95  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Mon  Apr 14 23:00:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),61.38  ( OK ),0.00  ( OK ),73.03  ( OK ),0.00  ( OK ),65.14  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Mon  Apr 14 23:15:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),61.37  ( OK ),0.00  ( OK ),73.06  ( OK ),0.00  ( OK ),65.38  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Mon  Apr 14 23:30:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),61.19  ( OK ),0.00  ( OK ),73.07  ( OK ),0.00  ( OK ),65.64  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Mon  Apr 14 23:45:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),61.22  ( OK ),0.00  ( OK ),73.10  ( OK ),0.00  ( OK ),65.79  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 00:00:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),61.30  ( OK ),0.00  ( OK ),72.98  ( OK ),0.00  ( OK ),65.98  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 00:15:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),61.29  ( OK ),0.00  ( OK ),73.09  ( OK ),99.99  ( OK ),66.16  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 00:30:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),108.51  ( OK ),0.00  ( OK ),74.42  ( OK ),99.99  ( OK ),68.03  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 00:45:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),114.38  ( OK ),0.00  ( OK ),76.43  ( OK ),99.99  ( OK ),72.98  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 01:00:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),115.19  ( OK ),0.00  ( OK ),75.94  ( OK ),99.99  ( OK ),78.79  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 01:15:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),113.09  ( OK ),0.00  ( OK ),73.33  ( OK ),99.99  ( OK ),85.63  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 01:30:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),109.86  ( OK ),0.00  ( OK ),71.42  ( OK ),99.99  ( OK ),93.44  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 01:45:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),105.18  ( OK ),0.00  ( OK ),70.08  ( OK ),99.99  ( OK ),103.54  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 02:00:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),100.45  ( OK ),0.00  ( OK ),69.08  ( OK ),99.99  ( OK ),115.54  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 02:15:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),97.95  ( OK ),0.00  ( OK ),68.48  ( OK ),99.99  ( OK ),123.62  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 02:30:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),95.65  ( OK ),0.00  ( OK ),68.02  ( OK ),99.99  ( OK ),129.84  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 02:45:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),94.05  ( OK ),0.00  ( OK ),67.64  ( OK ),99.99  ( OK ),135.01  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 03:00:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),92.67  ( OK ),0.00  ( OK ),67.23  ( OK ),99.99  ( OK ),139.12  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 03:15:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),92.21  ( OK ),0.00  ( OK ),67.17  ( OK ),99.99  ( OK ),141.94  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 03:30:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),91.16  ( OK ),0.00  ( OK ),67.19  ( OK ),99.99  ( OK ),143.71  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 03:45:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),91.00  ( OK ),0.00  ( OK ),67.07  ( OK ),99.99  ( OK ),144.94  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 04:00:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),90.82  ( OK ),0.00  ( OK ),67.26  ( OK ),99.99  ( OK ),145.94  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 04:15:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),90.64  ( OK ),0.00  ( OK ),67.11  ( OK ),99.99  ( OK ),146.58  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 04:30:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),90.39  ( OK ),0.00  ( OK ),67.11  ( OK ),99.99  ( OK ),147.04  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 04:45:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),91.44  ( OK ),0.00  ( OK ),67.08  ( OK ),99.99  ( OK ),147.26  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 05:00:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),90.81  ( OK ),0.00  ( OK ),67.01  ( OK ),99.99  ( OK ),147.55  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 05:15:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),87.98  ( OK ),0.00  ( OK ),66.22  ( OK ),99.99  ( OK ),147.85  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 05:30:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),86.67  ( OK ),0.00  ( OK ),65.22  ( OK ),99.99  ( OK ),148.00  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 05:45:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),85.77  ( OK ),0.00  ( OK ),64.79  ( OK ),99.99  ( OK ),148.13  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 06:00:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),85.91  ( OK ),0.00  ( OK ),64.31  ( OK ),99.99  ( OK ),147.98  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 06:15:00  CDT,0.00  ( OK ),1.18  ( OK ),1.50  ( OK ),52.11  ( OK ),24.09  ( OK ),78.00  ( OK ),0.00  ( OK ),60.25  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),22744.93  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 06:30:00  CDT,0.00  ( OK ),1.42  ( OK ),1.50  ( OK ),53.32  ( OK ),16.02  ( OK ),75.03  ( OK ),0.00  ( OK ),55.93  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),22924.36  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 06:45:00  CDT,0.00  ( OK ),1.75  ( OK ),1.50  ( OK ),54.11  ( OK ),17.23  ( OK ),73.62  ( OK ),0.00  ( OK ),56.80  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),17139.21  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 07:00:00  CDT,0.00  ( OK ),1.65  ( OK ),1.50  ( OK ),54.01  ( OK ),19.74  ( OK ),73.35  ( OK ),0.00  ( OK ),56.91  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),14758.89  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 07:15:00  CDT,0.00  ( OK ),1.57  ( OK ),1.50  ( OK ),53.63  ( OK ),13.78  ( OK ),73.44  ( OK ),0.00  ( OK ),56.15  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),13316.88  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 07:30:00  CDT,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),53.84  ( OK ),12.67  ( OK ),73.60  ( OK ),0.00  ( OK ),56.40  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),14429.70  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 07:45:00  CDT,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),54.30  ( OK ),15.15  ( OK ),73.74  ( OK ),0.00  ( OK ),56.59  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),13394.64  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 08:00:00  CDT,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),54.12  ( OK ),16.30  ( OK ),73.85  ( OK ),0.00  ( OK ),56.63  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),13683.94  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 08:15:00  CDT,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),54.84  ( OK ),21.69  ( OK ),73.98  ( OK ),0.00  ( OK ),57.00  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12830.13  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 08:30:00  CDT,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),54.33  ( OK ),23.88  ( OK ),74.08  ( OK ),0.00  ( OK ),56.77  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12967.90  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 08:45:00  CDT,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),54.07  ( OK ),22.82  ( OK ),74.17  ( OK ),0.00  ( OK ),56.59  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12035.56  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 09:00:00  CDT,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),53.74  ( OK ),20.59  ( OK ),74.26  ( OK ),0.00  ( OK ),56.20  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12311.09  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 09:15:00  CDT,0.00  ( OK ),1.47  ( OK ),1.50  ( OK ),54.25  ( OK ),22.12  ( OK ),74.26  ( OK ),0.00  ( OK ),56.32  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12461.05  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 09:30:00  CDT,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),53.92  ( OK ),20.31  ( OK ),74.33  ( OK ),0.00  ( OK ),56.39  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),11882.50  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 09:45:00  CDT,0.00  ( OK ),1.47  ( OK ),1.50  ( OK ),53.81  ( OK ),19.40  ( OK ),74.31  ( OK ),0.00  ( OK ),56.50  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12157.99  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 10:00:00  CDT,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),54.09  ( OK ),22.59  ( OK ),74.32  ( OK ),0.00  ( OK ),56.65  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12135.92  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 10:15:00  CDT,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),53.91  ( OK ),20.53  ( OK ),74.31  ( OK ),0.00  ( OK ),56.17  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12055.84  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 10:30:00  CDT,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),54.96  ( OK ),24.25  ( OK ),74.31  ( OK ),0.00  ( OK ),56.42  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12403.81  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 10:45:00  CDT,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),53.33  ( OK ),21.14  ( OK ),74.32  ( OK ),0.00  ( OK ),56.35  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12356.90  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 11:00:00  CDT,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),54.64  ( OK ),24.27  ( OK ),74.28  ( OK ),0.00  ( OK ),56.30  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12596.81  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 11:15:00  CDT,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),53.71  ( OK ),23.62  ( OK ),74.24  ( OK ),0.00  ( OK ),56.60  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12113.78  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 11:30:00  CDT,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),54.29  ( OK ),27.09  ( OK ),74.24  ( OK ),0.00  ( OK ),56.78  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12047.39  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 11:45:00  CDT,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),53.97  ( OK ),22.88  ( OK ),74.26  ( OK ),0.00  ( OK ),56.24  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),11513.43  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 12:00:00  CDT,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),54.57  ( OK ),28.17  ( OK ),74.24  ( OK ),0.00  ( OK ),56.79  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),11888.38  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 12:15:00  CDT,0.00  ( OK ),1.45  ( OK ),1.50  ( OK ),54.74  ( OK ),27.84  ( OK ),74.23  ( OK ),0.00  ( OK ),56.52  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12087.79  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 12:30:00  CDT,0.00  ( OK ),1.54  ( OK ),1.50  ( OK ),53.83  ( OK ),26.03  ( OK ),74.24  ( OK ),0.00  ( OK ),56.66  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),11117.76  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 12:45:00  CDT,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),53.75  ( OK ),25.32  ( OK ),74.18  ( OK ),0.00  ( OK ),56.45  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12391.52  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 13:00:00  CDT,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),52.67  ( OK ),17.40  ( OK ),74.22  ( OK ),0.00  ( OK ),55.98  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12431.70  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 13:15:00  CDT,0.00  ( OK ),1.56  ( OK ),1.50  ( OK ),54.47  ( OK ),24.62  ( OK ),74.23  ( OK ),0.00  ( OK ),56.80  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),11291.59  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 13:30:00  CDT,0.00  ( OK ),1.47  ( OK ),1.50  ( OK ),53.27  ( OK ),19.30  ( OK ),74.44  ( OK ),0.00  ( OK ),56.19  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),11963.84  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 13:45:00  CDT,0.00  ( OK ),1.47  ( OK ),1.50  ( OK ),53.86  ( OK ),19.54  ( OK ),74.45  ( OK ),0.00  ( OK ),56.49  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12358.69  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 14:00:00  CDT,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),53.56  ( OK ),17.71  ( OK ),74.34  ( OK ),0.00  ( OK ),56.49  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),11983.10  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 14:15:00  CDT,0.00  ( OK ),1.44  ( OK ),1.50  ( OK ),53.89  ( OK ),18.16  ( OK ),74.36  ( OK ),0.00  ( OK ),56.36  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),13021.98  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 14:30:00  CDT,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),54.02  ( OK ),20.09  ( OK ),74.37  ( OK ),0.00  ( OK ),56.56  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12621.96  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 14:45:00  CDT,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),54.66  ( OK ),31.10  ( OK ),74.36  ( OK ),0.00  ( OK ),57.18  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12525.43  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 15:00:00  CDT,0.00  ( OK ),1.47  ( OK ),1.50  ( OK ),53.90  ( OK ),30.96  ( OK ),74.44  ( OK ),0.00  ( OK ),56.52  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),13206.34  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 15:15:00  CDT,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),53.89  ( OK ),27.80  ( OK ),74.33  ( OK ),0.00  ( OK ),56.14  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),13196.81  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 15:30:00  CDT,0.00  ( OK ),1.58  ( OK ),1.50  ( OK ),53.81  ( OK ),27.76  ( OK ),74.27  ( OK ),0.00  ( OK ),56.44  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),10875.24  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 15:45:00  CDT,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),54.09  ( OK ),29.25  ( OK ),74.28  ( OK ),0.00  ( OK ),56.37  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),11360.47  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 16:00:00  CDT,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),54.00  ( OK ),32.49  ( OK ),74.24  ( OK ),0.00  ( OK ),56.71  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),11038.52  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 16:15:00  CDT,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),53.97  ( OK ),31.30  ( OK ),74.26  ( OK ),0.00  ( OK ),56.40  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),10884.74  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 16:30:00  CDT,0.00  ( OK ),1.56  ( OK ),1.50  ( OK ),55.40  ( OK ),35.62  ( OK ),74.23  ( OK ),0.00  ( OK ),56.71  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9620.60  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 16:45:00  CDT,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),54.70  ( OK ),38.00  ( OK ),74.18  ( OK ),0.00  ( OK ),56.88  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9467.60  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 17:00:00  CDT,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),53.31  ( OK ),32.36  ( OK ),74.12  ( OK ),0.00  ( OK ),56.35  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9720.10  ( OK ),0.00  ( Interpolated ),
Tue  Apr 15 17:15:00  CDT,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),53.74  ( OK ),25.99  ( OK ),74.07  ( OK ),0.00  ( OK ),56.05  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9074.11  ( OK ),0.00  ( Interpolated ),
