TT,AHU2_CCV-AHU2-Percentage,AHU2_DSP-AHU2-inch,AHU2_DSPSP-AHU2-inch,AHU2_MAT-AHU2-degree Fahrenheit,AHU2_MaxDMP-AHU2-Percentage,AHU2_RAT-AHU2-degree Fahrenheit,AHU2_RHV-AHU2-Percentage,AHU2_SAT-AHU2-degree Fahrenheit,AHU2_SATSP-AHU2-degree Fahrenheit,AHU2_SFC-AHU2-No Unit,AHU2_SFS-AHU2-No Unit,AHU2_SupCFM-AHU2-cubic foot per minute,AHU2_SupVFD-AHU2-No Unit,
Fri  Feb 21 00:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),58.17  ( OK ),0.00  ( OK ),66.16  ( OK ),0.00  ( OK ),62.08  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 00:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),57.81  ( OK ),0.00  ( OK ),67.34  ( OK ),0.00  ( OK ),62.48  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 00:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),57.98  ( OK ),0.00  ( OK ),66.98  ( OK ),0.00  ( OK ),62.81  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 00:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),57.80  ( OK ),0.00  ( OK ),67.40  ( OK ),0.00  ( OK ),63.11  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 01:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),57.69  ( OK ),0.00  ( OK ),67.97  ( OK ),0.00  ( OK ),63.36  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 01:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),57.82  ( OK ),0.00  ( OK ),67.05  ( OK ),0.00  ( OK ),63.55  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 01:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),57.72  ( OK ),0.00  ( OK ),67.68  ( OK ),0.00  ( OK ),63.77  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 01:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),56.58  ( OK ),0.00  ( OK ),69.44  ( OK ),0.00  ( OK ),63.90  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 02:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),56.61  ( OK ),0.00  ( OK ),69.21  ( OK ),0.00  ( OK ),63.99  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 02:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),57.93  ( OK ),0.00  ( OK ),66.81  ( OK ),0.00  ( OK ),64.04  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 02:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),57.01  ( OK ),0.00  ( OK ),67.55  ( OK ),0.00  ( OK ),63.99  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 02:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),57.44  ( OK ),0.00  ( OK ),66.30  ( OK ),0.00  ( OK ),63.98  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 03:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),57.08  ( OK ),0.00  ( OK ),67.33  ( OK ),0.00  ( OK ),64.01  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 03:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),57.39  ( OK ),0.00  ( OK ),66.12  ( OK ),0.00  ( OK ),63.99  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 03:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),57.25  ( OK ),0.00  ( OK ),66.21  ( OK ),0.00  ( OK ),63.99  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 03:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),57.20  ( OK ),0.00  ( OK ),66.11  ( OK ),0.00  ( OK ),63.99  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 04:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),57.49  ( OK ),0.00  ( OK ),64.92  ( OK ),0.00  ( OK ),63.98  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 04:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),56.39  ( OK ),0.00  ( OK ),65.92  ( OK ),0.00  ( OK ),63.91  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 04:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),56.51  ( OK ),0.00  ( OK ),65.95  ( OK ),0.00  ( OK ),63.90  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 04:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),55.75  ( OK ),0.00  ( OK ),66.70  ( OK ),0.00  ( OK ),63.85  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 05:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),56.43  ( OK ),0.00  ( OK ),65.20  ( OK ),0.00  ( OK ),63.75  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 05:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),55.20  ( OK ),0.00  ( OK ),66.03  ( OK ),0.00  ( OK ),63.58  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 05:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),55.35  ( OK ),0.00  ( OK ),65.92  ( OK ),0.00  ( OK ),63.45  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 05:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),97.07  ( OK ),0.00  ( OK ),64.99  ( OK ),99.99  ( OK ),67.30  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 06:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),101.53  ( OK ),0.00  ( OK ),65.02  ( OK ),99.99  ( OK ),74.74  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 06:15:00  CST,0.00  ( OK ),1.20  ( OK ),1.50  ( OK ),51.23  ( OK ),21.56  ( OK ),74.30  ( OK ),0.00  ( OK ),63.33  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),21025.38  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 06:30:00  CST,0.00  ( OK ),1.40  ( OK ),1.50  ( OK ),53.71  ( OK ),17.62  ( OK ),73.88  ( OK ),0.00  ( OK ),56.00  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),21290.99  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 06:45:00  CST,0.00  ( OK ),1.59  ( OK ),1.50  ( OK ),52.94  ( OK ),6.12  ( OK ),73.20  ( OK ),0.00  ( OK ),55.39  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),19448.27  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 07:00:00  CST,0.00  ( OK ),1.61  ( OK ),1.50  ( OK ),51.93  ( OK ),0.00  ( OK ),73.03  ( OK ),0.00  ( OK ),54.57  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),18132.73  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 07:15:00  CST,0.00  ( OK ),1.59  ( OK ),1.50  ( OK ),50.25  ( OK ),0.00  ( OK ),73.01  ( OK ),0.00  ( OK ),53.78  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),16570.85  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 07:30:00  CST,0.00  ( OK ),1.55  ( OK ),1.50  ( OK ),49.25  ( OK ),0.00  ( OK ),72.97  ( OK ),0.00  ( OK ),52.98  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),15514.80  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 07:45:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),54.95  ( OK ),9.74  ( OK ),73.24  ( OK ),0.00  ( OK ),56.93  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),15320.87  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 08:00:00  CST,0.00  ( OK ),1.65  ( OK ),1.50  ( OK ),55.05  ( OK ),19.09  ( OK ),73.44  ( OK ),0.00  ( OK ),57.16  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),13853.10  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 08:15:00  CST,0.00  ( OK ),1.46  ( OK ),1.50  ( OK ),54.84  ( OK ),22.77  ( OK ),73.61  ( OK ),0.00  ( OK ),56.75  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),13999.07  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 08:30:00  CST,0.00  ( OK ),1.60  ( OK ),1.50  ( OK ),53.08  ( OK ),17.28  ( OK ),73.70  ( OK ),0.00  ( OK ),56.18  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12898.77  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 08:45:00  CST,0.00  ( OK ),1.54  ( OK ),1.50  ( OK ),54.28  ( OK ),15.05  ( OK ),73.75  ( OK ),0.00  ( OK ),55.89  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12649.32  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 09:00:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),54.58  ( OK ),15.30  ( OK ),73.38  ( OK ),0.00  ( OK ),56.34  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),11756.77  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 09:15:00  CST,0.00  ( OK ),1.55  ( OK ),1.50  ( OK ),53.84  ( OK ),9.55  ( OK ),73.49  ( OK ),0.00  ( OK ),56.15  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),10859.74  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 09:30:00  CST,0.00  ( OK ),1.44  ( OK ),1.50  ( OK ),53.35  ( OK ),2.90  ( OK ),72.68  ( OK ),0.00  ( OK ),55.92  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12437.01  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 09:45:00  CST,0.00  ( OK ),1.55  ( OK ),1.50  ( OK ),53.79  ( OK ),4.01  ( OK ),72.86  ( OK ),0.00  ( OK ),56.38  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),11133.67  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 10:00:00  CST,0.00  ( OK ),1.47  ( OK ),1.50  ( OK ),53.90  ( OK ),2.84  ( OK ),73.04  ( OK ),0.00  ( OK ),56.33  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12477.96  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 10:15:00  CST,0.00  ( OK ),1.45  ( OK ),1.50  ( OK ),53.80  ( OK ),3.16  ( OK ),73.39  ( OK ),0.00  ( OK ),56.44  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12341.72  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 10:30:00  CST,0.00  ( OK ),1.57  ( OK ),1.50  ( OK ),54.26  ( OK ),7.41  ( OK ),73.82  ( OK ),0.00  ( OK ),56.63  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),10822.07  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 10:45:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),54.10  ( OK ),9.65  ( OK ),73.88  ( OK ),0.00  ( OK ),56.73  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),11097.51  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 11:00:00  CST,0.00  ( OK ),1.44  ( OK ),1.50  ( OK ),54.28  ( OK ),18.90  ( OK ),73.24  ( OK ),0.00  ( OK ),56.89  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12815.53  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 11:15:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),54.91  ( OK ),26.61  ( OK ),73.34  ( OK ),0.00  ( OK ),56.88  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),11858.07  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 11:30:00  CST,0.00  ( OK ),1.46  ( OK ),1.50  ( OK ),52.28  ( OK ),14.15  ( OK ),74.08  ( OK ),0.00  ( OK ),55.90  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12698.71  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 11:45:00  CST,0.00  ( OK ),1.43  ( OK ),1.50  ( OK ),53.55  ( OK ),19.85  ( OK ),74.43  ( OK ),0.00  ( OK ),56.49  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),13599.45  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 12:00:00  CST,0.00  ( OK ),1.46  ( OK ),1.50  ( OK ),53.91  ( OK ),19.33  ( OK ),74.55  ( OK ),0.00  ( OK ),55.80  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),13184.67  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 12:15:00  CST,0.00  ( OK ),1.57  ( OK ),1.50  ( OK ),54.97  ( OK ),29.30  ( OK ),74.61  ( OK ),0.00  ( OK ),56.83  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),11840.69  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 12:30:00  CST,0.00  ( OK ),1.46  ( OK ),1.50  ( OK ),54.49  ( OK ),25.38  ( OK ),74.62  ( OK ),0.00  ( OK ),56.35  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),13276.38  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 12:45:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),54.41  ( OK ),28.44  ( OK ),74.64  ( OK ),0.00  ( OK ),56.41  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12816.21  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 13:00:00  CST,0.00  ( OK ),1.54  ( OK ),1.50  ( OK ),53.28  ( OK ),20.86  ( OK ),74.57  ( OK ),0.00  ( OK ),56.16  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12093.54  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 13:15:00  CST,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),55.23  ( OK ),28.44  ( OK ),74.58  ( OK ),0.00  ( OK ),56.52  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),13459.16  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 13:30:00  CST,0.00  ( OK ),1.46  ( OK ),1.50  ( OK ),54.90  ( OK ),28.60  ( OK ),74.60  ( OK ),0.00  ( OK ),56.34  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),13591.94  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 13:45:00  CST,0.00  ( OK ),1.55  ( OK ),1.50  ( OK ),54.21  ( OK ),26.42  ( OK ),74.55  ( OK ),0.00  ( OK ),56.52  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12456.32  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 14:00:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),53.53  ( OK ),18.48  ( OK ),74.54  ( OK ),0.00  ( OK ),56.08  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12533.42  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 14:15:00  CST,0.00  ( OK ),1.42  ( OK ),1.50  ( OK ),53.66  ( OK ),15.59  ( OK ),74.46  ( OK ),0.00  ( OK ),55.99  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),13872.71  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 14:30:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),53.01  ( OK ),13.61  ( OK ),74.38  ( OK ),0.00  ( OK ),56.13  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),14026.25  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 14:45:00  CST,0.00  ( OK ),1.54  ( OK ),1.50  ( OK ),54.59  ( OK ),20.25  ( OK ),74.28  ( OK ),0.00  ( OK ),56.44  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),13157.75  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 15:00:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),53.72  ( OK ),16.66  ( OK ),74.25  ( OK ),0.00  ( OK ),56.30  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),13173.87  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 15:15:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),54.10  ( OK ),17.01  ( OK ),74.26  ( OK ),0.00  ( OK ),56.22  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),13568.71  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 15:30:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),53.31  ( OK ),15.51  ( OK ),74.21  ( OK ),0.00  ( OK ),56.54  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12837.70  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 15:45:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),54.18  ( OK ),17.67  ( OK ),74.24  ( OK ),0.00  ( OK ),56.33  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12651.34  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 16:00:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),54.05  ( OK ),19.01  ( OK ),74.32  ( OK ),0.00  ( OK ),56.56  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12375.31  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 16:15:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),54.05  ( OK ),18.36  ( OK ),74.32  ( OK ),0.00  ( OK ),56.33  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),11782.90  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 16:30:00  CST,0.00  ( OK ),1.54  ( OK ),1.50  ( OK ),54.19  ( OK ),18.76  ( OK ),74.35  ( OK ),0.00  ( OK ),56.34  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),11383.97  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 16:45:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),54.59  ( OK ),21.15  ( OK ),74.38  ( OK ),0.00  ( OK ),56.52  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),11286.09  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 17:00:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),55.34  ( OK ),29.45  ( OK ),74.39  ( OK ),0.00  ( OK ),57.07  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),10804.31  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 17:15:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),53.44  ( OK ),25.08  ( OK ),74.45  ( OK ),0.00  ( OK ),56.72  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),10229.19  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 17:30:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),54.24  ( OK ),24.56  ( OK ),74.44  ( OK ),0.00  ( OK ),56.39  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9697.34  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 17:45:00  CST,0.00  ( OK ),1.54  ( OK ),1.50  ( OK ),53.70  ( OK ),23.84  ( OK ),74.42  ( OK ),0.00  ( OK ),56.51  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9474.55  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 18:00:00  CST,0.00  ( OK ),1.47  ( OK ),1.50  ( OK ),53.47  ( OK ),18.48  ( OK ),74.40  ( OK ),0.00  ( OK ),56.20  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),10325.13  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 18:15:00  CST,0.00  ( OK ),1.47  ( OK ),1.50  ( OK ),53.82  ( OK ),19.75  ( OK ),74.36  ( OK ),0.00  ( OK ),56.40  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),10172.08  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 18:30:00  CST,0.00  ( OK ),1.56  ( OK ),1.50  ( OK ),54.64  ( OK ),22.31  ( OK ),74.38  ( OK ),0.00  ( OK ),56.46  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9124.85  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 18:45:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),53.75  ( OK ),19.39  ( OK ),74.37  ( OK ),0.00  ( OK ),56.45  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9955.21  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 19:00:00  CST,0.00  ( OK ),1.57  ( OK ),1.50  ( OK ),53.73  ( OK ),19.22  ( OK ),74.32  ( OK ),0.00  ( OK ),56.59  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),8793.84  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 19:15:00  CST,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),53.84  ( OK ),17.85  ( OK ),74.39  ( OK ),0.00  ( OK ),56.36  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9919.40  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 19:30:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),54.58  ( OK ),19.66  ( OK ),74.37  ( OK ),0.00  ( OK ),56.45  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9981.43  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 19:45:00  CST,0.00  ( OK ),1.44  ( OK ),1.50  ( OK ),53.70  ( OK ),16.60  ( OK ),74.28  ( OK ),0.00  ( OK ),56.42  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),11354.74  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 20:00:00  CST,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),54.01  ( OK ),16.56  ( OK ),74.23  ( OK ),0.00  ( OK ),56.34  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),10833.46  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 20:15:00  CST,0.00  ( OK ),1.55  ( OK ),1.50  ( OK ),54.21  ( OK ),16.05  ( OK ),74.12  ( OK ),0.00  ( OK ),56.41  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),10172.32  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 20:30:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),54.19  ( OK ),18.64  ( OK ),74.02  ( OK ),0.00  ( OK ),56.77  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9524.16  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 20:45:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),53.76  ( OK ),17.61  ( OK ),74.02  ( OK ),0.00  ( OK ),56.61  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9186.77  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 21:00:00  CST,0.00  ( OK ),1.55  ( OK ),1.50  ( OK ),54.03  ( OK ),17.25  ( OK ),74.06  ( OK ),0.00  ( OK ),56.55  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),7882.13  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 21:15:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),53.51  ( OK ),15.12  ( OK ),74.16  ( OK ),0.00  ( OK ),56.54  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),8530.56  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 21:30:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),54.52  ( OK ),17.52  ( OK ),74.18  ( OK ),0.00  ( OK ),56.46  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),8381.40  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 21:45:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),53.63  ( OK ),15.10  ( OK ),74.26  ( OK ),0.00  ( OK ),56.66  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),7938.23  ( OK ),0.00  ( Interpolated ),
