TT,AHU1_CCV-AHU1-Percentage,AHU1_DSP-AHU1-inch,AHU1_DSPSP-AHU1-inch,AHU1_MAT-AHU1-degree Fahrenheit,AHU1_MaxDMP-AHU1-Percentage,AHU1_RAT-AHU1-degree Fahrenheit,AHU1_SAT-AHU1-degree Fahrenheit,AHU1_SATSP-AHU1-degree Fahrenheit,AHU1_SFC-AHU1-No Unit,AHU1_SFS-AHU1-No Unit,AHU1_SupCFM-AHU1-cubic foot per minute,AHU1_SupVFD-AHU1-Percentage,AHU1_RHV-AHU1-Percentage
Fri  Feb 21 00:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),59.47  ( OK ),0.00  ( OK ),60.11  ( OK ),63.89  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Fri  Feb 21 00:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),59.66  ( OK ),0.00  ( OK ),60.96  ( OK ),64.13  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Fri  Feb 21 00:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),59.69  ( OK ),0.00  ( OK ),60.83  ( OK ),64.39  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Fri  Feb 21 00:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),59.87  ( OK ),0.00  ( OK ),61.25  ( OK ),64.55  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Fri  Feb 21 01:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),60.11  ( OK ),0.00  ( OK ),62.35  ( OK ),64.78  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Fri  Feb 21 01:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),59.79  ( OK ),0.00  ( OK ),60.41  ( OK ),64.84  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Fri  Feb 21 01:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),60.08  ( OK ),0.00  ( OK ),61.88  ( OK ),65.06  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Fri  Feb 21 01:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),60.64  ( OK ),0.00  ( OK ),63.79  ( OK ),65.24  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Fri  Feb 21 02:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),60.71  ( OK ),0.00  ( OK ),63.37  ( OK ),65.33  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Fri  Feb 21 02:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),60.11  ( OK ),0.00  ( OK ),60.01  ( OK ),65.33  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Fri  Feb 21 02:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),59.80  ( OK ),0.00  ( OK ),60.82  ( OK ),65.41  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Fri  Feb 21 02:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),59.58  ( OK ),0.00  ( OK ),60.09  ( OK ),65.54  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Fri  Feb 21 03:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),59.77  ( OK ),0.00  ( OK ),60.84  ( OK ),65.61  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Fri  Feb 21 03:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),59.10  ( OK ),0.00  ( OK ),59.17  ( OK ),65.57  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Fri  Feb 21 03:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),59.17  ( OK ),0.00  ( OK ),59.95  ( OK ),65.66  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Fri  Feb 21 03:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),59.13  ( OK ),0.00  ( OK ),59.39  ( OK ),65.58  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Fri  Feb 21 04:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),58.60  ( OK ),0.00  ( OK ),58.15  ( OK ),65.54  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Fri  Feb 21 04:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),58.64  ( OK ),0.00  ( OK ),59.25  ( OK ),65.58  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Fri  Feb 21 04:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),58.56  ( OK ),0.00  ( OK ),58.73  ( OK ),65.55  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Fri  Feb 21 04:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),58.69  ( OK ),0.00  ( OK ),59.13  ( OK ),65.54  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Fri  Feb 21 05:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),58.09  ( OK ),0.00  ( OK ),57.72  ( OK ),65.42  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Fri  Feb 21 05:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),57.84  ( OK ),0.00  ( OK ),58.51  ( OK ),65.34  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Fri  Feb 21 05:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),57.88  ( OK ),0.00  ( OK ),57.91  ( OK ),65.28  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Fri  Feb 21 05:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),93.71  ( OK ),0.00  ( OK ),56.90  ( OK ),70.47  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,99.99  ( OK )
Fri  Feb 21 06:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),100.69  ( OK ),0.00  ( OK ),57.54  ( OK ),81.27  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,99.99  ( OK )
Fri  Feb 21 06:15:00  CST,0.00  ( OK ),0.95  ( OK ),1.50  ( OK ),51.32  ( OK ),41.13  ( OK ),74.08  ( OK ),64.94  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),28806.63  ( OK ),,0.00  ( OK )
Fri  Feb 21 06:30:00  CST,0.00  ( OK ),1.27  ( OK ),1.50  ( OK ),53.18  ( OK ),30.89  ( OK ),74.04  ( OK ),56.26  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),31743.87  ( OK ),,0.00  ( OK )
Fri  Feb 21 06:45:00  CST,0.00  ( OK ),1.42  ( OK ),1.50  ( OK ),53.29  ( OK ),21.85  ( OK ),73.20  ( OK ),56.60  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),31410.92  ( OK ),,0.00  ( OK )
Fri  Feb 21 07:00:00  CST,0.00  ( OK ),1.58  ( OK ),1.50  ( OK ),53.69  ( OK ),19.12  ( OK ),72.96  ( OK ),57.02  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),30018.05  ( OK ),,0.00  ( OK )
Fri  Feb 21 07:15:00  CST,0.00  ( OK ),1.57  ( OK ),1.50  ( OK ),53.62  ( OK ),15.68  ( OK ),72.29  ( OK ),56.82  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),28924.03  ( OK ),,0.00  ( OK )
Fri  Feb 21 07:30:00  CST,0.00  ( OK ),1.88  ( OK ),1.50  ( OK ),54.38  ( OK ),18.73  ( OK ),72.86  ( OK ),57.20  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),22591.92  ( OK ),,0.00  ( OK )
Fri  Feb 21 07:45:00  CST,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),54.37  ( OK ),23.51  ( OK ),73.32  ( OK ),57.19  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),23979.48  ( OK ),,0.00  ( OK )
Fri  Feb 21 08:00:00  CST,0.00  ( OK ),1.66  ( OK ),1.50  ( OK ),54.92  ( OK ),32.40  ( OK ),73.44  ( OK ),57.35  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),20820.80  ( OK ),,0.00  ( OK )
Fri  Feb 21 08:15:00  CST,0.00  ( OK ),1.63  ( OK ),1.50  ( OK ),54.63  ( OK ),32.59  ( OK ),73.50  ( OK ),56.75  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),19356.64  ( OK ),,0.00  ( OK )
Fri  Feb 21 08:30:00  CST,0.00  ( OK ),1.57  ( OK ),1.50  ( OK ),54.61  ( OK ),37.27  ( OK ),73.54  ( OK ),56.60  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),18500.62  ( OK ),,0.00  ( OK )
Fri  Feb 21 08:45:00  CST,0.00  ( OK ),1.54  ( OK ),1.50  ( OK ),54.42  ( OK ),32.59  ( OK ),73.51  ( OK ),55.99  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),18094.96  ( OK ),,0.00  ( OK )
Fri  Feb 21 09:00:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),54.81  ( OK ),32.08  ( OK ),73.44  ( OK ),56.34  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),18401.71  ( OK ),,0.00  ( OK )
Fri  Feb 21 09:15:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),53.96  ( OK ),25.50  ( OK ),73.46  ( OK ),56.06  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),18408.11  ( OK ),,0.00  ( OK )
Fri  Feb 21 09:30:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),54.36  ( OK ),29.71  ( OK ),73.38  ( OK ),56.93  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),18056.94  ( OK ),,0.00  ( OK )
Fri  Feb 21 09:45:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),53.18  ( OK ),30.07  ( OK ),73.35  ( OK ),56.40  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),17955.42  ( OK ),,0.00  ( OK )
Fri  Feb 21 10:00:00  CST,0.00  ( OK ),1.54  ( OK ),1.50  ( OK ),54.29  ( OK ),33.71  ( OK ),73.15  ( OK ),56.43  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),17744.39  ( OK ),,0.00  ( OK )
Fri  Feb 21 10:15:00  CST,0.00  ( OK ),1.37  ( OK ),1.50  ( OK ),53.20  ( OK ),28.43  ( OK ),73.23  ( OK ),55.95  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),19134.45  ( OK ),,0.00  ( OK )
Fri  Feb 21 10:30:00  CST,0.00  ( OK ),1.56  ( OK ),1.50  ( OK ),53.59  ( OK ),24.49  ( OK ),73.31  ( OK ),55.84  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),18271.87  ( OK ),,0.00  ( OK )
Fri  Feb 21 10:45:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),53.59  ( OK ),24.18  ( OK ),73.45  ( OK ),56.20  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),18983.08  ( OK ),,0.00  ( OK )
Fri  Feb 21 11:00:00  CST,0.00  ( OK ),1.39  ( OK ),1.50  ( OK ),54.81  ( OK ),32.78  ( OK ),73.43  ( OK ),56.98  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),20705.43  ( OK ),,0.00  ( OK )
Fri  Feb 21 11:15:00  CST,0.00  ( OK ),1.58  ( OK ),1.50  ( OK ),53.86  ( OK ),34.22  ( OK ),73.36  ( OK ),56.39  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),18497.24  ( OK ),,0.00  ( OK )
Fri  Feb 21 11:30:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),53.36  ( OK ),29.72  ( OK ),73.34  ( OK ),55.99  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),19784.82  ( OK ),,0.00  ( OK )
Fri  Feb 21 11:45:00  CST,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),54.04  ( OK ),32.89  ( OK ),73.48  ( OK ),56.65  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),19863.10  ( OK ),,0.00  ( OK )
Fri  Feb 21 12:00:00  CST,0.00  ( OK ),1.47  ( OK ),1.50  ( OK ),54.18  ( OK ),37.12  ( OK ),73.60  ( OK ),56.68  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),20109.33  ( OK ),,0.00  ( OK )
Fri  Feb 21 12:15:00  CST,0.00  ( OK ),1.43  ( OK ),1.50  ( OK ),54.46  ( OK ),39.56  ( OK ),73.57  ( OK ),56.57  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),21776.13  ( OK ),,0.00  ( OK )
Fri  Feb 21 12:30:00  CST,0.00  ( OK ),1.58  ( OK ),1.50  ( OK ),53.96  ( OK ),33.66  ( OK ),73.51  ( OK ),56.01  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),20779.81  ( OK ),,0.00  ( OK )
Fri  Feb 21 12:45:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),54.63  ( OK ),43.07  ( OK ),73.61  ( OK ),56.87  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),20686.44  ( OK ),,0.00  ( OK )
Fri  Feb 21 13:00:00  CST,0.00  ( OK ),1.35  ( OK ),1.50  ( OK ),53.09  ( OK ),33.49  ( OK ),73.74  ( OK ),55.95  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),22459.94  ( OK ),,0.00  ( OK )
Fri  Feb 21 13:15:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),54.76  ( OK ),38.00  ( OK ),73.65  ( OK ),56.56  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),21497.49  ( OK ),,0.00  ( OK )
Fri  Feb 21 13:30:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),54.26  ( OK ),40.81  ( OK ),73.66  ( OK ),56.45  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),21550.63  ( OK ),,0.00  ( OK )
Fri  Feb 21 13:45:00  CST,0.00  ( OK ),1.55  ( OK ),1.50  ( OK ),54.20  ( OK ),38.15  ( OK ),73.64  ( OK ),56.47  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),20638.28  ( OK ),,0.00  ( OK )
Fri  Feb 21 14:00:00  CST,0.00  ( OK ),1.54  ( OK ),1.50  ( OK ),54.28  ( OK ),39.90  ( OK ),73.75  ( OK ),56.87  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),20270.33  ( OK ),,0.00  ( OK )
Fri  Feb 21 14:15:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),53.74  ( OK ),36.94  ( OK ),73.73  ( OK ),56.01  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),20188.07  ( OK ),,0.00  ( OK )
Fri  Feb 21 14:30:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),53.26  ( OK ),42.47  ( OK ),73.67  ( OK ),56.16  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),20264.67  ( OK ),,0.00  ( OK )
Fri  Feb 21 14:45:00  CST,0.00  ( OK ),1.58  ( OK ),1.50  ( OK ),54.55  ( OK ),46.79  ( OK ),73.52  ( OK ),56.40  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),19095.97  ( OK ),,0.00  ( OK )
Fri  Feb 21 15:00:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),53.88  ( OK ),46.19  ( OK ),73.51  ( OK ),56.28  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),18468.85  ( OK ),,0.00  ( OK )
Fri  Feb 21 15:15:00  CST,0.00  ( OK ),1.61  ( OK ),1.50  ( OK ),53.51  ( OK ),40.61  ( OK ),73.54  ( OK ),55.46  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),17890.84  ( OK ),,0.00  ( OK )
Fri  Feb 21 15:30:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),53.55  ( OK ),38.77  ( OK ),73.50  ( OK ),56.28  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),18948.99  ( OK ),,0.00  ( OK )
Fri  Feb 21 15:45:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),54.03  ( OK ),37.78  ( OK ),73.52  ( OK ),55.89  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),18727.90  ( OK ),,0.00  ( OK )
Fri  Feb 21 16:00:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),54.93  ( OK ),46.27  ( OK ),73.46  ( OK ),56.90  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),18413.35  ( OK ),,0.00  ( OK )
Fri  Feb 21 16:15:00  CST,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),54.02  ( OK ),46.06  ( OK ),73.51  ( OK ),56.19  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),18697.91  ( OK ),,0.00  ( OK )
Fri  Feb 21 16:30:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),53.78  ( OK ),44.83  ( OK ),73.55  ( OK ),55.82  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),19010.18  ( OK ),,0.00  ( OK )
Fri  Feb 21 16:45:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),53.89  ( OK ),42.88  ( OK ),73.52  ( OK ),55.67  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),18792.13  ( OK ),,0.00  ( OK )
Fri  Feb 21 17:00:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),53.94  ( OK ),40.58  ( OK ),73.50  ( OK ),55.70  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),18450.07  ( OK ),,0.00  ( OK )
Fri  Feb 21 17:15:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),53.62  ( OK ),38.40  ( OK ),73.50  ( OK ),55.84  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),18498.04  ( OK ),,0.00  ( OK )
Fri  Feb 21 17:30:00  CST,0.00  ( OK ),1.38  ( OK ),1.50  ( OK ),53.80  ( OK ),35.01  ( OK ),73.49  ( OK ),55.64  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),19604.35  ( OK ),,0.00  ( OK )
Fri  Feb 21 17:45:00  CST,0.00  ( OK ),1.38  ( OK ),1.50  ( OK ),53.71  ( OK ),32.74  ( OK ),73.51  ( OK ),55.69  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),19684.84  ( OK ),,0.00  ( OK )
Fri  Feb 21 18:00:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),53.82  ( OK ),30.35  ( OK ),73.51  ( OK ),55.72  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),18816.73  ( OK ),,0.00  ( OK )
Fri  Feb 21 18:15:00  CST,0.00  ( OK ),1.42  ( OK ),1.50  ( OK ),53.85  ( OK ),29.14  ( OK ),73.48  ( OK ),55.96  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),19951.76  ( OK ),,0.00  ( OK )
Fri  Feb 21 18:30:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),54.17  ( OK ),29.93  ( OK ),73.50  ( OK ),56.08  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),19238.15  ( OK ),,0.00  ( OK )
Fri  Feb 21 18:45:00  CST,0.00  ( OK ),1.44  ( OK ),1.50  ( OK ),53.88  ( OK ),28.98  ( OK ),73.45  ( OK ),56.07  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),20307.25  ( OK ),,0.00  ( OK )
Fri  Feb 21 19:00:00  CST,0.00  ( OK ),1.58  ( OK ),1.50  ( OK ),53.93  ( OK ),29.60  ( OK ),73.45  ( OK ),56.07  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),18869.39  ( OK ),,0.00  ( OK )
Fri  Feb 21 19:15:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),54.05  ( OK ),30.31  ( OK ),73.49  ( OK ),56.06  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),19447.86  ( OK ),,0.00  ( OK )
Fri  Feb 21 19:30:00  CST,0.00  ( OK ),1.60  ( OK ),1.50  ( OK ),54.15  ( OK ),31.65  ( OK ),73.49  ( OK ),56.07  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),18289.14  ( OK ),,0.00  ( OK )
Fri  Feb 21 19:45:00  CST,0.00  ( OK ),1.44  ( OK ),1.50  ( OK ),53.85  ( OK ),29.72  ( OK ),73.44  ( OK ),55.90  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),19303.65  ( OK ),,0.00  ( OK )
Fri  Feb 21 20:00:00  CST,0.00  ( OK ),1.59  ( OK ),1.50  ( OK ),53.85  ( OK ),27.91  ( OK ),73.38  ( OK ),55.82  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),18329.93  ( OK ),,0.00  ( OK )
Fri  Feb 21 20:15:00  CST,0.00  ( OK ),1.41  ( OK ),1.50  ( OK ),54.00  ( OK ),27.28  ( OK ),73.26  ( OK ),56.04  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),19692.54  ( OK ),,0.00  ( OK )
Fri  Feb 21 20:30:00  CST,0.00  ( OK ),1.55  ( OK ),1.50  ( OK ),54.09  ( OK ),28.67  ( OK ),73.24  ( OK ),56.12  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),18954.77  ( OK ),,0.00  ( OK )
Fri  Feb 21 20:45:00  CST,0.00  ( OK ),1.40  ( OK ),1.50  ( OK ),53.85  ( OK ),27.08  ( OK ),73.20  ( OK ),55.97  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),20035.35  ( OK ),,0.00  ( OK )
Fri  Feb 21 21:00:00  CST,0.00  ( OK ),1.57  ( OK ),1.50  ( OK ),54.01  ( OK ),25.96  ( OK ),73.16  ( OK ),56.02  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),18992.99  ( OK ),,0.00  ( OK )
Fri  Feb 21 21:15:00  CST,0.00  ( OK ),1.56  ( OK ),1.50  ( OK ),54.32  ( OK ),30.56  ( OK ),73.08  ( OK ),56.49  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),18961.61  ( OK ),,0.00  ( OK )
Fri  Feb 21 21:30:00  CST,0.00  ( OK ),1.37  ( OK ),1.50  ( OK ),54.11  ( OK ),32.27  ( OK ),73.06  ( OK ),56.25  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),21146.87  ( OK ),,0.00  ( OK )
Fri  Feb 21 21:45:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),53.82  ( OK ),31.51  ( OK ),73.06  ( OK ),56.01  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),20132.19  ( OK ),,0.00  ( OK )
Fri  Feb 21 22:00:00  CST,0.00  ( OK ),1.44  ( OK ),1.50  ( OK ),53.62  ( OK ),26.03  ( OK ),73.07  ( OK ),55.79  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),21313.30  ( OK ),,0.00  ( OK )
Fri  Feb 21 22:15:00  CST,0.00  ( OK ),1.47  ( OK ),1.50  ( OK ),53.88  ( OK ),23.94  ( OK ),73.03  ( OK ),56.10  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),21453.82  ( OK ),,0.00  ( OK )
Fri  Feb 21 22:30:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),53.86  ( OK ),23.69  ( OK ),73.12  ( OK ),56.35  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),21133.95  ( OK ),,0.00  ( OK )
Fri  Feb 21 22:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),93.96  ( OK ),0.00  ( OK ),73.84  ( OK ),57.79  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,99.99  ( OK )
Fri  Feb 21 23:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),99.51  ( OK ),0.00  ( OK ),73.74  ( OK ),65.32  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,99.99  ( OK )
Fri  Feb 21 23:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),103.93  ( OK ),0.00  ( OK ),74.46  ( OK ),72.90  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,99.99  ( OK )
Fri  Feb 21 23:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),109.08  ( OK ),0.00  ( OK ),73.75  ( OK ),81.56  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,99.99  ( OK )
Fri  Feb 21 23:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),112.73  ( OK ),0.00  ( OK ),71.39  ( OK ),89.16  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,99.99  ( OK )
