TT,AHU1_CCV-AHU1-Percentage,AHU1_DSP-AHU1-inch,AHU1_DSPSP-AHU1-inch,AHU1_MAT-AHU1-degree Fahrenheit,AHU1_MaxDMP-AHU1-Percentage,AHU1_RAT-AHU1-degree Fahrenheit,AHU1_SAT-AHU1-degree Fahrenheit,AHU1_SATSP-AHU1-degree Fahrenheit,AHU1_SFC-AHU1-No Unit,AHU1_SFS-AHU1-No Unit,AHU1_SupCFM-AHU1-cubic foot per minute,AHU1_SupVFD-AHU1-Percentage,AHU1_RHV-AHU1-Percentage
Wed  Mar 19 09:15:00  CST,100.00  ( OK ),1.53  ( OK ),1.50  ( OK ),56.15  ( OK ),100.00  ( OK ),73.62  ( OK ),57.98  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),15247.15  ( OK ),,0.00  ( OK )
Wed  Mar 19 09:30:00  CST,100.00  ( OK ),1.51  ( OK ),1.50  ( OK ),55.88  ( OK ),100.00  ( OK ),73.63  ( OK ),57.67  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),15144.23  ( OK ),,0.00  ( OK )
Wed  Mar 19 09:45:00  CST,100.00  ( OK ),1.46  ( OK ),1.50  ( OK ),55.70  ( OK ),100.00  ( OK ),73.56  ( OK ),57.44  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),15794.25  ( OK ),,0.00  ( OK )
Wed  Mar 19 10:00:00  CST,100.00  ( OK ),1.47  ( OK ),1.50  ( OK ),55.50  ( OK ),100.00  ( OK ),73.49  ( OK ),57.31  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),16437.27  ( OK ),,0.00  ( OK )
Wed  Mar 19 10:15:00  CST,100.00  ( OK ),1.47  ( OK ),1.50  ( OK ),55.04  ( OK ),100.00  ( OK ),73.50  ( OK ),56.82  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),17062.76  ( OK ),,0.00  ( OK )
Wed  Mar 19 10:30:00  CST,100.00  ( OK ),1.48  ( OK ),1.50  ( OK ),54.84  ( OK ),100.00  ( OK ),73.42  ( OK ),56.63  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),17528.21  ( OK ),,0.00  ( OK )
Wed  Mar 19 10:45:00  CST,100.00  ( OK ),1.43  ( OK ),1.50  ( OK ),54.34  ( OK ),100.00  ( OK ),73.30  ( OK ),56.27  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),18659.57  ( OK ),,0.00  ( OK )
Wed  Mar 19 11:00:00  CST,99.99  ( OK ),1.51  ( OK ),1.50  ( OK ),54.13  ( OK ),100.00  ( OK ),73.27  ( OK ),56.03  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),18165.61  ( OK ),,0.00  ( OK )
Wed  Mar 19 11:15:00  CST,90.25  ( OK ),1.69  ( OK ),1.50  ( OK ),53.80  ( OK ),97.34  ( OK ),73.10  ( OK ),55.63  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),16758.26  ( OK ),,0.00  ( OK )
Wed  Mar 19 11:30:00  CST,0.00  ( OK ),1.46  ( OK ),1.50  ( OK ),53.12  ( OK ),87.46  ( OK ),73.02  ( OK ),54.58  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),18926.23  ( OK ),,0.00  ( OK )
Wed  Mar 19 11:45:00  CST,0.00  ( OK ),1.58  ( OK ),1.50  ( OK ),53.13  ( OK ),78.49  ( OK ),72.86  ( OK ),54.93  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),17774.56  ( OK ),,0.00  ( OK )
Wed  Mar 19 12:00:00  CST,0.00  ( OK ),1.44  ( OK ),1.50  ( OK ),52.89  ( OK ),68.26  ( OK ),72.91  ( OK ),54.95  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),19311.08  ( OK ),,0.00  ( OK )
Wed  Mar 19 12:15:00  CST,0.00  ( OK ),1.54  ( OK ),1.50  ( OK ),53.46  ( OK ),62.38  ( OK ),73.00  ( OK ),55.29  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),18817.20  ( OK ),,0.00  ( OK )
Wed  Mar 19 12:30:00  CST,0.00  ( OK ),1.62  ( OK ),1.50  ( OK ),54.05  ( OK ),60.60  ( OK ),73.04  ( OK ),55.72  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),16551.82  ( OK ),,0.00  ( OK )
Wed  Mar 19 12:45:00  CST,0.00  ( OK ),1.45  ( OK ),1.50  ( OK ),53.77  ( OK ),57.90  ( OK ),73.09  ( OK ),55.46  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),18351.96  ( OK ),,0.00  ( OK )
Wed  Mar 19 13:00:00  CST,0.00  ( OK ),1.46  ( OK ),1.50  ( OK ),53.88  ( OK ),57.22  ( OK ),73.04  ( OK ),55.73  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),19631.63  ( OK ),,0.00  ( OK )
Wed  Mar 19 13:15:00  CST,0.00  ( OK ),1.56  ( OK ),1.50  ( OK ),54.00  ( OK ),56.67  ( OK ),73.04  ( OK ),55.81  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),18986.40  ( OK ),,0.00  ( OK )
Wed  Mar 19 13:30:00  CST,0.00  ( OK ),1.47  ( OK ),1.50  ( OK ),53.56  ( OK ),52.31  ( OK ),72.96  ( OK ),55.56  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),19634.26  ( OK ),,0.00  ( OK )
Wed  Mar 19 13:45:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),54.00  ( OK ),52.24  ( OK ),72.94  ( OK ),55.90  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),19724.30  ( OK ),,0.00  ( OK )
Wed  Mar 19 14:00:00  CST,0.00  ( OK ),1.47  ( OK ),1.50  ( OK ),54.12  ( OK ),53.02  ( OK ),72.95  ( OK ),56.06  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),19704.59  ( OK ),,0.00  ( OK )
Wed  Mar 19 14:15:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),53.95  ( OK ),51.13  ( OK ),72.95  ( OK ),55.74  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),19645.48  ( OK ),,0.00  ( OK )
Wed  Mar 19 14:30:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),53.61  ( OK ),50.34  ( OK ),72.92  ( OK ),55.83  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),19653.29  ( OK ),,0.00  ( OK )
Wed  Mar 19 14:45:00  CST,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),54.03  ( OK ),50.78  ( OK ),72.91  ( OK ),55.96  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),19661.23  ( OK ),,0.00  ( OK )
Wed  Mar 19 15:00:00  CST,0.00  ( OK ),1.63  ( OK ),1.50  ( OK ),54.80  ( OK ),54.43  ( OK ),72.89  ( OK ),56.34  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),17869.96  ( OK ),,0.00  ( OK )
Wed  Mar 19 15:15:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),54.57  ( OK ),62.34  ( OK ),72.99  ( OK ),56.39  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),17583.79  ( OK ),,0.00  ( OK )
Wed  Mar 19 15:30:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),54.48  ( OK ),68.44  ( OK ),73.02  ( OK ),56.29  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),17247.85  ( OK ),,0.00  ( OK )
Wed  Mar 19 15:45:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),54.13  ( OK ),72.00  ( OK ),73.07  ( OK ),56.40  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),17277.88  ( OK ),,0.00  ( OK )
Wed  Mar 19 16:00:00  CST,0.00  ( OK ),1.55  ( OK ),1.50  ( OK ),53.82  ( OK ),70.14  ( OK ),73.03  ( OK ),55.81  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),16601.68  ( OK ),,0.00  ( OK )
Wed  Mar 19 16:15:00  CST,0.00  ( OK ),1.55  ( OK ),1.50  ( OK ),54.95  ( OK ),74.72  ( OK ),72.98  ( OK ),56.09  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),15718.91  ( OK ),,0.00  ( OK )
Wed  Mar 19 16:30:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),53.65  ( OK ),66.71  ( OK ),72.96  ( OK ),55.57  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),16520.45  ( OK ),,0.00  ( OK )
Wed  Mar 19 16:45:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),53.44  ( OK ),59.45  ( OK ),72.91  ( OK ),55.31  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),16513.13  ( OK ),,0.00  ( OK )
Wed  Mar 19 17:00:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),53.58  ( OK ),56.23  ( OK ),72.88  ( OK ),55.63  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),16416.49  ( OK ),,0.00  ( OK )
Wed  Mar 19 17:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),55.74  ( OK ),0.00  ( OK ),71.65  ( OK ),56.19  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Wed  Mar 19 17:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),55.98  ( OK ),0.00  ( OK ),67.54  ( OK ),56.73  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Wed  Mar 19 17:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),56.57  ( OK ),0.00  ( OK ),65.90  ( OK ),57.10  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Wed  Mar 19 18:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),56.84  ( OK ),0.00  ( OK ),64.85  ( OK ),57.38  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Wed  Mar 19 18:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),57.09  ( OK ),0.00  ( OK ),63.40  ( OK ),57.58  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Wed  Mar 19 18:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),57.30  ( OK ),0.00  ( OK ),62.71  ( OK ),57.93  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Wed  Mar 19 18:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),57.23  ( OK ),0.00  ( OK ),63.05  ( OK ),58.21  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Wed  Mar 19 19:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),57.21  ( OK ),0.00  ( OK ),62.28  ( OK ),58.39  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Wed  Mar 19 19:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),57.01  ( OK ),0.00  ( OK ),61.69  ( OK ),58.56  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Wed  Mar 19 19:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),57.04  ( OK ),0.00  ( OK ),61.63  ( OK ),58.81  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Wed  Mar 19 19:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),57.03  ( OK ),0.00  ( OK ),61.94  ( OK ),59.03  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Wed  Mar 19 20:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),57.08  ( OK ),0.00  ( OK ),62.75  ( OK ),59.18  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Wed  Mar 19 20:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),57.09  ( OK ),0.00  ( OK ),61.48  ( OK ),59.25  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Wed  Mar 19 20:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),57.87  ( OK ),0.00  ( OK ),61.80  ( OK ),59.50  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Wed  Mar 19 20:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),58.10  ( OK ),0.00  ( OK ),60.59  ( OK ),59.97  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Wed  Mar 19 21:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),58.01  ( OK ),0.00  ( OK ),60.45  ( OK ),60.53  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Wed  Mar 19 21:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),59.13  ( OK ),0.00  ( OK ),63.07  ( OK ),61.22  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Wed  Mar 19 21:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),59.69  ( OK ),0.00  ( OK ),62.31  ( OK ),61.72  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Wed  Mar 19 21:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),60.07  ( OK ),0.00  ( OK ),63.68  ( OK ),62.18  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Wed  Mar 19 22:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),60.45  ( OK ),0.00  ( OK ),64.35  ( OK ),62.63  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Wed  Mar 19 22:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),60.48  ( OK ),0.00  ( OK ),63.66  ( OK ),63.01  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Wed  Mar 19 22:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),60.67  ( OK ),0.00  ( OK ),63.76  ( OK ),63.41  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Wed  Mar 19 22:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),60.83  ( OK ),0.00  ( OK ),64.14  ( OK ),63.83  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Wed  Mar 19 23:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),61.07  ( OK ),0.00  ( OK ),64.42  ( OK ),64.19  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Wed  Mar 19 23:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),61.03  ( OK ),0.00  ( OK ),63.66  ( OK ),64.52  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Wed  Mar 19 23:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),60.95  ( OK ),0.00  ( OK ),63.21  ( OK ),64.78  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Wed  Mar 19 23:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),60.94  ( OK ),0.00  ( OK ),64.08  ( OK ),65.03  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Thu  Mar 20 00:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),61.01  ( OK ),0.00  ( OK ),65.16  ( OK ),65.26  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Thu  Mar 20 00:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),61.24  ( OK ),0.00  ( OK ),64.47  ( OK ),65.48  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Thu  Mar 20 00:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),61.21  ( OK ),0.00  ( OK ),64.69  ( OK ),65.64  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Thu  Mar 20 00:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),61.20  ( OK ),0.00  ( OK ),63.97  ( OK ),65.83  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Thu  Mar 20 01:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),61.21  ( OK ),0.00  ( OK ),64.85  ( OK ),66.01  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Thu  Mar 20 01:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),61.44  ( OK ),0.00  ( OK ),65.08  ( OK ),66.17  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Thu  Mar 20 01:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),61.63  ( OK ),0.00  ( OK ),65.58  ( OK ),66.32  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Thu  Mar 20 01:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),61.81  ( OK ),0.00  ( OK ),65.34  ( OK ),66.44  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Thu  Mar 20 02:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),61.91  ( OK ),0.00  ( OK ),65.58  ( OK ),66.58  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Thu  Mar 20 02:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),62.15  ( OK ),0.00  ( OK ),65.95  ( OK ),66.67  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Thu  Mar 20 02:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),62.21  ( OK ),0.00  ( OK ),65.70  ( OK ),66.81  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Thu  Mar 20 02:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),62.36  ( OK ),0.00  ( OK ),65.71  ( OK ),66.95  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Thu  Mar 20 03:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),62.46  ( OK ),0.00  ( OK ),65.59  ( OK ),67.06  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Thu  Mar 20 03:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),62.57  ( OK ),0.00  ( OK ),65.65  ( OK ),67.19  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Thu  Mar 20 03:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),62.51  ( OK ),0.00  ( OK ),65.31  ( OK ),67.26  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Thu  Mar 20 03:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),62.37  ( OK ),0.00  ( OK ),65.05  ( OK ),67.40  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Thu  Mar 20 04:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),62.25  ( OK ),0.00  ( OK ),64.81  ( OK ),67.49  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,0.00  ( OK )
Thu  Mar 20 04:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),70.11  ( OK ),0.00  ( OK ),64.41  ( OK ),67.59  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,99.99  ( OK )
Thu  Mar 20 04:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),103.16  ( OK ),0.00  ( OK ),65.80  ( OK ),72.35  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,99.99  ( OK )
Thu  Mar 20 04:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),109.35  ( OK ),0.00  ( OK ),65.24  ( OK ),81.66  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,99.99  ( OK )
Thu  Mar 20 05:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),111.32  ( OK ),0.00  ( OK ),64.36  ( OK ),90.06  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),,99.99  ( OK )
Thu  Mar 20 05:15:00  CST,0.00  ( OK ),1.06  ( OK ),1.50  ( OK ),52.34  ( OK ),35.37  ( OK ),73.17  ( OK ),56.28  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),25393.09  ( OK ),,0.00  ( OK )
Thu  Mar 20 05:30:00  CST,0.00  ( OK ),1.41  ( OK ),1.50  ( OK ),53.37  ( OK ),27.21  ( OK ),72.66  ( OK ),55.65  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),26408.08  ( OK ),,0.00  ( OK )
Thu  Mar 20 05:45:00  CST,0.00  ( OK ),1.54  ( OK ),1.50  ( OK ),53.79  ( OK ),24.11  ( OK ),72.34  ( OK ),56.22  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),24935.83  ( OK ),,0.00  ( OK )
Thu  Mar 20 06:00:00  CST,0.00  ( OK ),1.57  ( OK ),1.50  ( OK ),53.84  ( OK ),22.67  ( OK ),72.38  ( OK ),56.27  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),23600.46  ( OK ),,0.00  ( OK )
Thu  Mar 20 06:15:00  CST,0.00  ( OK ),1.62  ( OK ),1.50  ( OK ),54.06  ( OK ),24.44  ( OK ),72.42  ( OK ),56.37  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),21285.13  ( OK ),,0.00  ( OK )
Thu  Mar 20 06:30:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),53.99  ( OK ),24.82  ( OK ),72.50  ( OK ),56.20  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),20866.91  ( OK ),,0.00  ( OK )
Thu  Mar 20 06:45:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),54.16  ( OK ),26.51  ( OK ),72.55  ( OK ),56.25  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),20144.76  ( OK ),,0.00  ( OK )
Thu  Mar 20 07:00:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),54.08  ( OK ),26.31  ( OK ),72.61  ( OK ),56.12  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),20613.01  ( OK ),,0.00  ( OK )
Thu  Mar 20 07:15:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),54.11  ( OK ),28.03  ( OK ),72.61  ( OK ),56.25  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),20202.92  ( OK ),,0.00  ( OK )
Thu  Mar 20 07:30:00  CST,0.00  ( OK ),1.56  ( OK ),1.50  ( OK ),54.27  ( OK ),31.08  ( OK ),72.60  ( OK ),56.32  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),18691.81  ( OK ),,0.00  ( OK )
Thu  Mar 20 07:45:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),54.32  ( OK ),34.72  ( OK ),72.64  ( OK ),56.38  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),18632.34  ( OK ),,0.00  ( OK )
Thu  Mar 20 08:00:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),53.93  ( OK ),35.08  ( OK ),72.59  ( OK ),56.05  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),20485.11  ( OK ),,0.00  ( OK )
Thu  Mar 20 08:15:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),54.14  ( OK ),37.12  ( OK ),72.58  ( OK ),56.13  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),20132.65  ( OK ),,0.00  ( OK )
Thu  Mar 20 08:30:00  CST,0.00  ( OK ),1.46  ( OK ),1.50  ( OK ),54.22  ( OK ),40.03  ( OK ),72.60  ( OK ),56.26  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),20681.08  ( OK ),,0.00  ( OK )
Thu  Mar 20 08:45:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),54.21  ( OK ),44.50  ( OK ),72.75  ( OK ),56.18  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),19564.57  ( OK ),,0.00  ( OK )
Thu  Mar 20 09:00:00  CST,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),54.28  ( OK ),48.62  ( OK ),72.77  ( OK ),56.07  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),18936.62  ( OK ),,0.00  ( OK )
