TT,AHU5_CCV-AHU5-Percentage,AHU5_DSP-AHU5-inch,AHU5_DSPSP-AHU5-inch,AHU5_MAT-AHU5-degree Fahrenheit,AHU5_PHT-AHU5-degree Fahrenheit,AHU5_MaxDMP-AHU5-Percentage,AHU5_RAT-AHU5-degree Fahrenheit,AHU5_RHV-AHU5-Percentage,AHU5_SAT-AHU5-degree Fahrenheit,AHU5_SFC-AHU5-No Unit,AHU5_SFS-AHU5-No Unit,AHU5_SupCFM-AHU5-cubic foot per minute,AHU5_SupVFD-AHU5-Percentage,AHU5_SATSP-AHU5-degree Fahrenheit
Fri  Mar 21 09:00:00  CST,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),54.91  ( OK ),75.67  ( OK ),51.82  ( OK ),76.30  ( OK ),0.00  ( OK ),56.53  ( OK ),1.00  ( OK ),1.00  ( OK ),10965.76  ( OK ),51.77  ( OK ),57.00  ( OK )
Fri  Mar 21 09:15:00  CST,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),54.91  ( OK ),75.67  ( OK ),51.82  ( OK ),76.30  ( OK ),0.00  ( OK ),56.53  ( OK ),1.00  ( OK ),1.00  ( OK ),10965.76  ( OK ),51.77  ( OK ),57.00  ( OK )
Fri  Mar 21 09:30:00  CST,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),54.91  ( OK ),75.67  ( OK ),51.82  ( OK ),76.30  ( OK ),0.00  ( OK ),56.53  ( OK ),1.00  ( OK ),1.00  ( OK ),10965.76  ( OK ),51.77  ( OK ),57.00  ( OK )
Fri  Mar 21 09:45:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),55.11  ( OK ),75.67  ( OK ),56.72  ( OK ),76.14  ( OK ),100.00  ( OK ),56.97  ( OK ),1.00  ( OK ),1.00  ( OK ),10357.57  ( OK ),51.16  ( OK ),57.00  ( OK )
Fri  Mar 21 10:00:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),55.11  ( OK ),75.67  ( OK ),56.72  ( OK ),76.14  ( OK ),100.00  ( OK ),56.97  ( OK ),1.00  ( OK ),1.00  ( OK ),10357.57  ( OK ),51.16  ( OK ),57.00  ( OK )
Fri  Mar 21 10:15:00  CST,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),55.10  ( OK ),75.67  ( Fault ),58.19  ( OK ),76.60  ( OK ),0.00  ( OK ),57.80  ( OK ),1.00  ( OK ),1.00  ( OK ),10586.69  ( OK ),52.17  ( OK ),57.00  ( OK )
Fri  Mar 21 10:30:00  CST,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),55.10  ( OK ),75.67  ( OK ),58.19  ( OK ),76.60  ( OK ),0.00  ( OK ),57.80  ( OK ),1.00  ( OK ),1.00  ( OK ),10586.69  ( OK ),52.17  ( OK ),57.00  ( OK )
Fri  Mar 21 10:45:00  CST,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),55.10  ( OK ),75.67  ( OK ),58.19  ( OK ),76.60  ( OK ),0.00  ( OK ),57.80  ( OK ),1.00  ( OK ),1.00  ( OK ),10586.69  ( OK ),52.17  ( OK ),57.00  ( OK )
Fri  Mar 21 11:00:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),55.30  ( OK ),75.67  ( OK ),60.73  ( OK ),76.60  ( OK ),0.00  ( OK ),57.10  ( OK ),1.00  ( OK ),1.00  ( OK ),10270.45  ( OK ),51.31  ( OK ),57.00  ( OK )
Fri  Mar 21 11:15:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),55.30  ( OK ),75.67  ( OK ),60.73  ( OK ),76.60  ( OK ),0.00  ( Fault ),57.10  ( OK ),1.00  ( OK ),1.00  ( OK ),10270.45  ( OK ),51.31  ( OK ),57.00  ( OK )
Fri  Mar 21 11:30:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),55.30  ( OK ),75.67  ( OK ),60.73  ( OK ),76.60  ( OK ),0.00  ( OK ),57.10  ( OK ),1.00  ( OK ),1.00  ( OK ),10270.45  ( OK ),51.31  ( OK ),57.00  ( OK )
Fri  Mar 21 11:45:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),55.90  ( OK ),75.67  ( OK ),67.36  ( OK ),76.70  ( OK ),0.00  ( Fault ),56.99  ( OK ),1.00  ( OK ),1.00  ( OK ),10064.11  ( OK ),51.24  ( OK ),57.00  ( OK )
Fri  Mar 21 12:00:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),55.90  ( OK ),75.67  ( OK ),67.36  ( OK ),76.70  ( OK ),0.00  ( OK ),56.99  ( OK ),1.00  ( OK ),1.00  ( OK ),10064.11  ( OK ),51.24  ( OK ),57.00  ( OK )
Fri  Mar 21 12:15:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),55.20  ( OK ),75.67  ( OK ),68.60  ( OK ),76.30  ( OK ),0.00  ( OK ),56.86  ( OK ),1.00  ( OK ),1.00  ( OK ),9559.50  ( OK ),51.40  ( OK ),57.00  ( OK )
Fri  Mar 21 12:30:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),55.20  ( OK ),75.67  ( OK ),68.60  ( OK ),76.30  ( OK ),0.00  ( OK ),56.86  ( OK ),1.00  ( OK ),1.00  ( OK ),9559.50  ( OK ),51.40  ( OK ),57.00  ( OK )
Fri  Mar 21 12:45:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),55.20  ( OK ),75.67  ( OK ),68.60  ( OK ),76.30  ( OK ),0.00  ( OK ),56.86  ( OK ),1.00  ( OK ),1.00  ( OK ),9559.50  ( OK ),51.40  ( OK ),57.00  ( OK )
Fri  Mar 21 13:00:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),55.29  ( OK ),75.67  ( OK ),71.49  ( OK ),76.11  ( OK ),100.00  ( OK ),57.27  ( OK ),1.00  ( OK ),1.00  ( OK ),8907.82  ( OK ),50.40  ( OK ),57.00  ( OK )
Fri  Mar 21 13:15:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),55.29  ( OK ),75.67  ( OK ),71.49  ( OK ),76.11  ( OK ),100.00  ( OK ),57.27  ( OK ),1.00  ( OK ),1.00  ( OK ),8907.82  ( OK ),50.40  ( OK ),57.00  ( OK )
Fri  Mar 21 13:30:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),55.29  ( OK ),75.67  ( OK ),71.49  ( OK ),76.11  ( OK ),0.00  ( OK ),57.27  ( OK ),1.00  ( OK ),1.00  ( OK ),8907.82  ( OK ),50.40  ( OK ),57.00  ( OK )
Fri  Mar 21 13:45:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),55.29  ( OK ),75.67  ( OK ),71.49  ( OK ),76.11  ( OK ),0.00  ( OK ),57.27  ( OK ),1.00  ( OK ),1.00  ( OK ),8907.82  ( OK ),50.40  ( OK ),57.00  ( OK )
Fri  Mar 21 14:00:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),55.29  ( OK ),75.67  ( OK ),71.49  ( OK ),76.11  ( OK ),0.00  ( OK ),57.27  ( OK ),1.00  ( OK ),1.00  ( OK ),8907.82  ( OK ),50.40  ( OK ),57.00  ( OK )
Fri  Mar 21 14:15:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),54.94  ( OK ),75.67  ( OK ),81.82  ( OK ),76.40  ( OK ),0.00  ( OK ),57.21  ( OK ),1.00  ( OK ),1.00  ( OK ),7456.69  ( OK ),49.37  ( OK ),57.00  ( OK )
Fri  Mar 21 14:30:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),54.94  ( OK ),75.67  ( OK ),81.82  ( OK ),76.40  ( OK ),0.00  ( Fault ),57.21  ( OK ),1.00  ( OK ),1.00  ( OK ),7456.69  ( OK ),49.37  ( OK ),57.00  ( OK )
Fri  Mar 21 14:45:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),54.78  ( OK ),75.67  ( Fault ),84.33  ( OK ),76.39  ( OK ),0.00  ( OK ),57.15  ( OK ),1.00  ( OK ),1.00  ( OK ),7337.63  ( OK ),48.70  ( OK ),57.00  ( OK )
Fri  Mar 21 15:00:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),54.78  ( OK ),75.67  ( OK ),84.33  ( OK ),76.39  ( OK ),0.00  ( Fault ),57.15  ( OK ),1.00  ( OK ),1.00  ( OK ),7337.63  ( OK ),48.70  ( OK ),57.00  ( OK )
Fri  Mar 21 15:15:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),54.78  ( OK ),75.67  ( OK ),84.33  ( OK ),76.39  ( OK ),0.00  ( OK ),57.15  ( OK ),1.00  ( OK ),1.00  ( OK ),7337.63  ( OK ),48.70  ( OK ),57.00  ( OK )
Fri  Mar 21 15:30:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),54.78  ( OK ),75.67  ( OK ),84.33  ( OK ),76.39  ( OK ),0.00  ( OK ),57.15  ( OK ),1.00  ( OK ),1.00  ( OK ),7337.63  ( OK ),48.70  ( OK ),57.00  ( OK )
Fri  Mar 21 15:45:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),54.78  ( OK ),75.67  ( OK ),84.33  ( OK ),76.39  ( OK ),0.00  ( OK ),57.15  ( OK ),1.00  ( OK ),1.00  ( OK ),7337.63  ( OK ),48.70  ( OK ),57.00  ( OK )
Fri  Mar 21 16:00:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),55.56  ( OK ),75.67  ( OK ),86.56  ( OK ),76.40  ( OK ),0.00  ( OK ),57.57  ( OK ),1.00  ( OK ),1.00  ( OK ),4093.55  ( OK ),46.52  ( OK ),57.00  ( OK )
Fri  Mar 21 16:15:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),55.56  ( OK ),75.67  ( OK ),86.56  ( OK ),76.40  ( OK ),100.00  ( OK ),57.57  ( OK ),1.00  ( OK ),1.00  ( OK ),4093.55  ( OK ),46.52  ( OK ),57.00  ( OK )
Fri  Mar 21 16:30:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),55.64  ( OK ),75.67  ( OK ),93.63  ( OK ),75.88  ( OK ),100.00  ( OK ),57.78  ( OK ),1.00  ( OK ),1.00  ( OK ),4475.40  ( OK ),46.71  ( OK ),57.00  ( OK )
Fri  Mar 21 16:45:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),55.64  ( OK ),75.67  ( OK ),93.63  ( OK ),75.88  ( OK ),0.00  ( OK ),57.78  ( OK ),1.00  ( OK ),1.00  ( OK ),4475.40  ( OK ),46.71  ( OK ),57.00  ( OK )
Fri  Mar 21 17:00:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),55.64  ( OK ),75.67  ( OK ),93.63  ( OK ),75.88  ( OK ),0.00  ( OK ),57.78  ( OK ),1.00  ( OK ),1.00  ( OK ),4475.40  ( OK ),46.71  ( OK ),57.00  ( OK )
Fri  Mar 21 17:15:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),55.64  ( OK ),75.67  ( OK ),93.63  ( OK ),75.88  ( OK ),0.00  ( OK ),57.78  ( OK ),1.00  ( OK ),1.00  ( OK ),4475.40  ( OK ),46.71  ( OK ),57.00  ( OK )
Fri  Mar 21 17:30:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),55.64  ( OK ),75.67  ( OK ),93.63  ( OK ),75.88  ( OK ),0.00  ( OK ),57.78  ( OK ),1.00  ( OK ),1.00  ( OK ),4475.40  ( OK ),46.71  ( OK ),57.00  ( OK )
Fri  Mar 21 17:45:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),55.64  ( OK ),75.67  ( OK ),93.63  ( OK ),75.88  ( OK ),0.00  ( Fault ),57.78  ( OK ),1.00  ( OK ),1.00  ( OK ),4475.40  ( OK ),46.71  ( OK ),57.00  ( OK )
Fri  Mar 21 18:00:00  CST,0.00  ( OK ),0.50  ( OK ),1.50  ( OK ),56.94  ( OK ),75.67  ( OK ),0.00  ( OK ),71.30  ( OK ),0.00  ( OK ),60.43  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Fri  Mar 21 18:15:00  CST,0.00  ( OK ),0.50  ( OK ),1.50  ( OK ),56.94  ( OK ),75.67  ( OK ),0.00  ( OK ),71.30  ( OK ),0.00  ( Fault ),60.43  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Fri  Mar 21 18:30:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),56.50  ( OK ),75.67  ( OK ),0.00  ( OK ),71.56  ( OK ),0.00  ( OK ),60.26  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Fri  Mar 21 18:45:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),56.50  ( OK ),75.67  ( OK ),0.00  ( OK ),71.56  ( OK ),0.00  ( OK ),60.26  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Fri  Mar 21 19:00:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),55.64  ( OK ),75.67  ( OK ),0.00  ( OK ),71.43  ( OK ),0.00  ( OK ),60.23  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Fri  Mar 21 19:15:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),55.64  ( OK ),75.67  ( Fault ),0.00  ( OK ),71.43  ( OK ),0.00  ( OK ),60.23  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Fri  Mar 21 19:30:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),55.64  ( OK ),75.67  ( OK ),0.00  ( OK ),71.43  ( OK ),100.00  ( OK ),60.23  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Fri  Mar 21 19:45:00  CST,0.00  ( OK ),0.50  ( OK ),1.50  ( OK ),55.00  ( OK ),75.67  ( OK ),0.00  ( OK ),70.91  ( OK ),100.00  ( OK ),59.96  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Fri  Mar 21 20:00:00  CST,0.00  ( OK ),0.50  ( OK ),1.50  ( OK ),55.00  ( OK ),75.67  ( OK ),0.00  ( OK ),70.91  ( OK ),0.00  ( OK ),59.96  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Fri  Mar 21 20:15:00  CST,0.00  ( OK ),0.50  ( OK ),1.50  ( OK ),55.00  ( OK ),75.67  ( OK ),0.00  ( OK ),70.91  ( OK ),0.00  ( OK ),59.96  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Fri  Mar 21 20:30:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),53.95  ( OK ),75.67  ( OK ),0.00  ( OK ),70.54  ( OK ),0.00  ( OK ),59.59  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Fri  Mar 21 20:45:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),53.95  ( OK ),75.67  ( OK ),0.00  ( OK ),70.54  ( OK ),0.00  ( OK ),59.59  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Fri  Mar 21 21:00:00  CST,0.00  ( OK ),0.50  ( OK ),1.50  ( OK ),52.96  ( OK ),75.67  ( OK ),0.00  ( OK ),70.50  ( OK ),0.00  ( Fault ),59.11  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Fri  Mar 21 21:15:00  CST,0.00  ( OK ),0.50  ( OK ),1.50  ( OK ),52.96  ( OK ),75.67  ( OK ),0.00  ( OK ),70.50  ( OK ),0.00  ( OK ),59.11  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Fri  Mar 21 21:30:00  CST,0.00  ( OK ),0.50  ( OK ),1.50  ( OK ),52.96  ( OK ),75.67  ( OK ),0.00  ( OK ),70.50  ( OK ),0.00  ( Fault ),59.11  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Fri  Mar 21 21:45:00  CST,0.00  ( OK ),0.50  ( OK ),1.50  ( OK ),52.96  ( OK ),75.67  ( OK ),0.00  ( OK ),70.50  ( OK ),0.00  ( OK ),59.11  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Fri  Mar 21 22:00:00  CST,0.00  ( OK ),0.50  ( OK ),1.50  ( OK ),52.96  ( OK ),75.67  ( OK ),0.00  ( OK ),70.50  ( OK ),0.00  ( OK ),59.11  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Fri  Mar 21 22:15:00  CST,0.00  ( OK ),0.50  ( OK ),1.50  ( OK ),52.96  ( OK ),75.67  ( OK ),0.00  ( OK ),70.50  ( OK ),0.00  ( OK ),59.11  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Fri  Mar 21 22:30:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),53.91  ( OK ),75.67  ( OK ),0.00  ( OK ),70.43  ( OK ),0.00  ( OK ),59.10  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Fri  Mar 21 22:45:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),53.91  ( OK ),75.67  ( OK ),0.00  ( OK ),70.43  ( OK ),100.00  ( OK ),59.10  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Fri  Mar 21 23:00:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),53.91  ( OK ),75.67  ( OK ),0.00  ( OK ),70.43  ( OK ),100.00  ( OK ),59.10  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Fri  Mar 21 23:15:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),53.91  ( OK ),75.67  ( OK ),0.00  ( OK ),70.43  ( OK ),0.00  ( OK ),59.10  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Fri  Mar 21 23:30:00  CST,0.00  ( Interpolated ),0.40  ( OK ),1.50  ( OK ),0.00  ( Interpolated ),75.67  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( OK ),59.10  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Fri  Mar 21 23:45:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),52.24  ( OK ),75.67  ( Fault ),0.00  ( OK ),69.45  ( OK ),0.00  ( OK ),58.31  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Sat  Mar 22 00:00:00  CST,0.00  ( Interpolated ),0.40  ( OK ),1.50  ( OK ),0.00  ( Interpolated ),75.67  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( OK ),58.31  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Sat  Mar 22 00:15:00  CST,0.00  ( Interpolated ),0.40  ( OK ),1.50  ( OK ),0.00  ( Interpolated ),75.67  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Fault ),58.31  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Sat  Mar 22 00:30:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),51.19  ( OK ),75.67  ( OK ),0.00  ( OK ),69.75  ( OK ),0.00  ( OK ),57.87  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Sat  Mar 22 00:45:00  CST,0.00  ( Interpolated ),0.40  ( OK ),1.50  ( OK ),0.00  ( Interpolated ),75.67  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Fault ),57.87  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Sat  Mar 22 01:00:00  CST,0.00  ( OK ),0.50  ( OK ),1.50  ( OK ),50.17  ( OK ),75.67  ( OK ),0.00  ( OK ),69.53  ( OK ),0.00  ( OK ),57.39  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Sat  Mar 22 01:15:00  CST,0.00  ( Interpolated ),0.50  ( OK ),1.50  ( OK ),0.00  ( Interpolated ),75.67  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( OK ),57.39  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Sat  Mar 22 01:30:00  CST,0.00  ( OK ),0.50  ( OK ),1.50  ( OK ),49.44  ( OK ),75.67  ( OK ),0.00  ( OK ),69.33  ( OK ),0.00  ( OK ),56.97  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Sat  Mar 22 01:45:00  CST,0.00  ( Interpolated ),0.50  ( OK ),1.50  ( OK ),0.00  ( Interpolated ),75.67  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( OK ),56.97  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Sat  Mar 22 02:00:00  CST,0.00  ( Interpolated ),0.50  ( OK ),1.50  ( OK ),0.00  ( Interpolated ),75.67  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),100.00  ( OK ),56.97  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Sat  Mar 22 02:15:00  CST,0.00  ( Interpolated ),0.50  ( OK ),1.50  ( OK ),0.00  ( Interpolated ),75.67  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),100.00  ( OK ),56.97  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Sat  Mar 22 02:30:00  CST,0.00  ( Interpolated ),0.50  ( OK ),1.50  ( OK ),0.00  ( Interpolated ),75.67  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( OK ),56.97  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Sat  Mar 22 02:45:00  CST,0.00  ( Interpolated ),0.50  ( OK ),1.50  ( OK ),0.00  ( Interpolated ),75.67  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( OK ),56.97  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Sat  Mar 22 03:00:00  CST,0.00  ( OK ),0.50  ( OK ),1.50  ( OK ),48.25  ( OK ),75.67  ( OK ),0.00  ( OK ),67.14  ( OK ),0.00  ( OK ),55.84  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Sat  Mar 22 03:15:00  CST,0.00  ( OK ),0.50  ( OK ),1.50  ( OK ),48.25  ( OK ),75.67  ( OK ),0.00  ( OK ),67.14  ( OK ),0.00  ( OK ),55.84  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Sat  Mar 22 03:30:00  CST,0.00  ( OK ),0.50  ( OK ),1.50  ( OK ),48.25  ( OK ),75.67  ( OK ),0.00  ( OK ),67.14  ( OK ),0.00  ( Fault ),55.84  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Sat  Mar 22 03:45:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),48.28  ( OK ),75.67  ( OK ),0.00  ( OK ),68.49  ( OK ),0.00  ( OK ),55.57  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Sat  Mar 22 04:00:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),48.28  ( OK ),75.67  ( OK ),0.00  ( OK ),68.49  ( OK ),0.00  ( Fault ),55.57  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Sat  Mar 22 04:15:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),48.28  ( OK ),75.67  ( Fault ),0.00  ( OK ),68.49  ( OK ),0.00  ( OK ),55.57  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Sat  Mar 22 04:30:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),48.28  ( OK ),75.67  ( OK ),0.00  ( OK ),68.49  ( OK ),0.00  ( OK ),55.57  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Sat  Mar 22 04:45:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),48.28  ( OK ),75.67  ( OK ),0.00  ( OK ),68.49  ( OK ),0.00  ( OK ),55.57  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Sat  Mar 22 05:00:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),48.28  ( OK ),75.67  ( OK ),0.00  ( OK ),68.49  ( OK ),0.00  ( OK ),55.57  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Sat  Mar 22 05:15:00  CST,0.00  ( Interpolated ),0.40  ( OK ),1.50  ( OK ),0.00  ( Interpolated ),75.67  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),100.00  ( OK ),55.57  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Sat  Mar 22 05:30:00  CST,0.00  ( Interpolated ),0.40  ( OK ),1.50  ( OK ),0.00  ( Interpolated ),75.67  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),100.00  ( OK ),55.57  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Sat  Mar 22 05:45:00  CST,0.00  ( Interpolated ),0.40  ( OK ),1.50  ( OK ),0.00  ( Interpolated ),75.67  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( OK ),55.57  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
Sat  Mar 22 06:00:00  CST,0.00  ( Interpolated ),0.40  ( OK ),1.50  ( OK ),0.00  ( Interpolated ),75.67  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( OK ),55.57  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( OK )
