TT,AHU5_CCV-AHU5-Percentage,AHU5_DSP-AHU5-inch,AHU5_DSPSP-AHU5-inch,AHU5_MAT-AHU5-degree Fahrenheit,AHU5_PHT-AHU5-degree Fahrenheit,AHU5_MaxDMP-AHU5-Percentage,AHU5_RAT-AHU5-degree Fahrenheit,AHU5_RHV-AHU5-Percentage,AHU5_SAT-AHU5-degree Fahrenheit,AHU5_SFC-AHU5-No Unit,AHU5_SFS-AHU5-No Unit,AHU5_SupCFM-AHU5-cubic foot per minute,AHU5_SupVFD-AHU5-Percentage,AHU5_SATSP-AHU5-degree Fahrenheit
Fri  Feb 21 00:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),56.41  ( OK ),75.67  ( OK ),0.00  ( OK ),64.73  ( OK ),0.00  ( OK ),61.19  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Fri  Feb 21 00:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),56.08  ( OK ),75.67  ( OK ),0.00  ( OK ),65.29  ( OK ),0.00  ( OK ),61.39  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Fri  Feb 21 00:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),56.35  ( OK ),75.67  ( OK ),0.00  ( OK ),65.12  ( OK ),0.00  ( OK ),61.64  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Fri  Feb 21 00:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),56.12  ( OK ),75.67  ( OK ),0.00  ( OK ),65.32  ( OK ),0.00  ( OK ),61.77  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Fri  Feb 21 01:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),56.33  ( OK ),75.67  ( OK ),0.00  ( OK ),65.69  ( OK ),0.00  ( Fault ),62.03  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Fri  Feb 21 01:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),55.97  ( OK ),75.67  ( OK ),0.00  ( OK ),65.16  ( OK ),0.00  ( OK ),62.10  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Fri  Feb 21 01:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),56.30  ( OK ),75.67  ( OK ),0.00  ( OK ),65.47  ( OK ),0.00  ( Fault ),62.31  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Fri  Feb 21 01:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),55.93  ( OK ),75.67  ( OK ),0.00  ( OK ),66.37  ( OK ),0.00  ( OK ),62.45  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Fri  Feb 21 02:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),55.68  ( OK ),75.67  ( OK ),0.00  ( OK ),66.42  ( OK ),0.00  ( OK ),62.51  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Fri  Feb 21 02:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),55.97  ( OK ),75.67  ( OK ),0.00  ( OK ),65.04  ( OK ),0.00  ( OK ),62.51  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Fri  Feb 21 02:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),55.28  ( OK ),75.67  ( OK ),0.00  ( OK ),65.34  ( OK ),0.00  ( OK ),62.51  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Fri  Feb 21 02:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),55.87  ( OK ),75.67  ( OK ),0.00  ( OK ),64.66  ( OK ),100.00  ( OK ),62.58  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Fri  Feb 21 03:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),55.86  ( OK ),75.67  ( OK ),0.00  ( OK ),65.11  ( OK ),100.00  ( OK ),62.70  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Fri  Feb 21 03:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),55.70  ( OK ),75.67  ( OK ),0.00  ( OK ),64.16  ( OK ),0.00  ( OK ),62.64  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Fri  Feb 21 03:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),55.90  ( OK ),75.67  ( OK ),0.00  ( OK ),64.41  ( OK ),0.00  ( OK ),62.71  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Fri  Feb 21 03:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),55.76  ( OK ),75.67  ( OK ),0.00  ( OK ),64.22  ( OK ),0.00  ( OK ),62.68  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Fri  Feb 21 04:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),55.85  ( OK ),75.67  ( OK ),0.00  ( OK ),63.32  ( OK ),0.00  ( OK ),62.66  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Fri  Feb 21 04:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),55.54  ( OK ),75.67  ( Fault ),0.00  ( OK ),63.77  ( OK ),0.00  ( Fault ),62.70  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Fri  Feb 21 04:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),55.32  ( OK ),75.67  ( OK ),0.00  ( OK ),63.61  ( OK ),0.00  ( OK ),62.69  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Fri  Feb 21 04:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),55.14  ( OK ),75.67  ( OK ),0.00  ( OK ),63.97  ( OK ),0.00  ( Fault ),62.64  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Fri  Feb 21 05:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),55.22  ( OK ),75.67  ( OK ),0.00  ( OK ),62.95  ( OK ),0.00  ( OK ),62.57  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Fri  Feb 21 05:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),54.23  ( OK ),75.67  ( OK ),0.00  ( OK ),63.34  ( OK ),0.00  ( OK ),62.47  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Fri  Feb 21 05:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),54.31  ( OK ),75.67  ( OK ),0.00  ( OK ),63.08  ( OK ),0.00  ( OK ),62.38  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Fri  Feb 21 05:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),97.89  ( OK ),75.67  ( OK ),0.00  ( OK ),63.08  ( OK ),0.00  ( OK ),66.57  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Fri  Feb 21 06:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),105.18  ( OK ),75.67  ( OK ),0.00  ( OK ),64.70  ( OK ),100.00  ( OK ),74.33  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Fri  Feb 21 06:15:00  CST,0.00  ( OK ),1.05  ( OK ),1.50  ( OK ),59.09  ( OK ),75.67  ( OK ),33.93  ( OK ),76.38  ( OK ),100.00  ( OK ),64.76  ( OK ),1.00  ( OK ),1.00  ( OK ),29147.30  ( OK ),81.24  ( OK ),57.00  ( Overridden )
Fri  Feb 21 06:30:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),56.35  ( OK ),75.67  ( OK ),39.04  ( OK ),75.67  ( OK ),0.00  ( OK ),56.75  ( OK ),1.00  ( OK ),1.00  ( OK ),29677.29  ( OK ),85.72  ( OK ),57.00  ( Overridden )
Fri  Feb 21 06:45:00  CST,0.00  ( OK ),1.78  ( OK ),1.50  ( OK ),54.23  ( OK ),75.67  ( OK ),36.58  ( OK ),74.93  ( OK ),0.00  ( OK ),55.80  ( OK ),1.00  ( OK ),1.00  ( OK ),23933.94  ( OK ),74.56  ( OK ),57.00  ( Overridden )
Fri  Feb 21 07:00:00  CST,0.00  ( OK ),1.70  ( OK ),1.50  ( OK ),55.35  ( OK ),75.67  ( OK ),40.02  ( OK ),74.73  ( OK ),0.00  ( OK ),56.47  ( OK ),1.00  ( OK ),1.00  ( OK ),19741.66  ( OK ),66.62  ( OK ),57.00  ( Overridden )
Fri  Feb 21 07:15:00  CST,0.00  ( OK ),1.68  ( OK ),1.50  ( OK ),54.35  ( OK ),75.67  ( OK ),39.56  ( OK ),74.78  ( OK ),0.00  ( OK ),56.63  ( OK ),1.00  ( OK ),1.00  ( OK ),15373.29  ( OK ),59.38  ( OK ),57.00  ( Overridden )
Fri  Feb 21 07:30:00  CST,0.00  ( OK ),1.63  ( OK ),1.50  ( OK ),55.03  ( OK ),75.67  ( OK ),42.58  ( OK ),74.92  ( OK ),0.00  ( Fault ),56.66  ( OK ),1.00  ( OK ),1.00  ( OK ),13208.96  ( OK ),55.29  ( OK ),57.00  ( Overridden )
Fri  Feb 21 07:45:00  CST,0.00  ( OK ),1.58  ( OK ),1.50  ( OK ),55.70  ( OK ),75.67  ( OK ),47.97  ( OK ),75.23  ( OK ),0.00  ( OK ),57.41  ( OK ),1.00  ( OK ),1.00  ( OK ),10146.75  ( OK ),52.47  ( OK ),57.00  ( Overridden )
Fri  Feb 21 08:00:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),56.12  ( OK ),75.67  ( OK ),53.11  ( OK ),75.53  ( OK ),0.00  ( Fault ),57.98  ( OK ),1.00  ( OK ),1.00  ( OK ),9146.43  ( OK ),51.20  ( OK ),57.00  ( Overridden )
Fri  Feb 21 08:15:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),56.27  ( OK ),75.67  ( OK ),54.72  ( OK ),75.60  ( OK ),0.00  ( OK ),57.70  ( OK ),1.00  ( OK ),1.00  ( OK ),8527.13  ( OK ),50.00  ( OK ),57.00  ( Overridden )
Fri  Feb 21 08:30:00  CST,0.00  ( OK ),1.54  ( OK ),1.50  ( OK ),55.88  ( OK ),75.67  ( OK ),55.47  ( OK ),75.71  ( OK ),0.00  ( OK ),57.86  ( OK ),1.00  ( OK ),1.00  ( OK ),8049.92  ( OK ),49.50  ( OK ),57.00  ( Overridden )
Fri  Feb 21 08:45:00  CST,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),55.86  ( OK ),75.67  ( Fault ),54.32  ( OK ),75.84  ( OK ),0.00  ( OK ),57.51  ( OK ),1.00  ( OK ),1.00  ( OK ),7874.99  ( OK ),49.37  ( OK ),57.00  ( Overridden )
Fri  Feb 21 09:00:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),56.18  ( OK ),75.67  ( OK ),55.93  ( OK ),75.89  ( OK ),0.00  ( OK ),57.90  ( OK ),1.00  ( OK ),1.00  ( OK ),7102.74  ( OK ),48.74  ( OK ),57.00  ( Overridden )
Fri  Feb 21 09:15:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),55.01  ( OK ),75.67  ( OK ),51.58  ( OK ),75.98  ( OK ),100.00  ( OK ),57.69  ( OK ),1.00  ( OK ),1.00  ( OK ),6966.45  ( OK ),48.56  ( OK ),57.00  ( Overridden )
Fri  Feb 21 09:30:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),54.54  ( OK ),75.67  ( OK ),52.28  ( OK ),76.06  ( OK ),100.00  ( OK ),57.91  ( OK ),1.00  ( OK ),1.00  ( OK ),6656.07  ( OK ),48.26  ( OK ),57.00  ( Overridden )
Fri  Feb 21 09:45:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),54.02  ( OK ),75.67  ( OK ),51.11  ( OK ),76.17  ( OK ),0.00  ( OK ),57.68  ( OK ),1.00  ( OK ),1.00  ( OK ),7309.16  ( OK ),48.53  ( OK ),57.00  ( Overridden )
Fri  Feb 21 10:00:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),55.58  ( OK ),75.67  ( OK ),56.26  ( OK ),76.04  ( OK ),0.00  ( OK ),57.95  ( OK ),1.00  ( OK ),1.00  ( OK ),7900.18  ( OK ),48.72  ( OK ),57.00  ( Overridden )
Fri  Feb 21 10:15:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),54.00  ( OK ),75.67  ( OK ),49.83  ( OK ),75.94  ( OK ),0.00  ( OK ),57.13  ( OK ),1.00  ( OK ),1.00  ( OK ),8475.92  ( OK ),49.09  ( OK ),57.00  ( Overridden )
Fri  Feb 21 10:30:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),54.62  ( OK ),75.67  ( OK ),49.96  ( OK ),75.91  ( OK ),0.00  ( OK ),57.16  ( OK ),1.00  ( OK ),1.00  ( OK ),8764.39  ( OK ),49.70  ( OK ),57.00  ( Overridden )
Fri  Feb 21 10:45:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),53.86  ( OK ),75.67  ( OK ),47.64  ( OK ),75.97  ( OK ),0.00  ( Fault ),57.30  ( OK ),1.00  ( OK ),1.00  ( OK ),8250.81  ( OK ),49.44  ( OK ),57.00  ( Overridden )
Fri  Feb 21 11:00:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),56.63  ( OK ),75.67  ( OK ),55.53  ( OK ),75.89  ( OK ),0.00  ( OK ),57.69  ( OK ),1.00  ( OK ),1.00  ( OK ),8380.17  ( OK ),50.00  ( OK ),57.00  ( Overridden )
Fri  Feb 21 11:15:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),54.67  ( OK ),75.67  ( OK ),52.17  ( OK ),75.96  ( OK ),0.00  ( Fault ),57.36  ( OK ),1.00  ( OK ),1.00  ( OK ),9114.16  ( OK ),49.90  ( OK ),57.00  ( Overridden )
Fri  Feb 21 11:30:00  CST,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),54.19  ( OK ),75.67  ( OK ),50.33  ( OK ),75.86  ( OK ),0.00  ( OK ),57.32  ( OK ),1.00  ( OK ),1.00  ( OK ),9021.40  ( OK ),50.19  ( OK ),57.00  ( Overridden )
Fri  Feb 21 11:45:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),54.13  ( OK ),75.67  ( OK ),50.84  ( OK ),75.84  ( OK ),0.00  ( OK ),57.28  ( OK ),1.00  ( OK ),1.00  ( OK ),8718.62  ( OK ),50.06  ( OK ),57.00  ( Overridden )
Fri  Feb 21 12:00:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),55.49  ( OK ),75.67  ( OK ),54.44  ( OK ),75.91  ( OK ),0.00  ( OK ),57.57  ( OK ),1.00  ( OK ),1.00  ( OK ),8582.21  ( OK ),50.10  ( OK ),57.00  ( Overridden )
Fri  Feb 21 12:15:00  CST,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),55.53  ( OK ),75.67  ( OK ),56.61  ( OK ),75.86  ( OK ),0.00  ( OK ),57.95  ( OK ),1.00  ( OK ),1.00  ( OK ),8142.62  ( OK ),50.54  ( OK ),57.00  ( Overridden )
Fri  Feb 21 12:30:00  CST,0.00  ( OK ),1.47  ( OK ),1.50  ( OK ),55.50  ( OK ),75.67  ( OK ),55.08  ( OK ),75.87  ( OK ),100.00  ( OK ),57.41  ( OK ),1.00  ( OK ),1.00  ( OK ),8807.62  ( OK ),51.08  ( OK ),57.00  ( Overridden )
Fri  Feb 21 12:45:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),55.58  ( OK ),75.67  ( OK ),56.65  ( OK ),75.85  ( OK ),100.00  ( OK ),57.56  ( OK ),1.00  ( OK ),1.00  ( OK ),8701.34  ( OK ),50.92  ( OK ),57.00  ( Overridden )
Fri  Feb 21 13:00:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),53.93  ( OK ),75.67  ( OK ),52.61  ( OK ),75.91  ( OK ),0.00  ( OK ),57.45  ( OK ),1.00  ( OK ),1.00  ( OK ),8492.34  ( OK ),50.39  ( OK ),57.00  ( Overridden )
Fri  Feb 21 13:15:00  CST,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),56.68  ( OK ),75.67  ( Fault ),58.44  ( OK ),75.89  ( OK ),0.00  ( OK ),57.58  ( OK ),1.00  ( OK ),1.00  ( OK ),8700.34  ( OK ),50.28  ( OK ),57.00  ( Overridden )
Fri  Feb 21 13:30:00  CST,0.00  ( OK ),1.54  ( OK ),1.50  ( OK ),55.52  ( OK ),75.67  ( OK ),55.97  ( OK ),75.96  ( OK ),0.00  ( OK ),57.50  ( OK ),1.00  ( OK ),1.00  ( OK ),8199.28  ( OK ),50.28  ( OK ),57.00  ( Overridden )
Fri  Feb 21 13:45:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),55.54  ( OK ),75.67  ( OK ),56.31  ( OK ),75.92  ( OK ),0.00  ( OK ),57.61  ( OK ),1.00  ( OK ),1.00  ( OK ),8972.88  ( OK ),50.61  ( OK ),57.00  ( Overridden )
Fri  Feb 21 14:00:00  CST,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),54.65  ( OK ),75.67  ( OK ),53.93  ( OK ),75.82  ( OK ),0.00  ( Fault ),57.46  ( OK ),1.00  ( OK ),1.00  ( OK ),9282.04  ( OK ),50.90  ( OK ),57.00  ( Overridden )
Fri  Feb 21 14:15:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),54.65  ( OK ),75.67  ( OK ),51.20  ( OK ),75.79  ( OK ),0.00  ( OK ),56.85  ( OK ),1.00  ( OK ),1.00  ( OK ),9124.18  ( OK ),50.99  ( OK ),57.00  ( Overridden )
Fri  Feb 21 14:30:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),52.68  ( OK ),75.67  ( OK ),48.33  ( OK ),75.82  ( OK ),0.00  ( Fault ),57.02  ( OK ),1.00  ( OK ),1.00  ( OK ),10420.25  ( OK ),51.60  ( OK ),57.00  ( Overridden )
Fri  Feb 21 14:45:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),56.22  ( OK ),75.67  ( OK ),55.58  ( OK ),75.73  ( OK ),0.00  ( OK ),57.16  ( OK ),1.00  ( OK ),1.00  ( OK ),10017.13  ( OK ),51.67  ( OK ),57.00  ( Overridden )
Fri  Feb 21 15:00:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),55.16  ( OK ),75.67  ( OK ),52.70  ( OK ),75.78  ( OK ),0.00  ( OK ),57.04  ( OK ),1.00  ( OK ),1.00  ( OK ),10276.95  ( OK ),51.65  ( OK ),57.00  ( Overridden )
Fri  Feb 21 15:15:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),55.15  ( OK ),75.67  ( OK ),51.90  ( OK ),75.71  ( OK ),0.00  ( OK ),56.83  ( OK ),1.00  ( OK ),1.00  ( OK ),10133.86  ( OK ),51.71  ( OK ),57.00  ( Overridden )
Fri  Feb 21 15:30:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),54.16  ( OK ),75.67  ( OK ),52.24  ( OK ),75.70  ( OK ),0.00  ( OK ),57.62  ( OK ),1.00  ( OK ),1.00  ( OK ),9802.76  ( OK ),51.42  ( OK ),57.00  ( Overridden )
Fri  Feb 21 15:45:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),54.81  ( OK ),75.67  ( OK ),52.48  ( OK ),75.74  ( OK ),100.00  ( OK ),57.13  ( OK ),1.00  ( OK ),1.00  ( OK ),9638.14  ( OK ),51.06  ( OK ),57.00  ( Overridden )
Fri  Feb 21 16:00:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),54.74  ( OK ),75.67  ( OK ),53.68  ( OK ),75.78  ( OK ),100.00  ( OK ),57.63  ( OK ),1.00  ( OK ),1.00  ( OK ),8921.50  ( OK ),50.33  ( OK ),57.00  ( Overridden )
Fri  Feb 21 16:15:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),55.55  ( OK ),75.67  ( OK ),54.72  ( OK ),75.78  ( OK ),0.00  ( OK ),57.11  ( OK ),1.00  ( OK ),1.00  ( OK ),8794.71  ( OK ),50.42  ( OK ),57.00  ( Overridden )
Fri  Feb 21 16:30:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),55.21  ( OK ),75.67  ( OK ),54.10  ( OK ),75.81  ( OK ),0.00  ( OK ),57.25  ( OK ),1.00  ( OK ),1.00  ( OK ),8497.28  ( OK ),50.07  ( OK ),57.00  ( Overridden )
Fri  Feb 21 16:45:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),55.22  ( OK ),75.67  ( OK ),54.16  ( OK ),75.80  ( OK ),0.00  ( OK ),57.22  ( OK ),1.00  ( OK ),1.00  ( OK ),7924.22  ( OK ),49.81  ( OK ),57.00  ( Overridden )
Fri  Feb 21 17:00:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),55.61  ( OK ),75.67  ( OK ),55.60  ( OK ),75.75  ( OK ),0.00  ( OK ),57.55  ( OK ),1.00  ( OK ),1.00  ( OK ),8107.85  ( OK ),49.79  ( OK ),57.00  ( Overridden )
Fri  Feb 21 17:15:00  CST,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),54.07  ( OK ),75.67  ( OK ),53.51  ( OK ),75.77  ( OK ),0.00  ( Fault ),57.68  ( OK ),1.00  ( OK ),1.00  ( OK ),8621.36  ( OK ),49.77  ( OK ),57.00  ( Overridden )
Fri  Feb 21 17:30:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),55.35  ( OK ),75.67  ( OK ),55.50  ( OK ),75.78  ( OK ),0.00  ( OK ),57.85  ( OK ),1.00  ( OK ),1.00  ( OK ),7642.63  ( OK ),49.24  ( OK ),57.00  ( Overridden )
Fri  Feb 21 17:45:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),54.12  ( OK ),75.67  ( Fault ),52.15  ( OK ),75.88  ( OK ),0.00  ( Fault ),57.51  ( OK ),1.00  ( OK ),1.00  ( OK ),6493.63  ( OK ),48.77  ( OK ),57.00  ( Overridden )
Fri  Feb 21 18:00:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),54.12  ( OK ),75.67  ( OK ),52.90  ( OK ),75.89  ( OK ),0.00  ( OK ),57.53  ( OK ),1.00  ( OK ),1.00  ( OK ),5744.48  ( OK ),48.07  ( OK ),57.00  ( Overridden )
Fri  Feb 21 18:15:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),55.28  ( OK ),75.67  ( OK ),55.47  ( OK ),75.90  ( OK ),0.00  ( OK ),57.89  ( OK ),1.00  ( OK ),1.00  ( OK ),5722.96  ( OK ),47.90  ( OK ),57.00  ( Overridden )
Fri  Feb 21 18:30:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),54.72  ( OK ),75.67  ( OK ),54.41  ( OK ),75.93  ( OK ),0.00  ( OK ),57.94  ( OK ),1.00  ( OK ),1.00  ( OK ),5430.22  ( OK ),47.99  ( OK ),57.00  ( Overridden )
Fri  Feb 21 18:45:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),54.42  ( OK ),75.67  ( OK ),54.76  ( OK ),75.96  ( OK ),0.00  ( OK ),57.86  ( OK ),1.00  ( OK ),1.00  ( OK ),6100.48  ( OK ),48.16  ( OK ),57.00  ( Overridden )
Fri  Feb 21 19:00:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),54.90  ( OK ),75.67  ( OK ),55.41  ( OK ),75.99  ( OK ),100.00  ( OK ),57.91  ( OK ),1.00  ( OK ),1.00  ( OK ),5470.06  ( OK ),47.81  ( OK ),57.00  ( Overridden )
Fri  Feb 21 19:15:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),55.34  ( OK ),75.67  ( OK ),54.81  ( OK ),76.00  ( OK ),100.00  ( OK ),57.63  ( OK ),1.00  ( OK ),1.00  ( OK ),5315.72  ( OK ),47.76  ( OK ),57.00  ( Overridden )
Fri  Feb 21 19:30:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),54.49  ( OK ),75.67  ( OK ),53.60  ( OK ),76.03  ( OK ),0.00  ( OK ),57.73  ( OK ),1.00  ( OK ),1.00  ( OK ),6367.93  ( OK ),47.99  ( OK ),57.00  ( Overridden )
Fri  Feb 21 19:45:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),54.77  ( OK ),75.67  ( OK ),51.42  ( OK ),75.89  ( OK ),0.00  ( OK ),57.45  ( OK ),1.00  ( OK ),1.00  ( OK ),5324.34  ( OK ),47.71  ( OK ),57.00  ( Overridden )
Fri  Feb 21 20:00:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),54.83  ( OK ),75.67  ( OK ),53.31  ( OK ),76.01  ( OK ),0.00  ( OK ),58.07  ( OK ),1.00  ( OK ),1.00  ( OK ),5840.05  ( OK ),48.00  ( OK ),57.00  ( Overridden )
Fri  Feb 21 20:15:00  CST,0.00  ( OK ),1.47  ( OK ),1.50  ( OK ),55.01  ( OK ),75.67  ( OK ),54.99  ( OK ),75.94  ( OK ),0.00  ( OK ),57.83  ( OK ),1.00  ( OK ),1.00  ( OK ),6986.89  ( OK ),47.97  ( OK ),57.00  ( Overridden )
Fri  Feb 21 20:30:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),54.79  ( OK ),75.67  ( OK ),53.58  ( OK ),75.99  ( OK ),0.00  ( Fault ),57.60  ( OK ),1.00  ( OK ),1.00  ( OK ),5363.06  ( OK ),47.38  ( OK ),57.00  ( Overridden )
Fri  Feb 21 20:45:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),54.45  ( OK ),75.67  ( OK ),50.49  ( OK ),75.87  ( OK ),0.00  ( OK ),57.29  ( OK ),1.00  ( OK ),1.00  ( OK ),6191.88  ( OK ),47.88  ( OK ),57.00  ( Overridden )
