TT,AHU3_CCV-AHU3-Percentage,AHU3_DSP-AHU3-inch,AHU3_DSPSP-AHU3-inch,AHU3_MAT-AHU3-degree Fahrenheit,AHU3_MaxDMP-AHU3-Percentage,AHU3_RAT-AHU3-degree Fahrenheit,AHU3_RHV-AHU3-Percentage,AHU3_SAT-AHU3-degree Fahrenheit,AHU3_SATSP-AHU3-degree Fahrenheit,AHU3_SFC-AHU3-No Unit,AHU3_SFS-AHU3-No Unit,AHU3_SupCFM-AHU3-cubic foot per minute,
Fri  May 16 16:00:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Fri  May 16 16:15:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Fri  May 16 16:30:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Fri  May 16 16:45:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Fri  May 16 17:00:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Fri  May 16 17:15:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Fri  May 16 17:30:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Fri  May 16 17:45:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Fri  May 16 18:00:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Fri  May 16 18:15:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Fri  May 16 18:30:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Fri  May 16 18:45:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Fri  May 16 19:00:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Fri  May 16 19:15:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Fri  May 16 19:30:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Fri  May 16 19:45:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Fri  May 16 20:00:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Fri  May 16 20:15:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Fri  May 16 20:30:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Fri  May 16 20:45:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Fri  May 16 21:00:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Fri  May 16 21:15:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Fri  May 16 21:30:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Fri  May 16 21:45:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Fri  May 16 22:00:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Fri  May 16 22:15:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Fri  May 16 22:30:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Fri  May 16 22:45:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Fri  May 16 23:00:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Fri  May 16 23:15:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Fri  May 16 23:30:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Fri  May 16 23:45:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 00:00:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 00:15:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 00:30:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 00:45:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 01:00:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 01:15:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 01:30:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 01:45:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 02:00:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 02:15:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 02:30:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 02:45:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 03:00:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 03:15:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 03:30:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 03:45:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 04:00:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 04:15:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 04:30:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 04:45:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 05:00:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 05:15:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 05:30:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 05:45:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 06:00:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 06:15:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 06:30:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 06:45:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 07:00:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 07:15:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 07:30:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 07:45:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 08:00:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 08:15:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 08:30:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 08:45:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 09:00:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 09:15:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 09:30:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 09:45:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 10:00:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 10:15:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 10:30:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 10:45:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 11:00:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 11:15:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 11:30:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 11:45:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 12:00:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 12:15:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 12:30:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 12:45:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 13:00:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 13:15:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 13:30:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 13:45:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 14:00:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 14:15:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 14:30:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 14:45:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 15:00:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 15:15:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 15:30:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 15:45:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 16:00:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 16:15:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 16:30:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 16:45:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 17:00:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 17:15:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 17:30:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 17:45:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 18:00:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 18:15:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 18:30:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 18:45:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 19:00:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 19:15:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 19:30:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 19:45:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 20:00:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 20:15:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 20:30:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 20:45:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 21:00:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 21:15:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 21:30:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 21:45:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 22:00:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
Sat  May 17 22:15:00  CDT,0.00  ( Down ),,,0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),0.00  ( Down ),,
