TT,AHU3_CCV-AHU3-Percentage,AHU3_DSP-AHU3-inch,AHU3_DSPSP-AHU3-inch,AHU3_MAT-AHU3-degree Fahrenheit,AHU3_MaxDMP-AHU3-Percentage,AHU3_RAT-AHU3-degree Fahrenheit,AHU3_RHV-AHU3-Percentage,AHU3_SAT-AHU3-degree Fahrenheit,AHU3_SATSP-AHU3-degree Fahrenheit,AHU3_SFC-AHU3-No Unit,AHU3_SFS-AHU3-No Unit,AHU3_SupCFM-AHU3-cubic foot per minute,
Sat  Mar 01 08:15:00  CST,0.00  ( OK ),,,66.18  ( OK ),0.00  ( OK ),72.73  ( OK ),0.00  ( OK ),78.65  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 08:30:00  CST,0.00  ( OK ),,,66.08  ( OK ),0.00  ( OK ),72.58  ( OK ),0.00  ( OK ),78.55  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 08:45:00  CST,0.00  ( Down ),,,65.91  ( Down ),0.00  ( Down ),72.65  ( Down ),0.00  ( Down ),78.04  ( Down ),,1.00  ( Down ),1.00  ( Down ),,
Sat  Mar 01 09:00:00  CST,0.00  ( OK ),,,65.67  ( OK ),0.00  ( OK ),72.52  ( OK ),0.00  ( OK ),78.55  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 09:15:00  CST,0.00  ( OK ),,,66.13  ( OK ),0.00  ( OK ),72.65  ( OK ),0.00  ( OK ),78.57  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 09:30:00  CST,0.00  ( OK ),,,65.94  ( OK ),0.00  ( OK ),72.65  ( OK ),0.00  ( OK ),78.49  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 09:45:00  CST,0.00  ( OK ),,,65.82  ( OK ),0.00  ( OK ),72.71  ( OK ),0.00  ( OK ),78.36  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 10:00:00  CST,0.00  ( OK ),,,65.77  ( OK ),0.00  ( OK ),72.69  ( OK ),0.00  ( OK ),78.64  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 10:15:00  CST,0.00  ( OK ),,,66.01  ( OK ),0.00  ( OK ),72.75  ( OK ),0.00  ( OK ),78.27  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 10:30:00  CST,0.00  ( OK ),,,66.17  ( OK ),0.00  ( OK ),73.03  ( OK ),0.00  ( OK ),78.31  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 10:45:00  CST,0.00  ( OK ),,,66.12  ( OK ),0.00  ( OK ),73.24  ( OK ),0.00  ( OK ),77.94  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 11:00:00  CST,0.00  ( OK ),,,65.91  ( OK ),0.00  ( OK ),73.15  ( OK ),11.18  ( OK ),71.66  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 11:15:00  CST,0.00  ( OK ),,,66.05  ( OK ),0.00  ( OK ),73.24  ( OK ),1.57  ( OK ),73.79  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 11:30:00  CST,0.00  ( OK ),,,65.92  ( OK ),0.00  ( OK ),73.21  ( OK ),13.19  ( OK ),71.09  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 11:45:00  CST,0.00  ( OK ),,,66.04  ( OK ),0.00  ( OK ),73.21  ( OK ),10.60  ( OK ),71.29  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 12:00:00  CST,0.00  ( OK ),,,66.14  ( OK ),0.00  ( OK ),73.34  ( OK ),6.30  ( OK ),71.88  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 12:15:00  CST,0.00  ( OK ),,,66.30  ( OK ),0.00  ( OK ),73.37  ( OK ),0.52  ( OK ),72.76  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 12:30:00  CST,0.00  ( OK ),,,66.62  ( OK ),0.00  ( OK ),73.59  ( OK ),0.00  ( OK ),74.04  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 12:45:00  CST,0.00  ( OK ),,,66.51  ( OK ),0.00  ( OK ),73.55  ( OK ),0.00  ( OK ),75.33  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 13:00:00  CST,0.00  ( OK ),,,66.69  ( OK ),0.00  ( OK ),73.63  ( OK ),0.00  ( OK ),76.91  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 13:15:00  CST,0.00  ( OK ),,,66.88  ( OK ),0.00  ( OK ),73.74  ( OK ),0.00  ( OK ),78.17  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 13:30:00  CST,0.00  ( OK ),,,66.67  ( OK ),0.00  ( OK ),73.71  ( OK ),0.00  ( OK ),77.83  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 13:45:00  CST,0.00  ( OK ),,,66.40  ( OK ),0.00  ( OK ),73.70  ( OK ),8.45  ( OK ),72.40  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 14:00:00  CST,0.00  ( OK ),,,66.52  ( OK ),0.00  ( OK ),73.79  ( OK ),8.51  ( OK ),71.60  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 14:15:00  CST,0.00  ( OK ),,,66.76  ( OK ),0.00  ( OK ),73.76  ( OK ),0.00  ( OK ),72.94  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 14:30:00  CST,0.00  ( OK ),,,66.63  ( OK ),0.00  ( OK ),73.71  ( OK ),0.00  ( OK ),74.71  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 14:45:00  CST,0.00  ( OK ),,,66.60  ( OK ),0.00  ( OK ),73.59  ( OK ),0.00  ( OK ),76.42  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 15:00:00  CST,0.00  ( OK ),,,66.55  ( OK ),0.00  ( OK ),73.52  ( OK ),0.00  ( OK ),77.53  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 15:15:00  CST,0.00  ( OK ),,,66.39  ( OK ),0.00  ( OK ),73.53  ( OK ),0.00  ( OK ),78.42  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 15:30:00  CST,0.00  ( OK ),,,66.37  ( OK ),0.00  ( OK ),73.28  ( OK ),0.00  ( OK ),78.41  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 15:45:00  CST,0.00  ( OK ),,,66.00  ( OK ),0.00  ( OK ),73.29  ( OK ),0.00  ( OK ),76.91  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 16:00:00  CST,0.00  ( Down ),,,65.92  ( Down ),0.00  ( Down ),73.38  ( Down ),1.57  ( Down ),72.45  ( Down ),,1.00  ( Down ),1.00  ( Down ),,
Sat  Mar 01 16:15:00  CST,0.00  ( OK ),,,65.70  ( OK ),0.00  ( OK ),72.96  ( OK ),0.00  ( OK ),76.67  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 16:30:00  CST,0.00  ( OK ),,,65.34  ( OK ),0.00  ( OK ),72.74  ( OK ),0.00  ( OK ),76.46  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 16:45:00  CST,0.00  ( OK ),,,65.26  ( OK ),0.00  ( OK ),72.56  ( OK ),0.00  ( OK ),78.65  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 17:00:00  CST,0.00  ( OK ),,,65.21  ( OK ),0.00  ( OK ),72.48  ( OK ),0.00  ( OK ),78.32  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 17:15:00  CST,0.00  ( OK ),,,64.78  ( OK ),0.00  ( OK ),72.19  ( OK ),0.00  ( OK ),77.39  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 17:30:00  CST,0.00  ( OK ),,,64.70  ( OK ),0.00  ( OK ),72.09  ( OK ),0.00  ( OK ),75.13  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sat  Mar 01 17:45:00  CST,0.00  ( OK ),,,79.50  ( OK ),0.00  ( OK ),72.02  ( OK ),100.00  ( OK ),75.72  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sat  Mar 01 18:00:00  CST,0.00  ( OK ),,,83.12  ( OK ),0.00  ( OK ),69.08  ( OK ),100.00  ( OK ),85.88  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sat  Mar 01 18:15:00  CST,0.00  ( OK ),,,85.91  ( OK ),0.00  ( OK ),67.33  ( OK ),100.00  ( OK ),95.13  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sat  Mar 01 18:30:00  CST,0.00  ( Down ),,,86.96  ( Down ),0.00  ( Down ),66.54  ( Down ),100.00  ( Down ),102.03  ( Down ),,0.00  ( Down ),0.00  ( Down ),,
Sat  Mar 01 18:45:00  CST,0.00  ( OK ),,,87.10  ( OK ),0.00  ( OK ),64.86  ( OK ),100.00  ( OK ),110.37  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sat  Mar 01 19:00:00  CST,0.00  ( OK ),,,87.68  ( OK ),0.00  ( OK ),63.69  ( OK ),100.00  ( OK ),114.78  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sat  Mar 01 19:15:00  CST,0.00  ( OK ),,,86.23  ( OK ),0.00  ( OK ),62.86  ( OK ),100.00  ( OK ),116.80  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sat  Mar 01 19:30:00  CST,0.00  ( OK ),,,86.94  ( OK ),0.00  ( OK ),62.04  ( OK ),100.00  ( OK ),119.25  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sat  Mar 01 19:45:00  CST,0.00  ( OK ),,,87.17  ( OK ),0.00  ( OK ),61.28  ( OK ),100.00  ( OK ),122.97  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sat  Mar 01 20:00:00  CST,0.00  ( OK ),,,87.49  ( OK ),0.00  ( OK ),61.10  ( OK ),100.00  ( OK ),126.23  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sat  Mar 01 20:15:00  CST,0.00  ( OK ),,,86.97  ( OK ),0.00  ( OK ),60.35  ( OK ),100.00  ( OK ),128.76  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sat  Mar 01 20:30:00  CST,0.00  ( OK ),,,87.95  ( OK ),0.00  ( OK ),60.26  ( OK ),100.00  ( OK ),130.57  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sat  Mar 01 20:45:00  CST,0.00  ( OK ),,,88.74  ( OK ),0.00  ( OK ),60.08  ( OK ),100.00  ( OK ),131.77  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sat  Mar 01 21:00:00  CST,0.00  ( OK ),,,87.88  ( OK ),0.00  ( OK ),59.51  ( OK ),100.00  ( OK ),133.18  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sat  Mar 01 21:15:00  CST,0.00  ( Down ),,,87.87  ( Down ),0.00  ( Down ),59.52  ( Down ),100.00  ( Down ),134.22  ( Down ),,0.00  ( Down ),0.00  ( Down ),,
Sat  Mar 01 21:30:00  CST,0.00  ( OK ),,,87.42  ( OK ),0.00  ( OK ),59.22  ( OK ),100.00  ( OK ),136.31  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sat  Mar 01 21:45:00  CST,0.00  ( OK ),,,88.34  ( OK ),0.00  ( OK ),58.93  ( OK ),100.00  ( OK ),136.48  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sat  Mar 01 22:00:00  CST,0.00  ( OK ),,,87.57  ( OK ),0.00  ( OK ),58.76  ( OK ),100.00  ( OK ),136.74  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sat  Mar 01 22:15:00  CST,0.00  ( OK ),,,88.39  ( OK ),0.00  ( OK ),58.43  ( OK ),100.00  ( OK ),137.14  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sat  Mar 01 22:30:00  CST,0.00  ( OK ),,,87.72  ( OK ),0.00  ( OK ),58.34  ( OK ),100.00  ( OK ),137.63  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sat  Mar 01 22:45:00  CST,0.00  ( OK ),,,87.99  ( OK ),0.00  ( OK ),58.05  ( OK ),100.00  ( OK ),137.77  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sat  Mar 01 23:00:00  CST,0.00  ( OK ),,,86.83  ( OK ),0.00  ( OK ),58.70  ( OK ),100.00  ( OK ),137.83  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sat  Mar 01 23:15:00  CST,0.00  ( OK ),,,87.44  ( OK ),0.00  ( OK ),59.31  ( OK ),100.00  ( OK ),137.83  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sat  Mar 01 23:30:00  CST,0.00  ( OK ),,,87.48  ( OK ),0.00  ( OK ),58.86  ( OK ),100.00  ( OK ),138.06  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sat  Mar 01 23:45:00  CST,0.00  ( OK ),,,86.71  ( OK ),0.00  ( OK ),58.61  ( OK ),100.00  ( OK ),138.40  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 00:00:00  CST,0.00  ( OK ),,,87.23  ( OK ),0.00  ( OK ),58.43  ( OK ),100.00  ( OK ),138.57  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 00:15:00  CST,0.00  ( OK ),,,87.52  ( OK ),0.00  ( OK ),57.68  ( OK ),100.00  ( OK ),138.76  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 00:30:00  CST,0.00  ( OK ),,,87.09  ( OK ),0.00  ( OK ),57.67  ( OK ),100.00  ( OK ),138.98  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 00:45:00  CST,0.00  ( OK ),,,87.11  ( OK ),0.00  ( OK ),57.73  ( OK ),100.00  ( OK ),139.13  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 01:00:00  CST,0.00  ( OK ),,,86.98  ( OK ),0.00  ( OK ),57.73  ( OK ),100.00  ( OK ),139.20  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 01:15:00  CST,0.00  ( OK ),,,87.23  ( OK ),0.00  ( OK ),58.46  ( OK ),100.00  ( OK ),139.11  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 01:30:00  CST,0.00  ( OK ),,,87.04  ( OK ),0.00  ( OK ),58.48  ( OK ),100.00  ( OK ),139.23  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 01:45:00  CST,0.00  ( OK ),,,87.49  ( OK ),0.00  ( OK ),58.34  ( OK ),100.00  ( OK ),139.35  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 02:00:00  CST,0.00  ( OK ),,,87.63  ( OK ),0.00  ( OK ),58.74  ( OK ),100.00  ( OK ),139.28  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 02:15:00  CST,0.00  ( OK ),,,87.34  ( OK ),0.00  ( OK ),59.20  ( OK ),100.00  ( OK ),139.26  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 02:30:00  CST,0.00  ( OK ),,,87.62  ( OK ),0.00  ( OK ),59.28  ( OK ),100.00  ( OK ),139.31  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 02:45:00  CST,0.00  ( OK ),,,86.92  ( OK ),0.00  ( OK ),59.72  ( OK ),100.00  ( OK ),139.35  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 03:00:00  CST,0.00  ( OK ),,,87.75  ( OK ),0.00  ( OK ),58.14  ( OK ),100.00  ( OK ),139.56  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 03:15:00  CST,0.00  ( OK ),,,87.55  ( OK ),0.00  ( OK ),58.30  ( OK ),100.00  ( OK ),139.71  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 03:30:00  CST,0.00  ( OK ),,,88.13  ( OK ),0.00  ( OK ),58.01  ( OK ),100.00  ( OK ),139.60  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 03:45:00  CST,0.00  ( OK ),,,88.18  ( OK ),0.00  ( OK ),57.67  ( OK ),100.00  ( OK ),139.84  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 04:00:00  CST,0.00  ( OK ),,,87.18  ( OK ),0.00  ( OK ),57.60  ( OK ),100.00  ( OK ),140.04  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 04:15:00  CST,0.00  ( OK ),,,86.75  ( OK ),0.00  ( OK ),57.92  ( OK ),100.00  ( OK ),140.05  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 04:30:00  CST,0.00  ( OK ),,,86.82  ( OK ),0.00  ( OK ),57.80  ( OK ),100.00  ( OK ),139.98  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 04:45:00  CST,0.00  ( OK ),,,86.47  ( OK ),0.00  ( OK ),57.46  ( OK ),100.00  ( OK ),140.11  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 05:00:00  CST,0.00  ( OK ),,,86.62  ( OK ),0.00  ( OK ),58.44  ( OK ),100.00  ( OK ),139.98  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 05:15:00  CST,0.00  ( OK ),,,86.15  ( OK ),0.00  ( OK ),58.68  ( OK ),100.00  ( OK ),140.05  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 05:30:00  CST,0.00  ( OK ),,,86.31  ( OK ),0.00  ( OK ),57.52  ( OK ),100.00  ( OK ),140.17  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 05:45:00  CST,0.00  ( OK ),,,86.72  ( OK ),0.00  ( OK ),58.71  ( OK ),100.00  ( OK ),140.08  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 06:00:00  CST,0.00  ( OK ),,,86.46  ( OK ),0.00  ( OK ),58.18  ( OK ),100.00  ( OK ),140.19  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 06:15:00  CST,0.00  ( OK ),,,86.90  ( OK ),0.00  ( OK ),58.64  ( OK ),100.00  ( OK ),139.97  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 06:30:00  CST,0.00  ( OK ),,,86.06  ( OK ),0.00  ( OK ),57.69  ( OK ),100.00  ( OK ),140.28  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 06:45:00  CST,0.00  ( OK ),,,86.65  ( OK ),0.00  ( OK ),57.24  ( OK ),100.00  ( OK ),140.35  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 07:00:00  CST,0.00  ( OK ),,,86.34  ( OK ),0.00  ( OK ),56.61  ( OK ),100.00  ( OK ),140.34  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 07:15:00  CST,0.00  ( OK ),,,67.36  ( OK ),0.00  ( OK ),76.69  ( OK ),0.00  ( OK ),77.23  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sun  Mar 02 07:30:00  CST,0.00  ( OK ),,,64.54  ( OK ),0.00  ( OK ),72.97  ( OK ),0.00  ( OK ),67.66  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sun  Mar 02 07:45:00  CST,0.00  ( Down ),,,63.60  ( Down ),0.00  ( Down ),71.85  ( Down ),0.00  ( Down ),66.36  ( Down ),,1.00  ( Down ),1.00  ( Down ),,
Sun  Mar 02 08:00:00  CST,0.00  ( OK ),,,64.03  ( OK ),0.00  ( OK ),71.78  ( OK ),0.00  ( OK ),77.14  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sun  Mar 02 08:15:00  CST,0.00  ( OK ),,,64.65  ( OK ),0.00  ( OK ),72.34  ( OK ),0.00  ( OK ),77.34  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sun  Mar 02 08:30:00  CST,0.00  ( OK ),,,64.73  ( OK ),0.00  ( OK ),72.63  ( OK ),0.00  ( OK ),75.21  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sun  Mar 02 08:45:00  CST,0.00  ( OK ),,,64.55  ( OK ),0.00  ( OK ),72.64  ( OK ),0.00  ( OK ),73.25  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sun  Mar 02 09:00:00  CST,0.00  ( OK ),,,64.38  ( OK ),0.00  ( OK ),72.84  ( OK ),13.33  ( OK ),70.82  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sun  Mar 02 09:15:00  CST,0.00  ( OK ),,,64.41  ( OK ),0.00  ( OK ),72.83  ( OK ),1.44  ( OK ),73.80  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sun  Mar 02 09:30:00  CST,0.00  ( OK ),,,64.72  ( OK ),0.00  ( OK ),72.60  ( OK ),0.00  ( OK ),78.26  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sun  Mar 02 09:45:00  CST,0.00  ( OK ),,,64.70  ( OK ),0.00  ( OK ),72.73  ( OK ),0.00  ( OK ),78.13  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sun  Mar 02 10:00:00  CST,0.00  ( OK ),,,64.57  ( OK ),0.00  ( OK ),72.64  ( OK ),0.00  ( OK ),76.49  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sun  Mar 02 10:15:00  CST,0.00  ( OK ),,,64.44  ( OK ),0.00  ( OK ),72.55  ( OK ),0.00  ( OK ),74.07  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sun  Mar 02 10:30:00  CST,0.00  ( OK ),,,64.38  ( OK ),0.00  ( OK ),72.69  ( OK ),2.38  ( OK ),72.11  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sun  Mar 02 10:45:00  CST,0.00  ( OK ),,,64.08  ( OK ),0.00  ( OK ),72.68  ( OK ),14.57  ( OK ),70.63  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sun  Mar 02 11:00:00  CST,0.00  ( OK ),,,64.37  ( OK ),0.00  ( OK ),72.73  ( OK ),2.63  ( OK ),73.50  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sun  Mar 02 11:15:00  CST,0.00  ( OK ),,,64.82  ( OK ),0.00  ( OK ),72.80  ( OK ),0.00  ( OK ),77.78  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sun  Mar 02 11:30:00  CST,0.00  ( OK ),,,65.17  ( OK ),0.00  ( OK ),72.90  ( OK ),0.00  ( OK ),78.30  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sun  Mar 02 11:45:00  CST,0.00  ( OK ),,,65.21  ( OK ),0.00  ( OK ),72.88  ( OK ),0.00  ( OK ),78.29  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sun  Mar 02 12:00:00  CST,0.00  ( OK ),,,64.91  ( OK ),0.00  ( OK ),72.90  ( OK ),0.00  ( OK ),76.52  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sun  Mar 02 12:15:00  CST,0.00  ( OK ),,,65.34  ( OK ),0.00  ( OK ),73.24  ( OK ),0.00  ( OK ),75.60  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sun  Mar 02 12:30:00  CST,0.00  ( OK ),,,65.33  ( OK ),0.00  ( OK ),73.22  ( OK ),0.00  ( OK ),75.01  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sun  Mar 02 12:45:00  CST,0.00  ( OK ),,,65.42  ( OK ),0.00  ( OK ),73.44  ( OK ),0.00  ( OK ),74.58  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sun  Mar 02 13:00:00  CST,0.00  ( OK ),,,65.63  ( OK ),0.00  ( OK ),73.49  ( OK ),0.00  ( OK ),74.41  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sun  Mar 02 13:15:00  CST,0.00  ( OK ),,,65.55  ( OK ),0.00  ( OK ),73.52  ( OK ),0.00  ( OK ),74.32  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sun  Mar 02 13:30:00  CST,0.00  ( OK ),,,65.75  ( OK ),0.00  ( OK ),73.64  ( OK ),0.00  ( OK ),73.85  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sun  Mar 02 13:45:00  CST,0.00  ( OK ),,,65.67  ( OK ),0.00  ( OK ),73.62  ( OK ),0.00  ( OK ),73.89  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sun  Mar 02 14:00:00  CST,0.00  ( OK ),,,65.49  ( OK ),0.00  ( OK ),73.57  ( OK ),0.00  ( OK ),74.30  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sun  Mar 02 14:15:00  CST,0.00  ( OK ),,,65.64  ( OK ),0.00  ( OK ),73.58  ( OK ),0.00  ( OK ),74.80  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sun  Mar 02 14:30:00  CST,0.00  ( OK ),,,65.71  ( OK ),0.00  ( OK ),73.57  ( OK ),0.00  ( OK ),75.23  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sun  Mar 02 14:45:00  CST,0.00  ( OK ),,,65.37  ( OK ),0.00  ( OK ),73.47  ( OK ),0.00  ( OK ),74.88  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sun  Mar 02 15:00:00  CST,0.00  ( OK ),,,65.37  ( OK ),0.00  ( OK ),73.40  ( OK ),0.00  ( OK ),74.41  ( OK ),,1.00  ( OK ),1.00  ( OK ),,
Sun  Mar 02 15:15:00  CST,0.00  ( Down ),,,77.07  ( Down ),0.00  ( Down ),73.32  ( Down ),100.00  ( Down ),73.30  ( Down ),,0.00  ( Down ),0.00  ( Down ),,
Sun  Mar 02 15:30:00  CST,0.00  ( OK ),,,81.86  ( OK ),0.00  ( OK ),68.05  ( OK ),100.00  ( OK ),87.32  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 15:45:00  CST,0.00  ( OK ),,,84.11  ( OK ),0.00  ( OK ),66.53  ( OK ),100.00  ( OK ),96.72  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 16:00:00  CST,0.00  ( OK ),,,84.81  ( OK ),0.00  ( OK ),63.64  ( OK ),100.00  ( OK ),106.07  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 16:15:00  CST,0.00  ( OK ),,,84.18  ( OK ),0.00  ( OK ),61.95  ( OK ),100.00  ( OK ),112.72  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 16:30:00  CST,0.00  ( OK ),,,86.07  ( OK ),0.00  ( OK ),60.84  ( OK ),100.00  ( OK ),117.19  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 16:45:00  CST,0.00  ( OK ),,,84.25  ( OK ),0.00  ( OK ),59.99  ( OK ),100.00  ( OK ),120.15  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
Sun  Mar 02 17:00:00  CST,0.00  ( OK ),,,84.67  ( OK ),0.00  ( OK ),59.55  ( OK ),100.00  ( OK ),121.71  ( OK ),,0.00  ( OK ),0.00  ( OK ),,
