TT,AHU6_CCV-AHU6-Percentage,AHU6_DSP-AHU6-inch,AHU6_DSPSP-AHU6-inch,AHU6_MAT-AHU6-degree Fahrenheit,AHU6_MaxDMP-AHU6-Percentage,AHU6_RAT-AHU6-degree Fahrenheit,AHU6_SAT-AHU6-degree Fahrenheit,AHU6_SATSP-AHU6-degree Fahrenheit,AHU6_SFC-AHU6-No Unit,AHU6_SFS-AHU6-No Unit,AHU6_SupCFM-AHU6-cubic foot per minute,AHU6_SupVFD-AHU6-Percentage,
Fri  Feb 21 00:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),67.04  ( OK ),0.00  ( OK ),70.55  ( OK ),73.66  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Feb 21 00:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),67.32  ( OK ),0.00  ( OK ),70.52  ( OK ),73.38  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Feb 21 00:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),67.58  ( OK ),0.00  ( OK ),70.51  ( OK ),74.35  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Feb 21 00:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),67.84  ( OK ),0.00  ( OK ),70.51  ( OK ),74.37  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Feb 21 01:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.00  ( OK ),0.00  ( OK ),70.51  ( OK ),74.07  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Feb 21 01:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.16  ( OK ),0.00  ( OK ),70.48  ( OK ),75.19  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Feb 21 01:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.34  ( OK ),0.00  ( OK ),70.47  ( OK ),74.91  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Feb 21 01:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.47  ( OK ),0.00  ( OK ),70.49  ( OK ),74.22  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Feb 21 02:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.62  ( OK ),0.00  ( OK ),70.44  ( OK ),74.13  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Feb 21 02:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.77  ( OK ),0.00  ( OK ),70.40  ( OK ),75.56  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Feb 21 02:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.88  ( OK ),0.00  ( OK ),70.37  ( OK ),76.46  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Feb 21 02:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),69.08  ( OK ),0.00  ( OK ),70.36  ( OK ),78.07  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Feb 21 03:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),69.23  ( OK ),0.00  ( OK ),70.36  ( OK ),77.06  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Feb 21 03:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),69.39  ( OK ),0.00  ( OK ),70.35  ( OK ),77.86  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Feb 21 03:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),69.54  ( OK ),0.00  ( OK ),70.35  ( OK ),77.83  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Feb 21 03:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),69.71  ( OK ),0.00  ( OK ),70.34  ( OK ),78.01  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Feb 21 04:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),69.91  ( OK ),0.00  ( OK ),70.33  ( OK ),78.58  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Feb 21 04:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),70.07  ( OK ),0.00  ( OK ),70.32  ( OK ),78.00  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Feb 21 04:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),70.21  ( OK ),0.00  ( OK ),70.34  ( OK ),77.74  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Feb 21 04:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),70.33  ( OK ),0.00  ( OK ),70.32  ( OK ),77.57  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Feb 21 05:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),70.47  ( OK ),0.00  ( OK ),70.30  ( OK ),78.86  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Feb 21 05:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),70.62  ( OK ),0.00  ( OK ),70.32  ( OK ),79.00  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Feb 21 05:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),70.70  ( OK ),0.00  ( OK ),70.31  ( OK ),78.47  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Feb 21 05:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),70.93  ( OK ),0.00  ( OK ),70.28  ( OK ),79.95  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Feb 21 06:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),71.07  ( OK ),0.00  ( OK ),70.30  ( OK ),80.65  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Feb 21 06:15:00  CST,0.00  ( OK ),1.21  ( OK ),1.50  ( OK ),53.15  ( OK ),57.69  ( OK ),72.32  ( OK ),56.22  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),5052.41  ( OK ),60.34  ( OK ),
Fri  Feb 21 06:30:00  CST,0.00  ( OK ),1.23  ( OK ),1.50  ( OK ),53.42  ( OK ),55.50  ( OK ),73.01  ( OK ),56.95  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),5760.36  ( OK ),64.72  ( OK ),
Fri  Feb 21 06:45:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),54.02  ( OK ),57.74  ( OK ),73.33  ( OK ),57.20  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),4086.66  ( OK ),64.07  ( OK ),
Fri  Feb 21 07:00:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),53.95  ( OK ),58.64  ( OK ),73.38  ( OK ),57.08  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),4300.51  ( OK ),64.26  ( OK ),
Fri  Feb 21 07:15:00  CST,0.00  ( OK ),1.56  ( OK ),1.50  ( OK ),54.46  ( OK ),63.32  ( OK ),73.43  ( OK ),57.68  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),2970.54  ( OK ),62.57  ( OK ),
Fri  Feb 21 07:30:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),54.08  ( OK ),62.82  ( OK ),73.43  ( OK ),57.37  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),2598.66  ( OK ),62.78  ( OK ),
Fri  Feb 21 07:45:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),54.32  ( OK ),67.88  ( OK ),73.55  ( OK ),57.56  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),2505.69  ( OK ),62.32  ( OK ),
Fri  Feb 21 08:00:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),54.14  ( OK ),68.21  ( OK ),73.57  ( OK ),57.44  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),2344.93  ( OK ),61.72  ( OK ),
Fri  Feb 21 08:15:00  CST,0.00  ( OK ),1.56  ( OK ),1.50  ( OK ),54.13  ( OK ),69.29  ( OK ),73.56  ( OK ),57.58  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),2164.73  ( OK ),60.93  ( OK ),
Fri  Feb 21 08:30:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),54.31  ( OK ),66.45  ( OK ),73.53  ( OK ),56.66  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),2577.27  ( OK ),61.51  ( OK ),
Fri  Feb 21 08:45:00  CST,0.00  ( OK ),1.56  ( OK ),1.50  ( OK ),55.64  ( OK ),71.12  ( OK ),73.36  ( OK ),56.98  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),2126.05  ( OK ),60.88  ( OK ),
Fri  Feb 21 09:00:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),53.55  ( OK ),64.10  ( OK ),73.15  ( OK ),56.67  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),2449.20  ( OK ),60.81  ( OK ),
Fri  Feb 21 09:15:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),55.85  ( OK ),76.93  ( OK ),72.88  ( OK ),57.21  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),860.08  ( OK ),60.42  ( OK ),
Fri  Feb 21 09:30:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),55.19  ( OK ),82.38  ( OK ),72.54  ( OK ),58.08  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),1034.82  ( OK ),59.59  ( OK ),
Fri  Feb 21 09:45:00  CST,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),52.60  ( OK ),72.37  ( OK ),72.20  ( OK ),57.71  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),1862.47  ( OK ),59.27  ( OK ),
Fri  Feb 21 10:00:00  CST,0.00  ( OK ),1.41  ( OK ),1.50  ( OK ),51.85  ( OK ),72.10  ( OK ),72.05  ( OK ),58.12  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),3367.14  ( OK ),60.84  ( OK ),
Fri  Feb 21 10:15:00  CST,0.00  ( OK ),1.46  ( OK ),1.50  ( OK ),53.37  ( OK ),64.00  ( OK ),71.75  ( OK ),56.62  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),2487.83  ( OK ),60.38  ( OK ),
Fri  Feb 21 10:30:00  CST,0.00  ( OK ),1.46  ( OK ),1.50  ( OK ),53.56  ( OK ),62.31  ( OK ),71.59  ( OK ),57.37  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),3377.65  ( OK ),61.20  ( OK ),
Fri  Feb 21 10:45:00  CST,0.00  ( OK ),1.47  ( OK ),1.50  ( OK ),53.83  ( OK ),55.62  ( OK ),71.44  ( OK ),56.54  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),3378.42  ( OK ),60.16  ( OK ),
Fri  Feb 21 11:00:00  CST,0.00  ( OK ),1.28  ( OK ),1.50  ( OK ),53.76  ( OK ),55.69  ( OK ),71.27  ( OK ),57.04  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),6220.86  ( OK ),64.17  ( OK ),
Fri  Feb 21 11:15:00  CST,0.00  ( OK ),1.42  ( OK ),1.50  ( OK ),53.75  ( OK ),54.57  ( OK ),71.13  ( OK ),56.96  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),4616.90  ( OK ),62.19  ( OK ),
Fri  Feb 21 11:30:00  CST,0.00  ( OK ),1.38  ( OK ),1.50  ( OK ),53.92  ( OK ),51.90  ( OK ),71.01  ( OK ),56.84  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),5639.98  ( OK ),63.49  ( OK ),
Fri  Feb 21 11:45:00  CST,0.00  ( OK ),1.42  ( OK ),1.50  ( OK ),53.84  ( OK ),51.24  ( OK ),70.95  ( OK ),56.98  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),6206.40  ( OK ),65.17  ( OK ),
Fri  Feb 21 12:00:00  CST,0.00  ( OK ),1.36  ( OK ),1.50  ( OK ),53.84  ( OK ),50.50  ( OK ),70.88  ( OK ),57.00  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),6687.13  ( OK ),67.95  ( OK ),
Fri  Feb 21 12:15:00  CST,0.00  ( OK ),1.29  ( OK ),1.50  ( OK ),53.94  ( OK ),48.95  ( OK ),70.82  ( OK ),57.10  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),7850.59  ( OK ),71.05  ( OK ),
Fri  Feb 21 12:30:00  CST,0.00  ( OK ),1.36  ( OK ),1.50  ( OK ),54.05  ( OK ),47.68  ( OK ),70.80  ( OK ),57.17  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),8213.08  ( OK ),71.97  ( OK ),
Fri  Feb 21 12:45:00  CST,0.00  ( OK ),1.34  ( OK ),1.50  ( OK ),53.81  ( OK ),45.90  ( OK ),70.77  ( OK ),57.04  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),8807.56  ( OK ),74.36  ( OK ),
Fri  Feb 21 13:00:00  CST,0.00  ( OK ),1.39  ( OK ),1.50  ( OK ),53.95  ( OK ),46.06  ( OK ),70.67  ( OK ),57.11  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),8734.86  ( OK ),75.92  ( OK ),
Fri  Feb 21 13:15:00  CST,0.00  ( OK ),1.47  ( OK ),1.50  ( OK ),54.12  ( OK ),46.34  ( OK ),70.51  ( OK ),57.19  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),8713.53  ( OK ),75.38  ( OK ),
Fri  Feb 21 13:30:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),53.77  ( OK ),45.24  ( OK ),70.51  ( OK ),56.97  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9189.19  ( OK ),74.99  ( OK ),
Fri  Feb 21 13:45:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),54.13  ( OK ),46.25  ( OK ),70.39  ( OK ),57.14  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9030.64  ( OK ),75.82  ( OK ),
Fri  Feb 21 14:00:00  CST,0.00  ( OK ),1.43  ( OK ),1.50  ( OK ),53.79  ( OK ),43.68  ( OK ),70.41  ( OK ),56.67  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9351.54  ( OK ),76.54  ( OK ),
Fri  Feb 21 14:15:00  CST,0.00  ( OK ),1.44  ( OK ),1.50  ( OK ),53.95  ( OK ),44.15  ( OK ),70.42  ( OK ),56.79  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9660.52  ( OK ),77.47  ( OK ),
Fri  Feb 21 14:30:00  CST,0.00  ( OK ),1.46  ( OK ),1.50  ( OK ),53.94  ( OK ),43.47  ( OK ),70.36  ( OK ),56.72  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9920.11  ( OK ),77.75  ( OK ),
Fri  Feb 21 14:45:00  CST,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),53.99  ( OK ),43.70  ( OK ),70.29  ( OK ),56.81  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9758.96  ( OK ),77.93  ( OK ),
Fri  Feb 21 15:00:00  CST,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),54.06  ( OK ),43.65  ( OK ),70.24  ( OK ),56.81  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),10142.29  ( OK ),78.54  ( OK ),
Fri  Feb 21 15:15:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),54.09  ( OK ),44.10  ( OK ),70.21  ( OK ),56.94  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9825.59  ( OK ),78.51  ( OK ),
Fri  Feb 21 15:30:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),53.95  ( OK ),44.15  ( OK ),70.21  ( OK ),56.87  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9786.02  ( OK ),78.87  ( OK ),
Fri  Feb 21 15:45:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),54.20  ( OK ),44.74  ( OK ),70.20  ( OK ),57.06  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9618.97  ( OK ),78.67  ( OK ),
Fri  Feb 21 16:00:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),53.92  ( OK ),44.31  ( OK ),70.16  ( OK ),56.89  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9881.54  ( OK ),79.12  ( OK ),
Fri  Feb 21 16:15:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),53.94  ( OK ),43.89  ( OK ),70.07  ( OK ),56.87  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9791.79  ( OK ),79.39  ( OK ),
Fri  Feb 21 16:30:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),54.17  ( OK ),45.53  ( OK ),70.06  ( OK ),57.13  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9323.74  ( OK ),78.99  ( OK ),
Fri  Feb 21 16:45:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),53.80  ( OK ),45.31  ( OK ),70.11  ( OK ),57.16  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9413.97  ( OK ),78.56  ( OK ),
Fri  Feb 21 17:00:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),53.75  ( OK ),44.17  ( OK ),70.05  ( OK ),56.79  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9536.35  ( OK ),78.74  ( OK ),
Fri  Feb 21 17:15:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),53.95  ( OK ),44.40  ( OK ),70.15  ( OK ),56.88  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9696.55  ( OK ),77.82  ( OK ),
Fri  Feb 21 17:30:00  CST,0.00  ( OK ),1.55  ( OK ),1.50  ( OK ),54.04  ( OK ),44.08  ( OK ),70.18  ( OK ),56.80  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9517.51  ( OK ),77.24  ( OK ),
Fri  Feb 21 17:45:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),54.32  ( OK ),48.72  ( OK ),70.23  ( OK ),57.65  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),8297.37  ( OK ),76.91  ( OK ),
Fri  Feb 21 18:00:00  CST,0.00  ( OK ),1.61  ( OK ),1.50  ( OK ),54.20  ( OK ),51.91  ( OK ),70.33  ( OK ),57.56  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),6652.42  ( OK ),73.15  ( OK ),
Fri  Feb 21 18:15:00  CST,0.00  ( OK ),1.76  ( OK ),1.50  ( OK ),54.51  ( OK ),57.00  ( OK ),70.46  ( OK ),57.63  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),4871.77  ( OK ),68.31  ( OK ),
Fri  Feb 21 18:30:00  CST,0.00  ( OK ),1.73  ( OK ),1.50  ( OK ),54.70  ( OK ),66.12  ( OK ),70.54  ( OK ),58.11  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),2823.65  ( OK ),65.01  ( OK ),
Fri  Feb 21 18:45:00  CST,0.00  ( OK ),1.61  ( OK ),1.50  ( OK ),54.51  ( OK ),70.67  ( OK ),70.64  ( OK ),57.77  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),2298.74  ( OK ),63.08  ( OK ),
Fri  Feb 21 19:00:00  CST,0.00  ( OK ),1.60  ( OK ),1.50  ( OK ),52.42  ( OK ),64.65  ( OK ),70.67  ( OK ),56.58  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),2564.90  ( OK ),62.37  ( OK ),
Fri  Feb 21 19:15:00  CST,0.00  ( OK ),1.58  ( OK ),1.50  ( OK ),55.20  ( OK ),79.30  ( OK ),70.67  ( OK ),57.16  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),1731.04  ( OK ),60.30  ( OK ),
Fri  Feb 21 19:30:00  CST,0.00  ( OK ),1.54  ( OK ),1.50  ( OK ),55.41  ( OK ),90.61  ( OK ),70.89  ( OK ),58.21  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),1385.38  ( OK ),59.40  ( OK ),
Fri  Feb 21 19:45:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),52.86  ( OK ),76.77  ( OK ),70.91  ( OK ),57.36  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),1207.80  ( OK ),58.71  ( OK ),
Fri  Feb 21 20:00:00  CST,0.00  ( OK ),1.55  ( OK ),1.50  ( OK ),55.19  ( OK ),80.60  ( OK ),70.86  ( OK ),56.65  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),1244.30  ( OK ),58.63  ( OK ),
Fri  Feb 21 20:15:00  CST,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),52.73  ( OK ),73.44  ( OK ),70.85  ( OK ),57.75  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),1609.05  ( OK ),59.11  ( OK ),
Fri  Feb 21 20:30:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),52.98  ( OK ),71.14  ( OK ),70.76  ( OK ),57.55  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),1446.03  ( OK ),57.81  ( OK ),
Fri  Feb 21 20:45:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),54.21  ( OK ),72.71  ( OK ),70.80  ( OK ),57.37  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),1152.43  ( OK ),58.77  ( OK ),
Fri  Feb 21 21:00:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),54.13  ( OK ),73.35  ( OK ),70.84  ( OK ),57.62  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),1410.40  ( OK ),59.23  ( OK ),
Fri  Feb 21 21:15:00  CST,0.00  ( OK ),1.55  ( OK ),1.50  ( OK ),53.74  ( OK ),73.18  ( OK ),71.17  ( OK ),57.67  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),1528.95  ( OK ),58.56  ( OK ),
Fri  Feb 21 21:30:00  CST,0.00  ( OK ),1.45  ( OK ),1.50  ( OK ),54.13  ( OK ),73.81  ( OK ),71.29  ( OK ),57.46  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),1568.51  ( OK ),59.00  ( OK ),
Fri  Feb 21 21:45:00  CST,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),53.56  ( OK ),71.47  ( OK ),71.40  ( OK ),57.54  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),1752.61  ( OK ),59.27  ( OK ),
Fri  Feb 21 22:00:00  CST,0.00  ( OK ),1.47  ( OK ),1.50  ( OK ),53.97  ( OK ),71.43  ( OK ),71.43  ( OK ),57.36  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),1511.81  ( OK ),59.42  ( OK ),
Fri  Feb 21 22:15:00  CST,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),54.13  ( OK ),71.76  ( OK ),71.44  ( OK ),57.58  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),1805.12  ( OK ),59.19  ( OK ),
Fri  Feb 21 22:30:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),53.64  ( OK ),69.39  ( OK ),71.47  ( OK ),57.42  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),1873.23  ( OK ),59.93  ( OK ),
Fri  Feb 21 22:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),55.20  ( OK ),0.00  ( OK ),71.43  ( OK ),66.41  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Feb 21 23:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),56.29  ( OK ),0.00  ( OK ),71.28  ( OK ),71.41  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Feb 21 23:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),57.40  ( OK ),0.00  ( OK ),71.19  ( OK ),73.13  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Feb 21 23:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),58.51  ( OK ),0.00  ( OK ),71.13  ( OK ),73.82  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Feb 21 23:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),59.47  ( OK ),0.00  ( OK ),71.02  ( OK ),73.96  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
