TT,AHU6_CCV-AHU6-Percentage,AHU6_DSP-AHU6-inch,AHU6_DSPSP-AHU6-inch,AHU6_MAT-AHU6-degree Fahrenheit,AHU6_MaxDMP-AHU6-Percentage,AHU6_RAT-AHU6-degree Fahrenheit,AHU6_SAT-AHU6-degree Fahrenheit,AHU6_SATSP-AHU6-degree Fahrenheit,AHU6_SFC-AHU6-No Unit,AHU6_SFS-AHU6-No Unit,AHU6_SupCFM-AHU6-cubic foot per minute,AHU6_SupVFD-AHU6-Percentage,
Fri  Mar 21 00:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),66.78  ( OK ),0.00  ( OK ),71.38  ( OK ),71.75  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 00:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),67.00  ( OK ),0.00  ( OK ),71.37  ( OK ),71.81  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 00:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),67.23  ( OK ),0.00  ( OK ),71.37  ( OK ),71.81  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 01:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),67.38  ( OK ),0.00  ( OK ),71.33  ( OK ),71.82  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 01:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),67.54  ( OK ),0.00  ( OK ),71.33  ( OK ),71.85  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 01:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),67.70  ( OK ),0.00  ( OK ),71.31  ( OK ),71.87  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 01:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),67.85  ( OK ),0.00  ( OK ),71.29  ( OK ),71.85  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 02:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),67.98  ( OK ),0.00  ( OK ),71.28  ( OK ),71.93  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 02:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.13  ( OK ),0.00  ( OK ),71.28  ( OK ),71.90  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 02:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.22  ( OK ),0.00  ( OK ),71.29  ( OK ),71.96  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 02:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.31  ( OK ),0.00  ( OK ),71.28  ( OK ),72.13  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 03:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.47  ( OK ),0.00  ( OK ),71.28  ( OK ),72.59  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 03:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.54  ( OK ),0.00  ( OK ),71.28  ( OK ),73.05  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 03:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.62  ( OK ),0.00  ( OK ),71.25  ( OK ),73.26  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 03:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.77  ( OK ),0.00  ( OK ),71.27  ( OK ),73.42  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 04:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.84  ( OK ),0.00  ( OK ),71.23  ( OK ),73.65  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 04:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.93  ( OK ),0.00  ( OK ),71.22  ( OK ),73.73  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 04:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),69.05  ( OK ),0.00  ( OK ),71.20  ( OK ),73.98  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 04:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),69.10  ( OK ),0.00  ( OK ),71.18  ( OK ),74.12  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 05:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),69.23  ( OK ),0.00  ( OK ),71.17  ( OK ),74.18  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 05:15:00  CST,0.00  ( OK ),1.06  ( OK ),1.50  ( OK ),52.78  ( OK ),49.58  ( OK ),71.81  ( OK ),56.23  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),8527.75  ( OK ),65.35  ( OK ),
Fri  Mar 21 05:30:00  CST,0.00  ( OK ),1.25  ( OK ),1.50  ( OK ),53.75  ( OK ),49.31  ( OK ),71.97  ( OK ),57.05  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),8094.01  ( OK ),69.33  ( OK ),
Fri  Mar 21 05:45:00  CST,0.00  ( OK ),1.39  ( OK ),1.50  ( OK ),53.87  ( OK ),51.86  ( OK ),71.91  ( OK ),57.42  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),7080.29  ( OK ),70.17  ( OK ),
Fri  Mar 21 06:00:00  CST,0.00  ( OK ),1.63  ( OK ),1.50  ( OK ),54.47  ( OK ),57.68  ( OK ),71.79  ( OK ),57.62  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),4771.01  ( OK ),66.21  ( OK ),
Fri  Mar 21 06:15:00  CST,0.00  ( OK ),1.62  ( OK ),1.50  ( OK ),54.19  ( OK ),58.89  ( OK ),71.66  ( OK ),57.21  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),4537.47  ( OK ),64.28  ( OK ),
Fri  Mar 21 06:30:00  CST,0.00  ( OK ),1.60  ( OK ),1.50  ( OK ),54.05  ( OK ),59.95  ( OK ),71.66  ( OK ),57.15  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),4307.69  ( OK ),62.49  ( OK ),
Fri  Mar 21 06:45:00  CST,0.00  ( OK ),1.61  ( OK ),1.50  ( OK ),54.23  ( OK ),64.21  ( OK ),71.61  ( OK ),57.01  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),3094.42  ( OK ),61.04  ( OK ),
Fri  Mar 21 07:00:00  CST,0.00  ( OK ),1.55  ( OK ),1.50  ( OK ),54.33  ( OK ),67.63  ( OK ),71.57  ( OK ),57.34  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),2833.74  ( OK ),60.52  ( OK ),
Fri  Mar 21 07:15:00  CST,0.00  ( OK ),1.55  ( OK ),1.50  ( OK ),54.13  ( OK ),67.96  ( OK ),71.51  ( OK ),57.35  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),2904.33  ( OK ),59.99  ( OK ),
Fri  Mar 21 07:30:00  CST,0.00  ( OK ),1.55  ( OK ),1.50  ( OK ),54.13  ( OK ),67.96  ( OK ),71.51  ( OK ),57.35  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),2904.33  ( OK ),59.99  ( OK ),
Fri  Mar 21 07:45:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),53.64  ( OK ),63.39  ( OK ),71.60  ( OK ),57.80  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),3789.94  ( OK ),60.60  ( OK ),
Fri  Mar 21 08:00:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),53.64  ( OK ),63.39  ( OK ),71.60  ( OK ),57.80  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),3789.94  ( OK ),60.60  ( OK ),
Fri  Mar 21 08:15:00  CST,0.00  ( OK ),1.37  ( OK ),1.50  ( OK ),53.78  ( OK ),59.66  ( OK ),71.68  ( OK ),56.88  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),5781.40  ( OK ),63.44  ( OK ),
Fri  Mar 21 08:30:00  CST,0.00  ( OK ),1.37  ( OK ),1.50  ( OK ),53.78  ( OK ),59.66  ( OK ),71.68  ( OK ),56.88  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),5781.40  ( OK ),63.44  ( OK ),
Fri  Mar 21 08:45:00  CST,0.00  ( OK ),1.37  ( OK ),1.50  ( OK ),53.78  ( OK ),59.66  ( OK ),71.68  ( OK ),56.88  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),5781.40  ( OK ),63.44  ( OK ),
Fri  Mar 21 09:00:00  CST,0.00  ( OK ),1.37  ( OK ),1.50  ( OK ),53.78  ( OK ),59.66  ( OK ),71.68  ( OK ),56.88  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),5781.40  ( OK ),63.44  ( OK ),
Fri  Mar 21 09:15:00  CST,0.00  ( OK ),1.37  ( OK ),1.50  ( OK ),53.78  ( OK ),59.66  ( OK ),71.68  ( OK ),56.88  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),5781.40  ( OK ),63.44  ( OK ),
Fri  Mar 21 09:30:00  CST,0.00  ( OK ),1.37  ( OK ),1.50  ( OK ),53.78  ( OK ),59.66  ( OK ),71.68  ( OK ),56.88  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),5781.40  ( OK ),63.44  ( OK ),
Fri  Mar 21 09:45:00  CST,0.00  ( OK ),1.36  ( OK ),1.50  ( OK ),53.93  ( OK ),61.74  ( OK ),71.18  ( OK ),57.46  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),8561.23  ( OK ),78.57  ( OK ),
Fri  Mar 21 10:00:00  CST,0.00  ( OK ),1.36  ( OK ),1.50  ( OK ),53.93  ( OK ),61.74  ( OK ),71.18  ( OK ),57.46  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),8561.23  ( OK ),78.57  ( OK ),
Fri  Mar 21 10:15:00  CST,0.00  ( OK ),1.29  ( OK ),1.50  ( OK ),54.15  ( OK ),65.63  ( OK ),71.11  ( OK ),58.40  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),9347.48  ( OK ),84.47  ( OK ),
Fri  Mar 21 10:30:00  CST,0.00  ( OK ),1.29  ( OK ),1.50  ( OK ),54.15  ( OK ),65.63  ( OK ),71.11  ( OK ),58.40  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),9347.48  ( OK ),84.47  ( OK ),
Fri  Mar 21 10:45:00  CST,0.00  ( OK ),1.29  ( OK ),1.50  ( OK ),54.15  ( OK ),65.63  ( OK ),71.11  ( OK ),58.40  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),9347.48  ( OK ),84.47  ( OK ),
Fri  Mar 21 11:00:00  CST,0.00  ( OK ),1.38  ( OK ),1.50  ( OK ),54.11  ( OK ),68.74  ( OK ),70.95  ( OK ),58.30  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),10702.27  ( OK ),90.24  ( OK ),
Fri  Mar 21 11:15:00  CST,0.00  ( OK ),1.38  ( OK ),1.50  ( OK ),54.11  ( OK ),68.74  ( OK ),70.95  ( OK ),58.30  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),10702.27  ( OK ),90.24  ( OK ),
Fri  Mar 21 11:30:00  CST,0.00  ( OK ),1.38  ( OK ),1.50  ( OK ),54.11  ( OK ),68.74  ( OK ),70.95  ( OK ),58.30  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),10702.27  ( OK ),90.24  ( OK ),
Fri  Mar 21 11:45:00  CST,0.00  ( OK ),1.34  ( OK ),1.50  ( OK ),54.17  ( OK ),77.79  ( OK ),71.50  ( OK ),58.89  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),11607.39  ( OK ),99.42  ( OK ),
Fri  Mar 21 12:00:00  CST,0.00  ( OK ),1.34  ( OK ),1.50  ( OK ),54.17  ( OK ),77.79  ( OK ),71.50  ( OK ),58.89  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),11607.39  ( OK ),99.42  ( OK ),
Fri  Mar 21 12:15:00  CST,0.00  ( OK ),1.30  ( OK ),1.50  ( OK ),54.70  ( OK ),81.90  ( OK ),71.20  ( OK ),58.62  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),11335.80  ( OK ),99.99  ( OK ),
Fri  Mar 21 12:30:00  CST,0.00  ( OK ),1.30  ( OK ),1.50  ( OK ),54.70  ( OK ),81.90  ( OK ),71.20  ( OK ),58.62  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),11335.80  ( OK ),99.99  ( OK ),
Fri  Mar 21 12:45:00  CST,0.00  ( OK ),1.30  ( OK ),1.50  ( OK ),54.70  ( OK ),81.90  ( OK ),71.20  ( OK ),58.62  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),11335.80  ( OK ),99.99  ( OK ),
Fri  Mar 21 13:00:00  CST,0.00  ( OK ),1.16  ( OK ),1.50  ( OK ),54.51  ( OK ),88.35  ( OK ),71.40  ( OK ),59.16  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),11321.89  ( OK ),99.99  ( OK ),
Fri  Mar 21 13:15:00  CST,0.00  ( OK ),1.16  ( OK ),1.50  ( OK ),54.51  ( OK ),88.35  ( OK ),71.40  ( OK ),59.16  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),11321.89  ( OK ),99.99  ( OK ),
Fri  Mar 21 13:30:00  CST,0.00  ( OK ),1.16  ( OK ),1.50  ( OK ),54.51  ( OK ),88.35  ( OK ),71.40  ( OK ),59.16  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),11321.89  ( OK ),99.99  ( OK ),
Fri  Mar 21 13:45:00  CST,0.00  ( OK ),1.16  ( OK ),1.50  ( OK ),54.51  ( OK ),88.35  ( OK ),71.40  ( OK ),59.16  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),11321.89  ( OK ),99.99  ( OK ),
Fri  Mar 21 14:00:00  CST,0.00  ( OK ),1.16  ( OK ),1.50  ( OK ),54.51  ( OK ),88.35  ( OK ),71.40  ( OK ),59.16  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),11321.89  ( OK ),99.99  ( OK ),
Fri  Mar 21 14:15:00  CST,99.99  ( OK ),0.90  ( OK ),1.50  ( OK ),54.89  ( OK ),100.00  ( OK ),71.21  ( OK ),59.62  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),11028.83  ( OK ),99.99  ( OK ),
Fri  Mar 21 14:30:00  CST,99.99  ( OK ),0.90  ( OK ),1.50  ( OK ),54.89  ( OK ),100.00  ( OK ),71.21  ( OK ),59.62  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),11028.83  ( OK ),99.99  ( OK ),
Fri  Mar 21 14:45:00  CST,99.99  ( OK ),1.12  ( OK ),1.50  ( OK ),55.11  ( OK ),100.00  ( OK ),70.98  ( OK ),59.65  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),9977.60  ( OK ),99.99  ( OK ),
Fri  Mar 21 15:00:00  CST,99.99  ( OK ),1.12  ( OK ),1.50  ( OK ),55.11  ( OK ),100.00  ( OK ),70.98  ( OK ),59.65  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),9977.60  ( OK ),99.99  ( OK ),
Fri  Mar 21 15:15:00  CST,99.99  ( OK ),1.12  ( OK ),1.50  ( OK ),55.11  ( OK ),100.00  ( OK ),70.98  ( OK ),59.65  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),9977.60  ( OK ),99.99  ( OK ),
Fri  Mar 21 15:30:00  CST,99.99  ( OK ),1.12  ( OK ),1.50  ( OK ),55.11  ( OK ),100.00  ( OK ),70.98  ( OK ),59.65  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),9977.60  ( OK ),99.99  ( OK ),
Fri  Mar 21 15:45:00  CST,99.99  ( OK ),1.12  ( OK ),1.50  ( OK ),55.11  ( OK ),100.00  ( OK ),70.98  ( OK ),59.65  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),9977.60  ( OK ),99.99  ( OK ),
Fri  Mar 21 16:00:00  CST,99.99  ( OK ),1.68  ( OK ),1.50  ( OK ),56.12  ( OK ),100.00  ( OK ),70.58  ( OK ),60.20  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),5080.88  ( OK ),82.96  ( OK ),
Fri  Mar 21 16:15:00  CST,99.99  ( OK ),1.68  ( OK ),1.50  ( OK ),56.12  ( OK ),100.00  ( OK ),70.58  ( OK ),60.20  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),5080.88  ( OK ),82.96  ( OK ),
Fri  Mar 21 16:30:00  CST,99.99  ( OK ),1.62  ( OK ),1.50  ( OK ),56.45  ( OK ),100.00  ( OK ),70.51  ( OK ),61.50  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),4115.14  ( OK ),79.70  ( OK ),
Fri  Mar 21 16:45:00  CST,99.99  ( OK ),1.62  ( OK ),1.50  ( OK ),56.45  ( OK ),100.00  ( OK ),70.51  ( OK ),61.50  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),4115.14  ( OK ),79.70  ( OK ),
Fri  Mar 21 17:00:00  CST,99.99  ( OK ),1.62  ( OK ),1.50  ( OK ),56.45  ( OK ),100.00  ( OK ),70.51  ( OK ),61.50  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),4115.14  ( OK ),79.70  ( OK ),
Fri  Mar 21 17:15:00  CST,99.99  ( OK ),1.62  ( OK ),1.50  ( OK ),56.45  ( OK ),100.00  ( OK ),70.51  ( OK ),61.50  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),4115.14  ( OK ),79.70  ( OK ),
Fri  Mar 21 17:30:00  CST,99.99  ( OK ),1.62  ( OK ),1.50  ( OK ),56.45  ( OK ),100.00  ( OK ),70.51  ( OK ),61.50  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),4115.14  ( OK ),79.70  ( OK ),
Fri  Mar 21 17:45:00  CST,99.99  ( OK ),1.62  ( OK ),1.50  ( OK ),56.45  ( OK ),100.00  ( OK ),70.51  ( OK ),61.50  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),4115.14  ( OK ),79.70  ( OK ),
Fri  Mar 21 18:00:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),61.63  ( OK ),0.00  ( OK ),71.77  ( OK ),68.00  ( OK ),56.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 18:15:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),61.63  ( OK ),0.00  ( OK ),71.77  ( OK ),68.00  ( OK ),56.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 18:30:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),62.45  ( OK ),0.00  ( OK ),72.28  ( OK ),68.95  ( OK ),56.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 18:45:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),62.45  ( OK ),0.00  ( OK ),72.28  ( OK ),68.95  ( OK ),56.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 19:00:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),63.12  ( OK ),0.00  ( OK ),72.36  ( OK ),69.43  ( OK ),56.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 19:15:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),63.12  ( OK ),0.00  ( OK ),72.36  ( OK ),69.43  ( OK ),56.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 19:30:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),63.12  ( OK ),0.00  ( OK ),72.36  ( OK ),69.43  ( OK ),56.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 19:45:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),63.58  ( OK ),0.00  ( OK ),72.13  ( OK ),69.64  ( OK ),56.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 20:00:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),63.58  ( OK ),0.00  ( OK ),72.13  ( OK ),69.64  ( OK ),56.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 20:15:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),63.58  ( OK ),0.00  ( OK ),72.13  ( OK ),69.64  ( OK ),56.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 20:30:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),64.31  ( OK ),0.00  ( OK ),72.20  ( OK ),70.87  ( OK ),56.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 20:45:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),64.31  ( OK ),0.00  ( OK ),72.20  ( OK ),70.87  ( OK ),56.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 21:00:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),64.77  ( OK ),0.00  ( OK ),72.34  ( OK ),71.19  ( OK ),56.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 21:15:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),64.77  ( OK ),0.00  ( OK ),72.34  ( OK ),71.19  ( OK ),56.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 21:30:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),64.77  ( OK ),0.00  ( OK ),72.34  ( OK ),71.19  ( OK ),56.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 21:45:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),64.77  ( OK ),0.00  ( OK ),72.34  ( OK ),71.19  ( OK ),56.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 22:00:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),64.77  ( OK ),0.00  ( OK ),72.34  ( OK ),71.19  ( OK ),56.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 22:15:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),64.77  ( OK ),0.00  ( OK ),72.34  ( OK ),71.19  ( OK ),56.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 22:30:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),65.79  ( OK ),0.00  ( OK ),71.59  ( OK ),74.73  ( OK ),56.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 22:45:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),65.79  ( OK ),0.00  ( OK ),71.59  ( OK ),74.73  ( OK ),56.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 23:00:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),65.79  ( OK ),0.00  ( OK ),71.51  ( OK ),74.73  ( OK ),56.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 23:15:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),65.79  ( OK ),0.00  ( OK ),71.59  ( OK ),74.73  ( OK ),56.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 23:30:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),65.79  ( OK ),0.00  ( OK ),71.59  ( OK ),74.73  ( OK ),56.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Fri  Mar 21 23:45:00  CST,0.00  ( OK ),0.40  ( OK ),1.50  ( OK ),67.23  ( OK ),0.00  ( OK ),71.44  ( OK ),74.74  ( OK ),56.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Sat  Mar 22 00:00:00  CST,0.00  ( Interpolated ),0.40  ( OK ),0.00  ( Interpolated ),67.23  ( OK ),0.00  ( Interpolated ),71.44  ( OK ),74.74  ( OK ),56.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
Sat  Mar 22 00:15:00  CST,0.00  ( Interpolated ),0.40  ( OK ),0.00  ( Interpolated ),67.23  ( OK ),0.00  ( Interpolated ),71.44  ( OK ),74.74  ( OK ),56.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),
