TT,Global_OAH-global-Percentage,Global_OAT-global-degree Fahrenheit,OAWB-global-degree Fahrenheit,
Mon  Jun 23 09:15:00  CDT,89.76  ( OK ),72.07  ( OK ),69.83  ( OK ),
Mon  Jun 23 09:30:00  CDT,89.36  ( OK ),72.09  ( OK ),69.78  ( OK ),
Mon  Jun 23 09:45:00  CDT,89.90  ( OK ),71.47  ( OK ),69.29  ( OK ),
Mon  Jun 23 10:00:00  CDT,90.19  ( OK ),71.27  ( OK ),69.19  ( OK ),
Mon  Jun 23 10:15:00  CDT,90.20  ( OK ),71.47  ( OK ),69.38  ( OK ),
Mon  Jun 23 10:30:00  CDT,90.21  ( OK ),72.31  ( OK ),70.19  ( OK ),
Mon  Jun 23 10:45:00  CDT,90.23  ( OK ),73.56  ( OK ),71.40  ( OK ),
Mon  Jun 23 11:00:00  CDT,90.25  ( OK ),74.90  ( OK ),72.77  ( OK ),
Mon  Jun 23 11:15:00  CDT,90.25  ( OK ),75.13  ( OK ),72.98  ( OK ),
Mon  Jun 23 11:30:00  CDT,90.26  ( OK ),75.61  ( OK ),73.42  ( OK ),
Mon  Jun 23 11:45:00  CDT,90.26  ( OK ),76.08  ( OK ),73.84  ( OK ),
Mon  Jun 23 12:00:00  CDT,90.27  ( OK ),76.44  ( OK ),74.19  ( OK ),
Mon  Jun 23 12:15:00  CDT,90.27  ( OK ),76.24  ( OK ),74.00  ( OK ),
Mon  Jun 23 12:30:00  CDT,90.26  ( OK ),76.34  ( OK ),74.10  ( OK ),
Mon  Jun 23 12:45:00  CDT,90.27  ( OK ),76.68  ( OK ),74.39  ( OK ),
Mon  Jun 23 13:00:00  CDT,90.27  ( OK ),76.94  ( OK ),74.70  ( OK ),
Mon  Jun 23 13:15:00  CDT,90.28  ( OK ),77.54  ( OK ),75.29  ( OK ),
Mon  Jun 23 13:30:00  CDT,90.30  ( OK ),78.49  ( OK ),76.19  ( OK ),
Mon  Jun 23 13:45:00  CDT,90.32  ( OK ),80.18  ( OK ),77.85  ( OK ),
Mon  Jun 23 14:00:00  CDT,88.70  ( OK ),81.18  ( OK ),78.39  ( OK ),
Mon  Jun 23 14:15:00  CDT,87.17  ( OK ),81.36  ( OK ),78.19  ( OK ),
Mon  Jun 23 14:30:00  CDT,84.16  ( OK ),81.57  ( OK ),77.68  ( OK ),
Mon  Jun 23 14:45:00  CDT,84.78  ( OK ),81.84  ( OK ),78.10  ( OK ),
Mon  Jun 23 15:00:00  CDT,84.13  ( OK ),81.39  ( OK ),77.49  ( OK ),
Mon  Jun 23 15:15:00  CDT,83.64  ( OK ),81.65  ( OK ),77.59  ( OK ),
Mon  Jun 23 15:30:00  CDT,81.98  ( OK ),81.74  ( OK ),77.29  ( OK ),
Mon  Jun 23 15:45:00  CDT,82.16  ( OK ),82.47  ( OK ),77.99  ( OK ),
Mon  Jun 23 16:00:00  CDT,79.17  ( OK ),83.11  ( OK ),77.83  ( OK ),
Mon  Jun 23 16:15:00  CDT,79.29  ( OK ),83.33  ( OK ),78.09  ( OK ),
Mon  Jun 23 16:30:00  CDT,78.71  ( OK ),84.23  ( OK ),78.78  ( OK ),
Mon  Jun 23 16:45:00  CDT,75.84  ( OK ),85.23  ( OK ),78.90  ( OK ),
Mon  Jun 23 17:00:00  CDT,75.84  ( OK ),85.23  ( OK ),78.90  ( OK ),
Mon  Jun 23 17:15:00  CDT,68.62  ( OK ),88.25  ( OK ),79.50  ( OK ),
Mon  Jun 23 17:30:00  CDT,62.57  ( OK ),92.06  ( OK ),81.00  ( OK ),
Mon  Jun 23 17:45:00  CDT,57.56  ( OK ),94.24  ( OK ),81.19  ( OK ),
Mon  Jun 23 18:00:00  CDT,60.87  ( OK ),92.75  ( OK ),81.06  ( OK ),
Mon  Jun 23 18:15:00  CDT,63.25  ( OK ),91.43  ( OK ),80.69  ( OK ),
Mon  Jun 23 18:30:00  CDT,68.01  ( OK ),87.27  ( OK ),78.46  ( OK ),
Mon  Jun 23 18:45:00  CDT,72.38  ( OK ),85.32  ( OK ),77.99  ( OK ),
Mon  Jun 23 19:00:00  CDT,72.18  ( OK ),84.53  ( OK ),77.20  ( OK ),
Mon  Jun 23 19:15:00  CDT,72.18  ( OK ),84.52  ( OK ),77.19  ( OK ),
Mon  Jun 23 19:30:00  CDT,72.58  ( OK ),84.87  ( OK ),77.60  ( OK ),
Mon  Jun 23 19:45:00  CDT,75.06  ( OK ),83.58  ( OK ),77.10  ( OK ),
Mon  Jun 23 20:00:00  CDT,77.12  ( OK ),82.53  ( OK ),76.70  ( OK ),
Mon  Jun 23 20:15:00  CDT,79.56  ( OK ),81.43  ( OK ),76.37  ( OK ),
Mon  Jun 23 20:30:00  CDT,81.04  ( OK ),80.63  ( OK ),76.00  ( OK ),
Mon  Jun 23 20:45:00  CDT,82.05  ( OK ),80.04  ( OK ),75.70  ( OK ),
Mon  Jun 23 21:00:00  CDT,82.75  ( OK ),79.70  ( OK ),75.50  ( OK ),
Mon  Jun 23 21:15:00  CDT,83.06  ( OK ),79.56  ( OK ),75.50  ( OK ),
Mon  Jun 23 21:30:00  CDT,82.93  ( OK ),79.35  ( OK ),75.22  ( OK ),
Mon  Jun 23 21:45:00  CDT,82.49  ( OK ),79.21  ( OK ),75.00  ( OK ),
Mon  Jun 23 22:00:00  CDT,82.95  ( OK ),78.98  ( OK ),74.90  ( OK ),
Mon  Jun 23 22:15:00  CDT,83.00  ( OK ),78.70  ( OK ),74.70  ( OK ),
Mon  Jun 23 22:30:00  CDT,83.27  ( OK ),78.44  ( OK ),74.50  ( OK ),
Mon  Jun 23 22:45:00  CDT,83.72  ( OK ),78.13  ( OK ),74.30  ( OK ),
Mon  Jun 23 23:00:00  CDT,83.98  ( OK ),77.92  ( OK ),74.18  ( OK ),
Mon  Jun 23 23:15:00  CDT,84.24  ( OK ),77.81  ( OK ),74.10  ( OK ),
Mon  Jun 23 23:30:00  CDT,84.29  ( OK ),77.76  ( OK ),74.08  ( OK ),
Mon  Jun 23 23:45:00  CDT,84.67  ( OK ),77.58  ( OK ),74.00  ( OK ),
Tue  Jun 24 00:00:00  CDT,84.85  ( OK ),77.34  ( OK ),73.80  ( OK ),
Tue  Jun 24 00:15:00  CDT,85.01  ( OK ),77.29  ( OK ),73.79  ( OK ),
Tue  Jun 24 00:30:00  CDT,85.04  ( OK ),77.09  ( OK ),73.60  ( OK ),
Tue  Jun 24 00:45:00  CDT,85.05  ( OK ),76.83  ( OK ),73.40  ( OK ),
Tue  Jun 24 01:00:00  CDT,85.49  ( OK ),76.46  ( OK ),73.10  ( OK ),
Tue  Jun 24 01:15:00  CDT,85.56  ( OK ),76.27  ( OK ),72.90  ( OK ),
Tue  Jun 24 01:30:00  CDT,85.80  ( OK ),76.19  ( OK ),72.90  ( OK ),
Tue  Jun 24 01:45:00  CDT,85.87  ( OK ),76.08  ( OK ),72.80  ( OK ),
Tue  Jun 24 02:00:00  CDT,86.21  ( OK ),75.93  ( OK ),72.80  ( OK ),
Tue  Jun 24 02:15:00  CDT,85.97  ( OK ),75.85  ( OK ),72.61  ( OK ),
Tue  Jun 24 02:30:00  CDT,86.33  ( OK ),75.59  ( OK ),72.44  ( OK ),
Tue  Jun 24 02:45:00  CDT,86.59  ( OK ),75.59  ( OK ),72.50  ( OK ),
Tue  Jun 24 03:00:00  CDT,86.59  ( OK ),75.59  ( OK ),72.50  ( OK ),
Tue  Jun 24 03:15:00  CDT,87.11  ( OK ),75.50  ( OK ),72.50  ( OK ),
Tue  Jun 24 03:30:00  CDT,87.47  ( OK ),75.22  ( OK ),72.40  ( OK ),
Tue  Jun 24 03:45:00  CDT,88.01  ( OK ),74.98  ( OK ),72.28  ( OK ),
Tue  Jun 24 04:00:00  CDT,88.26  ( OK ),74.72  ( OK ),72.10  ( OK ),
Tue  Jun 24 04:15:00  CDT,88.65  ( OK ),74.50  ( OK ),71.90  ( OK ),
Tue  Jun 24 04:30:00  CDT,88.71  ( OK ),74.18  ( OK ),71.63  ( OK ),
Tue  Jun 24 04:45:00  CDT,89.37  ( OK ),74.16  ( OK ),71.80  ( OK ),
Tue  Jun 24 05:00:00  CDT,89.50  ( OK ),74.04  ( OK ),71.70  ( OK ),
Tue  Jun 24 05:15:00  CDT,89.45  ( OK ),73.88  ( OK ),71.50  ( OK ),
Tue  Jun 24 05:30:00  CDT,89.85  ( OK ),73.82  ( OK ),71.60  ( OK ),
Tue  Jun 24 05:45:00  CDT,90.20  ( OK ),73.67  ( OK ),71.50  ( OK ),
Tue  Jun 24 06:00:00  CDT,90.21  ( OK ),73.63  ( OK ),71.50  ( OK ),
Tue  Jun 24 06:15:00  CDT,90.21  ( OK ),73.59  ( OK ),71.40  ( OK ),
Tue  Jun 24 06:30:00  CDT,90.21  ( OK ),73.64  ( OK ),71.50  ( OK ),
Tue  Jun 24 06:45:00  CDT,90.20  ( OK ),73.76  ( OK ),71.60  ( OK ),
Tue  Jun 24 07:00:00  CDT,90.18  ( OK ),73.91  ( OK ),71.80  ( OK ),
Tue  Jun 24 07:15:00  CDT,90.21  ( OK ),74.14  ( OK ),72.00  ( OK ),
Tue  Jun 24 07:30:00  CDT,89.89  ( OK ),74.31  ( OK ),72.10  ( OK ),
Tue  Jun 24 07:45:00  CDT,89.79  ( OK ),74.45  ( OK ),72.20  ( OK ),
Tue  Jun 24 08:00:00  CDT,89.77  ( OK ),74.72  ( OK ),72.46  ( OK ),
Tue  Jun 24 08:15:00  CDT,89.77  ( OK ),75.17  ( OK ),72.88  ( OK ),
Tue  Jun 24 08:30:00  CDT,89.42  ( OK ),75.49  ( OK ),73.10  ( OK ),
Tue  Jun 24 08:45:00  CDT,88.99  ( OK ),75.91  ( OK ),73.40  ( OK ),
Tue  Jun 24 09:00:00  CDT,88.76  ( OK ),76.62  ( OK ),74.10  ( OK ),
Tue  Jun 24 09:15:00  CDT,88.32  ( OK ),77.10  ( OK ),74.40  ( OK ),
Tue  Jun 24 09:30:00  CDT,87.37  ( OK ),78.32  ( OK ),75.40  ( OK ),
Tue  Jun 24 09:45:00  CDT,85.73  ( OK ),79.02  ( OK ),75.61  ( OK ),
Tue  Jun 24 10:00:00  CDT,84.58  ( OK ),79.92  ( OK ),76.20  ( OK ),
Tue  Jun 24 10:15:00  CDT,83.34  ( OK ),80.97  ( OK ),76.90  ( OK ),
Tue  Jun 24 10:30:00  CDT,82.14  ( OK ),81.57  ( OK ),77.10  ( OK ),
Tue  Jun 24 10:45:00  CDT,81.90  ( OK ),81.07  ( OK ),76.60  ( OK ),
Tue  Jun 24 11:00:00  CDT,81.95  ( OK ),81.45  ( OK ),77.00  ( OK ),
Tue  Jun 24 11:15:00  CDT,81.57  ( OK ),81.91  ( OK ),77.34  ( OK ),
Tue  Jun 24 11:30:00  CDT,80.27  ( OK ),82.88  ( OK ),77.90  ( OK ),
Tue  Jun 24 11:45:00  CDT,78.32  ( OK ),83.55  ( OK ),78.00  ( OK ),
Tue  Jun 24 12:00:00  CDT,76.71  ( OK ),84.26  ( OK ),78.20  ( OK ),
Tue  Jun 24 12:15:00  CDT,77.79  ( OK ),83.56  ( OK ),77.89  ( OK ),
Tue  Jun 24 12:30:00  CDT,74.33  ( OK ),84.08  ( OK ),77.40  ( OK ),
Tue  Jun 24 12:45:00  CDT,74.42  ( OK ),83.44  ( OK ),76.80  ( OK ),
Tue  Jun 24 13:00:00  CDT,74.62  ( OK ),84.05  ( OK ),77.42  ( OK ),
Tue  Jun 24 13:15:00  CDT,72.04  ( OK ),84.56  ( OK ),77.20  ( OK ),
Tue  Jun 24 13:30:00  CDT,70.83  ( OK ),85.27  ( OK ),77.50  ( OK ),
Tue  Jun 24 13:45:00  CDT,66.83  ( OK ),85.57  ( OK ),76.60  ( OK ),
Tue  Jun 24 14:00:00  CDT,65.85  ( OK ),85.90  ( OK ),76.53  ( OK ),
Tue  Jun 24 14:15:00  CDT,64.46  ( OK ),86.17  ( OK ),76.40  ( OK ),
Tue  Jun 24 14:30:00  CDT,65.16  ( OK ),86.14  ( OK ),76.59  ( OK ),
Tue  Jun 24 14:45:00  CDT,63.93  ( OK ),87.02  ( OK ),77.00  ( OK ),
Tue  Jun 24 15:00:00  CDT,63.16  ( OK ),87.53  ( OK ),77.20  ( OK ),
Tue  Jun 24 15:15:00  CDT,62.36  ( OK ),87.56  ( OK ),77.00  ( OK ),
Tue  Jun 24 15:30:00  CDT,62.66  ( OK ),87.93  ( OK ),77.40  ( OK ),
Tue  Jun 24 15:45:00  CDT,61.47  ( OK ),87.96  ( OK ),77.01  ( OK ),
Tue  Jun 24 16:00:00  CDT,61.55  ( OK ),88.24  ( OK ),77.30  ( OK ),
Tue  Jun 24 16:15:00  CDT,61.47  ( OK ),89.09  ( OK ),78.00  ( OK ),
Tue  Jun 24 16:30:00  CDT,66.97  ( OK ),89.38  ( OK ),80.00  ( OK ),
Tue  Jun 24 16:45:00  CDT,68.38  ( OK ),87.64  ( OK ),78.90  ( OK ),
Tue  Jun 24 17:00:00  CDT,71.25  ( OK ),86.37  ( OK ),78.60  ( OK ),
Tue  Jun 24 17:15:00  CDT,68.98  ( OK ),88.28  ( OK ),79.66  ( OK ),
Tue  Jun 24 17:30:00  CDT,71.16  ( OK ),86.31  ( OK ),78.58  ( OK ),
Tue  Jun 24 17:45:00  CDT,73.34  ( OK ),85.06  ( OK ),78.00  ( OK ),
Tue  Jun 24 18:00:00  CDT,82.34  ( OK ),83.30  ( OK ),78.90  ( OK ),
Tue  Jun 24 18:15:00  CDT,83.75  ( OK ),80.43  ( OK ),76.50  ( OK ),
Tue  Jun 24 18:30:00  CDT,83.81  ( OK ),77.70  ( OK ),73.90  ( OK ),
Tue  Jun 24 18:45:00  CDT,84.97  ( OK ),77.33  ( OK ),73.80  ( OK ),
Tue  Jun 24 19:00:00  CDT,84.65  ( OK ),78.10  ( OK ),74.40  ( OK ),
Tue  Jun 24 19:15:00  CDT,83.66  ( OK ),77.25  ( OK ),73.40  ( OK ),
Tue  Jun 24 19:30:00  CDT,84.16  ( OK ),76.75  ( OK ),73.10  ( OK ),
Tue  Jun 24 19:45:00  CDT,84.12  ( OK ),77.01  ( OK ),73.30  ( OK ),
Tue  Jun 24 20:00:00  CDT,84.15  ( OK ),76.65  ( OK ),73.00  ( OK ),
Tue  Jun 24 20:15:00  CDT,85.02  ( OK ),76.15  ( OK ),72.70  ( OK ),
Tue  Jun 24 20:30:00  CDT,85.60  ( OK ),75.84  ( OK ),72.54  ( OK ),
Tue  Jun 24 20:45:00  CDT,85.90  ( OK ),75.66  ( OK ),72.40  ( OK ),
Tue  Jun 24 21:00:00  CDT,86.30  ( OK ),75.73  ( OK ),72.60  ( OK ),
Tue  Jun 24 21:15:00  CDT,86.31  ( OK ),75.78  ( OK ),72.60  ( OK ),
Tue  Jun 24 21:30:00  CDT,86.52  ( OK ),75.79  ( OK ),72.70  ( OK ),
Tue  Jun 24 21:45:00  CDT,86.30  ( OK ),75.70  ( OK ),72.60  ( OK ),
Tue  Jun 24 22:00:00  CDT,86.64  ( OK ),75.41  ( OK ),72.40  ( OK ),
Tue  Jun 24 22:15:00  CDT,86.80  ( OK ),75.30  ( OK ),72.31  ( OK ),
Tue  Jun 24 22:30:00  CDT,86.69  ( OK ),75.04  ( OK ),72.00  ( OK ),
Tue  Jun 24 22:45:00  CDT,87.02  ( OK ),74.73  ( OK ),71.80  ( OK ),
Tue  Jun 24 23:00:00  CDT,86.97  ( OK ),74.71  ( OK ),71.80  ( OK ),
Tue  Jun 24 23:15:00  CDT,87.23  ( OK ),74.82  ( OK ),72.00  ( OK ),
Tue  Jun 24 23:30:00  CDT,87.45  ( OK ),74.68  ( OK ),71.81  ( OK ),
Tue  Jun 24 23:45:00  CDT,87.51  ( OK ),74.68  ( OK ),71.87  ( OK ),
Wed  Jun 25 00:00:00  CDT,87.44  ( OK ),74.63  ( OK ),71.80  ( OK ),
Wed  Jun 25 00:15:00  CDT,87.45  ( OK ),74.50  ( OK ),71.70  ( OK ),
Wed  Jun 25 00:30:00  CDT,87.52  ( OK ),74.13  ( OK ),71.38  ( OK ),
Wed  Jun 25 00:45:00  CDT,87.89  ( OK ),73.90  ( OK ),71.22  ( OK ),
Wed  Jun 25 01:00:00  CDT,87.92  ( OK ),73.60  ( OK ),70.90  ( OK ),
Wed  Jun 25 01:15:00  CDT,87.94  ( OK ),73.29  ( OK ),70.60  ( OK ),
Wed  Jun 25 01:30:00  CDT,87.90  ( OK ),72.98  ( OK ),70.30  ( OK ),
Wed  Jun 25 01:45:00  CDT,88.04  ( OK ),72.70  ( OK ),70.10  ( OK ),
Wed  Jun 25 02:00:00  CDT,88.14  ( OK ),72.46  ( OK ),69.90  ( OK ),
Wed  Jun 25 02:15:00  CDT,88.31  ( OK ),72.36  ( OK ),69.80  ( OK ),
Wed  Jun 25 02:30:00  CDT,88.24  ( OK ),72.24  ( OK ),69.70  ( OK ),
Wed  Jun 25 02:45:00  CDT,88.20  ( OK ),72.05  ( OK ),69.50  ( OK ),
Wed  Jun 25 03:00:00  CDT,88.31  ( OK ),71.92  ( OK ),69.40  ( OK ),
Wed  Jun 25 03:15:00  CDT,88.69  ( OK ),72.02  ( OK ),69.60  ( OK ),
Wed  Jun 25 03:30:00  CDT,88.69  ( OK ),71.98  ( OK ),69.50  ( OK ),
Wed  Jun 25 03:45:00  CDT,88.59  ( OK ),71.78  ( OK ),69.30  ( OK ),
Wed  Jun 25 04:00:00  CDT,88.54  ( OK ),71.57  ( OK ),69.10  ( OK ),
Wed  Jun 25 04:15:00  CDT,88.26  ( OK ),71.20  ( OK ),68.70  ( OK ),
Wed  Jun 25 04:30:00  CDT,88.24  ( OK ),70.90  ( OK ),68.40  ( OK ),
Wed  Jun 25 04:45:00  CDT,87.90  ( OK ),70.49  ( OK ),67.90  ( OK ),
Wed  Jun 25 05:00:00  CDT,87.08  ( OK ),69.43  ( OK ),66.70  ( OK ),
Wed  Jun 25 05:15:00  CDT,86.52  ( OK ),68.30  ( OK ),65.53  ( OK ),
Wed  Jun 25 05:30:00  CDT,86.76  ( OK ),67.48  ( OK ),64.77  ( OK ),
Wed  Jun 25 05:45:00  CDT,86.99  ( OK ),67.15  ( OK ),64.50  ( OK ),
Wed  Jun 25 06:00:00  CDT,87.09  ( OK ),66.86  ( OK ),64.23  ( OK ),
Wed  Jun 25 06:15:00  CDT,87.20  ( OK ),66.68  ( OK ),64.10  ( OK ),
Wed  Jun 25 06:30:00  CDT,87.53  ( OK ),66.37  ( OK ),63.88  ( OK ),
Wed  Jun 25 06:45:00  CDT,87.58  ( OK ),66.39  ( OK ),63.90  ( OK ),
Wed  Jun 25 07:00:00  CDT,87.85  ( OK ),66.35  ( OK ),63.90  ( OK ),
Wed  Jun 25 07:15:00  CDT,87.85  ( OK ),66.39  ( OK ),63.90  ( OK ),
Wed  Jun 25 07:30:00  CDT,87.84  ( OK ),66.81  ( OK ),64.40  ( OK ),
Wed  Jun 25 07:45:00  CDT,87.30  ( OK ),67.28  ( OK ),64.70  ( OK ),
Wed  Jun 25 08:00:00  CDT,87.14  ( OK ),67.52  ( OK ),64.90  ( OK ),
Wed  Jun 25 08:15:00  CDT,87.14  ( OK ),67.60  ( OK ),64.92  ( OK ),
Wed  Jun 25 08:30:00  CDT,87.12  ( OK ),67.99  ( OK ),65.30  ( OK ),
Wed  Jun 25 08:45:00  CDT,86.46  ( OK ),68.88  ( OK ),66.02  ( OK ),
Wed  Jun 25 09:00:00  CDT,86.19  ( OK ),69.81  ( OK ),66.90  ( OK ),
Wed  Jun 25 09:15:00  CDT,85.48  ( OK ),70.64  ( OK ),67.52  ( OK ),
Wed  Jun 25 09:30:00  CDT,85.05  ( OK ),71.23  ( OK ),68.00  ( OK ),
Wed  Jun 25 09:45:00  CDT,84.71  ( OK ),71.91  ( OK ),68.60  ( OK ),
Wed  Jun 25 10:00:00  CDT,84.66  ( OK ),72.71  ( OK ),69.36  ( OK ),
Wed  Jun 25 10:15:00  CDT,84.56  ( OK ),73.16  ( OK ),69.70  ( OK ),
Wed  Jun 25 10:30:00  CDT,84.07  ( OK ),73.72  ( OK ),70.20  ( OK ),
Wed  Jun 25 10:45:00  CDT,84.56  ( OK ),74.28  ( OK ),70.80  ( OK ),
Wed  Jun 25 11:00:00  CDT,84.09  ( OK ),75.21  ( OK ),71.60  ( OK ),
Wed  Jun 25 11:15:00  CDT,84.23  ( OK ),76.28  ( OK ),72.60  ( OK ),
Wed  Jun 25 11:30:00  CDT,82.94  ( OK ),76.96  ( OK ),73.00  ( OK ),
Wed  Jun 25 11:45:00  CDT,82.27  ( OK ),77.72  ( OK ),73.53  ( OK ),
Wed  Jun 25 12:00:00  CDT,81.21  ( OK ),78.37  ( OK ),73.90  ( OK ),
Wed  Jun 25 12:15:00  CDT,80.43  ( OK ),78.56  ( OK ),73.87  ( OK ),
Wed  Jun 25 12:30:00  CDT,79.57  ( OK ),79.21  ( OK ),74.30  ( OK ),
Wed  Jun 25 12:45:00  CDT,78.36  ( OK ),79.95  ( OK ),74.61  ( OK ),
Wed  Jun 25 13:00:00  CDT,78.66  ( OK ),80.56  ( OK ),75.30  ( OK ),
Wed  Jun 25 13:15:00  CDT,77.25  ( OK ),80.72  ( OK ),75.10  ( OK ),
Wed  Jun 25 13:30:00  CDT,75.10  ( OK ),81.41  ( OK ),75.19  ( OK ),
Wed  Jun 25 13:45:00  CDT,76.29  ( OK ),82.06  ( OK ),76.07  ( OK ),
Wed  Jun 25 14:00:00  CDT,71.91  ( OK ),82.50  ( OK ),75.30  ( OK ),
Wed  Jun 25 14:15:00  CDT,74.46  ( OK ),80.94  ( OK ),74.50  ( OK ),
Wed  Jun 25 14:30:00  CDT,76.59  ( OK ),79.49  ( OK ),73.70  ( OK ),
Wed  Jun 25 14:45:00  CDT,77.76  ( OK ),78.83  ( OK ),73.45  ( OK ),
Wed  Jun 25 15:00:00  CDT,79.90  ( OK ),77.52  ( OK ),72.80  ( OK ),
Wed  Jun 25 15:15:00  CDT,81.12  ( OK ),76.97  ( OK ),72.50  ( OK ),
Wed  Jun 25 15:30:00  CDT,78.27  ( OK ),78.19  ( OK ),72.92  ( OK ),
Wed  Jun 25 15:45:00  CDT,77.93  ( OK ),78.64  ( OK ),73.30  ( OK ),
Wed  Jun 25 16:00:00  CDT,77.66  ( OK ),78.16  ( OK ),72.80  ( OK ),
Wed  Jun 25 16:15:00  CDT,77.47  ( OK ),76.99  ( OK ),71.60  ( OK ),
Wed  Jun 25 16:30:00  CDT,76.20  ( OK ),76.58  ( OK ),70.90  ( OK ),
Wed  Jun 25 16:45:00  CDT,76.80  ( OK ),75.99  ( OK ),70.50  ( OK ),
Wed  Jun 25 17:00:00  CDT,77.58  ( OK ),74.39  ( OK ),69.20  ( OK ),
Wed  Jun 25 17:15:00  CDT,78.87  ( OK ),73.81  ( OK ),69.03  ( OK ),
Wed  Jun 25 17:30:00  CDT,79.79  ( OK ),72.92  ( OK ),68.40  ( OK ),
Wed  Jun 25 17:45:00  CDT,79.59  ( OK ),72.91  ( OK ),68.40  ( OK ),
Wed  Jun 25 18:00:00  CDT,80.58  ( OK ),72.45  ( OK ),68.13  ( OK ),
Wed  Jun 25 18:15:00  CDT,80.92  ( OK ),71.46  ( OK ),67.30  ( OK ),
Wed  Jun 25 18:30:00  CDT,81.30  ( OK ),70.67  ( OK ),66.60  ( OK ),
Wed  Jun 25 18:45:00  CDT,81.58  ( OK ),70.53  ( OK ),66.60  ( OK ),
Wed  Jun 25 19:00:00  CDT,81.82  ( OK ),70.46  ( OK ),66.51  ( OK ),
Wed  Jun 25 19:15:00  CDT,81.58  ( OK ),70.15  ( OK ),66.20  ( OK ),
Wed  Jun 25 19:30:00  CDT,81.42  ( OK ),70.51  ( OK ),66.50  ( OK ),
Wed  Jun 25 19:45:00  CDT,81.58  ( OK ),70.52  ( OK ),66.60  ( OK ),
Wed  Jun 25 20:00:00  CDT,81.97  ( OK ),69.54  ( OK ),65.70  ( OK ),
Wed  Jun 25 20:15:00  CDT,82.87  ( OK ),68.55  ( OK ),65.00  ( OK ),
Wed  Jun 25 20:30:00  CDT,83.24  ( OK ),68.01  ( OK ),64.57  ( OK ),
Wed  Jun 25 20:45:00  CDT,83.01  ( OK ),67.88  ( OK ),64.33  ( OK ),
Wed  Jun 25 21:00:00  CDT,82.87  ( OK ),67.60  ( OK ),64.01  ( OK ),
Wed  Jun 25 21:15:00  CDT,82.89  ( OK ),67.08  ( OK ),63.57  ( OK ),
Wed  Jun 25 21:30:00  CDT,82.90  ( OK ),66.93  ( OK ),63.44  ( OK ),
Wed  Jun 25 21:45:00  CDT,83.27  ( OK ),66.55  ( OK ),63.17  ( OK ),
Wed  Jun 25 22:00:00  CDT,83.16  ( OK ),66.50  ( OK ),63.10  ( OK ),
Wed  Jun 25 22:15:00  CDT,83.21  ( OK ),66.45  ( OK ),63.04  ( OK ),
Wed  Jun 25 22:30:00  CDT,83.36  ( OK ),66.30  ( OK ),62.90  ( OK ),
Wed  Jun 25 22:45:00  CDT,83.42  ( OK ),65.92  ( OK ),62.60  ( OK ),
Wed  Jun 25 23:00:00  CDT,83.73  ( OK ),65.89  ( OK ),62.60  ( OK ),
Wed  Jun 25 23:15:00  CDT,83.59  ( OK ),65.82  ( OK ),62.54  ( OK ),
Wed  Jun 25 23:30:00  CDT,83.70  ( OK ),65.86  ( OK ),62.60  ( OK ),
Wed  Jun 25 23:45:00  CDT,83.78  ( OK ),65.83  ( OK ),62.60  ( OK ),
Thu  Jun 26 00:00:00  CDT,84.07  ( OK ),65.72  ( OK ),62.55  ( OK ),
Thu  Jun 26 00:15:00  CDT,84.54  ( OK ),65.46  ( OK ),62.40  ( OK ),
Thu  Jun 26 00:30:00  CDT,84.93  ( OK ),65.19  ( OK ),62.20  ( OK ),
Thu  Jun 26 00:45:00  CDT,84.89  ( OK ),65.28  ( OK ),62.29  ( OK ),
Thu  Jun 26 01:00:00  CDT,85.02  ( OK ),65.20  ( OK ),62.20  ( OK ),
Thu  Jun 26 01:15:00  CDT,85.02  ( OK ),65.08  ( OK ),62.10  ( OK ),
Thu  Jun 26 01:30:00  CDT,85.44  ( OK ),64.95  ( OK ),62.10  ( OK ),
Thu  Jun 26 01:45:00  CDT,85.81  ( OK ),64.70  ( OK ),61.93  ( OK ),
Thu  Jun 26 02:00:00  CDT,86.31  ( OK ),64.65  ( OK ),62.00  ( OK ),
Thu  Jun 26 02:15:00  CDT,85.90  ( OK ),64.49  ( OK ),61.70  ( OK ),
Thu  Jun 26 02:30:00  CDT,85.80  ( OK ),64.29  ( OK ),61.50  ( OK ),
Thu  Jun 26 02:45:00  CDT,86.30  ( OK ),64.26  ( OK ),61.60  ( OK ),
Thu  Jun 26 03:00:00  CDT,86.30  ( OK ),64.04  ( OK ),61.40  ( OK ),
Thu  Jun 26 03:15:00  CDT,86.20  ( OK ),63.77  ( OK ),61.10  ( OK ),
Thu  Jun 26 03:30:00  CDT,86.30  ( OK ),63.73  ( OK ),61.10  ( OK ),
Thu  Jun 26 03:45:00  CDT,86.31  ( OK ),63.68  ( OK ),61.00  ( OK ),
Thu  Jun 26 04:00:00  CDT,86.49  ( OK ),63.49  ( OK ),60.90  ( OK ),
Thu  Jun 26 04:15:00  CDT,86.68  ( OK ),63.66  ( OK ),61.10  ( OK ),
Thu  Jun 26 04:30:00  CDT,86.63  ( OK ),63.65  ( OK ),61.10  ( OK ),
Thu  Jun 26 04:45:00  CDT,86.75  ( OK ),63.36  ( OK ),60.80  ( OK ),
Thu  Jun 26 05:00:00  CDT,87.08  ( OK ),63.47  ( OK ),61.00  ( OK ),
Thu  Jun 26 05:15:00  CDT,87.12  ( OK ),63.46  ( OK ),61.00  ( OK ),
